registro_id,data_chamado,cidade,uf,bairro,cliente_id,profissional_id,tipo_servico,especialidade_profissional,urgencia,distancia_km,tempo_deslocamento_min,tempo_execucao_min,tempo_total_min,valor_orcamento,valor_pago,avaliacao_cliente,reclamacao,retorno_correcao,dias_desde_ultimo_uso,idade_imovel_anos,cupom_utilizado,status_chamado,observacao
FIX-00789,2025-03-11,Uberaba,MG,Centro,C442,P58,hidraulica,montador,media,10.15,64,20,84,505.42,404.74,1,sim,nao,282,70,nao,cancelado,
FIX-00790,2025-06-03,Salvador,BA,Jardim America,C173,P12,jardinagem,montador,alta,"10,35",82,105,187,"135,15",151.18,"3,2",nao,nao,6,48,sim,em_andamento,
FIX-00791,2025-05-26,Curitiba,PR,Centro,C212,P129,hidraulica,encanador,baixa,4.01,35,116,151,83.91,74.98,4.6,nao,nao,104,79,sim,em_andamento,
FIX-00792,2025-06-15,Salvador,BA,Planalto,C446,P86,hidraulica,jardineiro,baixa,6.9,71,15,86,707.23,711.11,2.3,sim,nao,358,17,sim,procesado,
FIX-00793,2025-04-02,Salvador,BA,Boa Vista,C218,P58,jardinagem,jardineiro,baixa,3.58,34,32,66,542.93,537.08,2.8,sim,nao,263,78,nao,finalizado,
FIX-00794,2025-01-30,Campinas,SP,Industrial,C197,P93,montagem,eletricista,media,2.73,19,107,126,152.14,147.04,2.9,sim,nao,292,71,,em_andamento,
FIX-00795,2025-07-23,São Paulo,SP,Industrial,C463,P139,hidraulica,encanador,baixa,5.99,53,68,121,718.7,745.42,4.6,nao,nao,20,21,nao,procesado,
FIX-00796,2025-05-14,São Paulo,SP,Centro,C164,P108,eletrica,limpeza,baixa,15.69,83,64,147,"749,83","689,94","2,5",sim,nao,359,41,sim,cancelado,
FIX-00797,2025-07-29,Uberaba,MG,Morumbi,C117,P2,hidraulica,montador,baixa,5.78,54,142,196,646.75,"606,54",3.0,nao,nao,172,23,nao,procesado,
FIX-00798,data_invalida,Campinas,SP,Morumbi,C192,P38,eletric.,eletricista,media,"0,3",9,86,95,197.8,210.64,3.2,nao,nao,1,3,nao,finalizado,
FIX-00799,17/07/2025,Uberlândia,MG,Centro,C124,P44,montagem,eletricista,media,2.7,18,124,142,438.06,431.45,4.0,nao,nao,28,17,sim,cancelado,
FIX-00800,2025-08-24,Salvador,ba,Morumbi,C117,P57,montagem,jardineiro,media,"11,61",,69,173,361.66,358.75,3.0,nao,nao,149,74,sim,finalizado,
FIX-00801,2025-03-20,Curitiba,PR,Morumbi,C119,P59,montagem,jardineiro,baixa,1.09,20,86,106,577.15,490.45,5,nao,nao,95,55,sim,finalizado,
FIX-00802,2025-03-03,Salvador,BA,Morumbi,C176,P119,limpeza,jardineiro,alta,2.71,16,108,124,"594,24",696.48,2.8,sim,sim,85,40,sim,em_andamento,
FIX-00803,2025-09-24,Goiânia,GO,Industrial,C478,P140,hidraulica,encanador,media,2.34,17,73,90,115.36,125.44,3.9,nao,nao,87,61,,cancelado,
FIX-00804,2025-09-07,Campinas,SP,Centro,C411,P41,pintura,pintor,media,"6,55",47,62,109,723.88,738.68,5,nao,nao,7,12,sim,cancelado,
FIX-00805,07-31-2025,Salvador,BA,Boa Vista,C434,P1,montagem,encanador,baixa,9.42,82,97,179,804.6,833.38,2.6,sim,sim,311,34,,procesado,
FIX-00806,07-11-2025,Uberlândia,MG,Industrial,C111,P134,eletrica,jardineiro,media,5.03,16,50,66,414.57,362.41,3.7,nao,nao,30,9,sim,cancelado,
FIX-00807,2025-01-27,Goiânia,GO,Morumbi,C367,P131,eletrica,eletricista,media,10.14,63,73,136,"629,76","727,83",5,nao,nao,365,75,sim,procesado,
FIX-00808,2025-05-24,Salvador,BA,Centro,C209,P146,eletric.,jardineiro,baixa,16.4,115,76,191,605.2,557.76,5,nao,nao,23,22,nao,finalizado,
FIX-00809,05-14-2025,Uberlândia,MG,Santa Maria,C236,P127,limpeza,pintor,baixa,5.6,31,77,108,226.27,269.79,2.3,sim,nao,347,28,sim,cancelado,
FIX-00810,2025-03-20,São Paulo,SP,Morumbi,C91,P131,pintura,limpeza,alta,5.75,35,50,85,272.19,294.3,5,nao,nao,327,37,nao,cancelado,
FIX-00811,2025-03-17,Campinas,SP,Planalto,C257,P87,pintura,encanador,media,6.41,55,27,82,203.14,193.06,2.3,sim,sim,225,52,nao,em_andamento,
FIX-00812,2025-05-21,Campinas,SP,Jardim America,C62,P71,hidraulica,pintor,baixa,2.68,19,38,57,161.02,180.68,4.4,nao,nao,218,41,sim,finalizado,
FIX-00813,data_invalida,Goiânia,GO,Morumbi,C113,P107,limpeza,montador,baixa,"0,3",12,78,90,235.4,"239,7",2.4,sim,nao,89,13,nao,em_andamento,
FIX-00814,2025-08-01,São Paulo,SP,Industrial,C337,P72,montagem_moveis,eletricista,media,8.7,67,35,102,"149,57",168.93,4.8,nao,nao,229,3,nao,finalizado,
FIX-00815,2025-01-29,Goiânia,GO,Industrial,C184,P110,montagem,jardineiro,alta,0.3,5,139,144,181.31,176.73,3.9,nao,nao,257,39,,,
FIX-00816,2025-05-03,Goiânia,GO,Boa Vista,C223,P29,montagem,pintor,alta,"3,87",34,79,113,"539,48",511.71,5,nao,nao,8,50,nao,em_andamento,
FIX-00817,12/09/2025,São Paulo,SP,Centro,C473,P55,limpeza,limpeza,media,4.92,29,15,44,"400,96",438.26,3.7,nao,sim,267,17,,procesado,
FIX-00818,2025-10-07,Campinas,SP,Jardim America,C50,P121,pintura,limpeza,emergencial,12.59,95,27,122,435.83,403.16,5,nao,nao,164,67,,finalizado,
FIX-00819,2025-03-06,Campinas,SP,Boa Vista,C491,P17,montagem,montador,media,3.76,34,58,92,273.34,279.71,3.7,sim,nao,109,40,sim,,
FIX-00820,2025-09-29,campinas,SP,Jardim America,C75,P19,hidraulica,eletricista,alta,2.45,7,110,117,756.14,754.9,"4,4",nao,nao,35,61,nao,,
FIX-00821,2025-06-30,Goiânia,GO,Boa Vista,C73,P107,eletrica,encanador geral,media,"3,45",43,104,147,"647,66",607.31,2.9,sim,nao,90,38,nao,procesado,
FIX-00822,2025-09-14,campinas,SP,Centro,C197,P133,hidraulica,jardineiro,baixa,3.57,5,146,151,336.24,289.07,5,nao,nao,354,76,,,
FIX-00823,2025-08-10,Curitiba,PR,Centro,C118,P39,eletrica,jardineiro,alta,6.05,81,29,110,313.55,"315,08",5,nao,nao,214,28,,cancelado,
FIX-00824,2025-02-18,São Paulo,SP,Boa Vista,C107,P121,hidraulica,pintor,baixa,6.61,47,45,92,495.53,476.25,5,nao,nao,361,29,nao,procesado,
FIX-00825,08-12-2025,São Paulo,SP,Industrial,C292,P26,pintura,eletricista,media,13.07,125,117,242,407.61,402.98,5,nao,sim,355,73,,procesado,
FIX-00826,data_invalida,São Paulo,SP,Jardim America,C488,P56,eletrica,eletricista,baixa,7.13,47,66,113,186.34,219.93,4.7,sim,nao,206,41,nao,finalizado,
FIX-00827,2025-03-23,Uberlândia,MG,Industrial,C309,P12,montagem_moveis,jardineiro,media,0.3,5,54,59,536.58,616.82,2.7,sim,nao,316,62,,em_andamento,
FIX-00828,2025-07-12,Curitiba,PR,Santa Maria,C307,P65,montagem,jardineiro,media,18.06,154,37,191,846.22,841.79,"4,7",nao,nao,212,72,sim,,
FIX-00829,2025-05-28,Salvador,ba,Santa Maria,C277,P12,montagem,pintor,alta,0.3,5,109,114,732.95,619.56,2.2,sim,nao,86,80,sim,procesado,
FIX-00830,18/10/2025,Curitiba,PR,Morumbi,C88,P44,eletrica,montador,emergencial,4.78,28,107,135,256.56,"287,12",2.6,sim,nao,264,59,sim,em_andamento,
FIX-00831,2025-10-26,São Paulo,SP,Centro,C465,P44,eletrica,encanador geral,baixa,"6,63",73,121,194,206.02,227.5,4.4,nao,nao,114,40,,procesado,
FIX-00832,2025-03-31,Goiânia,GO,Jardim America,C94,P64,eletrica,montador,alta,"5,51",18,82,100,797.47,774.04,4.3,nao,nao,52,59,,procesado,
FIX-00833,2025-06-02,Curitiba,pr,Centro,C299,P17,montagem_moveis,pintor,baixa,0.3,5,61,66,627.2,"750,44",1.4,sim,sim,250,37,,cancelado,
FIX-00834,2025-10-25,Goiânia,GO,Jardim America,C343,P53,hidraulica,jardineiro,alta,"12,5",119,133,252,677.6,653.07,3.9,nao,nao,206,71,,em_andamento,
FIX-00835,2025-07-10,goiânia,GO,Jardim America,C185,P95,limpeza,encanador geral,baixa,"2,53",22,101,123,542.51,527.83,5,nao,nao,174,73,sim,finalizado,
FIX-00836,07-23-2025,São Paulo,SP,Planalto,C383,P136,jardinagem,jardineiro,alta,6.23,53,95,148,177.75,185.13,4.8,nao,sim,361,38,nao,procesado,
FIX-00837,07/03/2025,Salvador,BA,Jardim America,C355,P112,limpeza,encanador,baixa,8.74,67,106,173,630.39,"530,77",5.0,nao,nao,94,66,sim,,
FIX-00838,2025-01-02,São Paulo,SP,Planalto,C169,P74,hidraulica,montador,media,5.11,21,93,114,759.17,736.27,4.1,nao,nao,228,51,sim,procesado,
FIX-00839,2025-08-21,Salvador,BA,Centro,C396,P5,pintura,eletricista,media,"6,75",47,169,216,"102,24","94,22",4.7,nao,nao,69,19,sim,finalizado,
FIX-00840,2025-07-30,Curitiba,PR,Jardim America,C487,P32,hidraulica,eletrica_geral,baixa,6.99,48,71,119,366.47,302.46,2.3,sim,nao,127,64,nao,finalizado,
FIX-00841,2025-03-10,São Paulo,SP,Santa Maria,C422,P138,montagem_moveis,eletricista,media,9.49,61,127,188,603.98,675.66,"2,9",sim,sim,138,37,,procesado,
FIX-00842,2025-01-06,Curitiba,PR,Jardim America,C248,P127,pintura,jardineiro,baixa,4.55,33,82,115,679.94,"604,9",3.8,sim,sim,118,47,nao,finalizado,
FIX-00843,2025-06-12,São Paulo,SP,Santa Maria,C231,P3,eletric.,jardineiro,media,3.88,20,135,155,146.27,165.36,4.4,nao,nao,72,9,nao,cancelado,
FIX-00844,04-21-2025,uberlândia,MG,Boa Vista,C110,P71,montagem,montador,media,14.38,95,16,111,94.25,98.19,4.9,sim,sim,319,19,sim,em_andamento,
FIX-00845,09-19-2025,Salvador,BA,Santa Maria,C379,P83,hidraulica,pintor,alta,8.55,53,72,125,320.27,"338,59",4.8,nao,nao,208,17,nao,cancelado,
FIX-00846,2025-01-01,Salvador,ba,Morumbi,C172,P49,jardinagem,pintor,emergencial,"10,68",95,66,161,692.61,"638,53",3.8,nao,nao,302,32,,procesado,
FIX-00847,2025-01-01,Curitiba,PR,Boa Vista,C469,P118,hidraulica,limpeza,alta,5.01,32,69,101,209.03,"203,44",2.6,sim,nao,141,27,,em_andamento,
FIX-00848,2025-04-16,Goiânia,GO,Industrial,C83,P65,hidraulicaa,montador,baixa,"0,93",6,89,95,521.99,489.23,2.3,sim,sim,119,68,sim,cancelado,
FIX-00849,2025-07-15,Uberaba,MG,Jardim America,C361,P76,montagem,montador,baixa,"8,28",27,68,95,494.12,587.97,3.1,nao,nao,61,23,,,
FIX-00850,2025-06-27,São Paulo,SP,Jardim America,C465,P18,hidraulica,encanador,emergencial,4.31,23,71,94,258.67,244.08,3.5,nao,nao,115,63,,procesado,
FIX-00851,2025-05-31,São Paulo,SP,Jardim America,C315,P116,limpeza,pintor,alta,0.3,16,40,56,240.75,259.17,4.0,nao,nao,109,44,nao,em_andamento,
FIX-00852,data_invalida,Curitiba,PR,Boa Vista,C65,P54,eletrica,limpeza,media,9.98,81,113,194,"869,09",851.56,3.8,nao,nao,4,67,,,
FIX-00853,2025-09-08,São Paulo,SP,Centro,C180,P127,hidraulica,encanador,baixa,0.3,17,61,78,"697,61","821,6",4.1,nao,nao,105,11,sim,finalizado,
FIX-00854,25/02/2025,São Paulo,SP,Morumbi,C248,P33,eletrica,encanador,baixa,5.78,53,61,114,235.93,240.99,4.0,sim,nao,110,29,nao,finalizado,
FIX-00855,2025-07-08,São Paulo,SP,Boa Vista,C155,P9,eletrica,montador,media,8.26,59,154,213,282.98,259.11,5,nao,nao,216,10,,finalizado,
FIX-00856,2025-09-28,São Paulo,SP,Jardim America,C304,P50,eletrica,eletricista,emergencial,15.58,115,101,216,692.34,"803,39",5,nao,nao,348,2,nao,,
FIX-00857,2025-02-03,São Paulo,SP,Boa Vista,C122,P33,montagem,eletrica_geral,media,5.53,49,61,110,328.93,"315,97","2,6",sim,nao,164,34,sim,procesado,
FIX-00858,2025-05-20,Uberaba,MG,Morumbi,C92,P64,jardinagem,jardineiro,media,6.99,82,81,163,"518,9","419,47",4.4,sim,nao,246,23,nao,,
FIX-00859,09-08-2025,Uberlândia,MG,Boa Vista,C136,P104,hidraulica,eletricista,baixa,3.48,8,72,80,803.25,763.19,4.5,nao,nao,214,5,nao,em_andamento,
FIX-00860,07-19-2025,Uberlândia,MG,Boa Vista,C55,P27,limpeza,montador,alta,6.64,43,121,164,848.7,1005.07,5,nao,nao,111,69,sim,finalizado,
FIX-00861,2025-07-23,São Paulo,SP,Morumbi,C315,P55,hidraulica,montador,media,6.65,31,15,46,"734,27","595,07",3.1,nao,nao,271,29,,cancelado,
FIX-00862,2025-09-28,são paulo,SP,Santa Maria,C60,P147,eletrica,jardineiro,media,"14,67",60,105,165,897.93,1039.34,4.1,nao,nao,31,73,sim,,
FIX-00863,2025-09-30,Campinas,sp,Morumbi,C495,P96,eletric.,montador,media,13.52,,109,228,249.39,253.67,2.9,sim,sim,51,65,nao,finalizado,
FIX-00864,2025-01-24,Campinas,SP,Boa Vista,C60,P24,montagem,eletricista,alta,7.86,59,112,171,395.1,"394,56",4.3,nao,nao,319,4,,em_andamento,
FIX-00865,2025-02-25,são paulo,SP,Boa Vista,C188,P78,eletrica,pintor,media,0.3,11,105,116,268.34,302.62,5,nao,nao,2,16,,em_andamento,
FIX-00866,data_invalida,Salvador,BA,Boa Vista,C414,P142,eletrica,jardineiro,media,14.63,100,112,212,559.68,"633,49",2.9,sim,nao,269,37,,cancelado,
FIX-00867,2025-04-11,São Paulo,SP,Planalto,C89,P53,montagem,encanador,baixa,10.13,103,49,152,89.07,93.2,3.1,nao,nao,90,22,,cancelado,
FIX-00868,2025-10-18,Curitiba,PR,Planalto,C291,P9,eletrica,pintor,baixa,3.4,14,95,109,248.28,210.05,5,sim,nao,252,54,nao,,
FIX-00869,04-14-2025,Uberaba,MG,Planalto,C412,P103,jardinagem,limpeza,emergencial,4.53,23,122,145,308.96,311.53,4.6,nao,sim,103,51,nao,finalizado,
FIX-00870,2025-06-21,Uberaba,MG,Centro,C119,P50,limpeza,eletricista,baixa,9.27,66,112,178,144.78,139.62,5,sim,nao,207,4,,cancelado,
FIX-00871,2025-10-16,Curitiba,PR,Planalto,C328,P64,jardinagem,encanador,alta,8.99,41,60,101,699.56,650.23,3.8,nao,nao,87,65,,em_andamento,
FIX-00872,05-17-2025,São Paulo,SP,Boa Vista,C386,P5,jardinagem,limpeza,media,0.3,14,118,132,83.05,71.89,5,nao,nao,176,51,sim,finalizado,
FIX-00873,2025-02-15,Uberaba,mg,Boa Vista,C400,P81,montagem,encanador,baixa,"3,67",19,126,145,510.79,466.09,3.1,nao,nao,77,44,nao,cancelado,
FIX-00874,2025-06-20,Salvador,BA,Morumbi,C456,P6,montagem,pintor,alta,3.98,37,104,141,"534,97",501.9,"4,5",nao,nao,263,66,sim,em_andamento,
FIX-00875,2025-06-18,Curitiba,PR,Santa Maria,C44,P42,jardinagem,eletrica_geral,media,8.21,72,89,161,896.26,726.87,4.1,nao,nao,342,70,nao,finalizado,
FIX-00876,2025-02-02,Uberaba,MG,Industrial,C114,P67,eletrica,jardineiro,media,"3,95",21,115,136,807.76,728.62,2.8,sim,nao,58,22,sim,em_andamento,
FIX-00877,2025-03-19,Uberaba,MG,Centro,C209,P121,hidraulica,pintor,media,18.46,132,39,171,499.8,522.79,3.8,sim,sim,35,44,nao,finalizado,
FIX-00878,2025-09-04,Curitiba,PR,Morumbi,C362,P85,montagem,jardineiro,media,14.31,120,95,215,"770,77",667.45,4.8,nao,nao,297,5,sim,em_andamento,
FIX-00879,2025-02-13,Salvador,ba,Boa Vista,C340,P57,limpeza,limpeza,baixa,"11,3",101,121,222,807.18,913.6,5,nao,nao,33,38,sim,finalizado,
FIX-00880,2025-07-04,Uberlândia,MG,Jardim America,C16,P42,limpeza,pintor,media,5.19,39,63,102,405.98,361.19,5,nao,nao,357,10,sim,cancelado,
FIX-00881,2025-02-21,Uberlândia,MG,Boa Vista,C195,P144,hidraulica,pintor,baixa,10.13,73,89,162,432.97,419.92,3.0,nao,nao,132,75,,finalizado,
FIX-00882,2025-02-08,Uberlândia,MG,Boa Vista,C93,P119,eletrica,pintor,media,11.64,88,110,198,253.22,265.34,3.9,nao,nao,6,58,sim,procesado,
FIX-00883,10/04/2025,Uberlândia,MG,Planalto,C282,P150,limpeza,eletrica_geral,baixa,0.3,5,77,82,354.53,386.83,3.3,nao,nao,325,33,nao,procesado,
FIX-00884,2025-06-15,Salvador,BA,Planalto,C148,P121,montagem,pintor,baixa,10.25,48,98,146,"286,69",315.04,2.2,sim,nao,4,47,sim,cancelado,
FIX-00885,06-02-2025,Campinas,SP,Jardim America,C469,P17,eletrica,eletricista,media,6.15,58,95,153,525.19,"537,07",5,nao,nao,101,15,,procesado,
FIX-00886,2025-08-11,Uberlândia,MG,Santa Maria,C477,P11,eletrica,jardineiro,baixa,6.31,39,106,145,487.35,"553,39",4.2,nao,nao,344,71,,procesado,
FIX-00887,2025-05-13,Uberaba,MG,Centro,C64,P64,eletrica,montador,baixa,4.87,35,91,126,457.35,"456,99",3.1,nao,nao,11,68,,finalizado,
FIX-00888,2025-08-07,Salvador,BA,Planalto,C116,P111,eletrica,pintor,media,16.75,129,83,212,"263,55",277.71,3.9,sim,nao,159,38,nao,cancelado,
FIX-00889,2025-10-14,Uberlândia,MG,Santa Maria,C205,P3,pintura,jardineiro,baixa,"5,08",31,104,135,"299,59",251.28,4.1,nao,nao,264,77,nao,,
FIX-00890,2025-09-21,Goiânia,GO,Jardim America,C39,P146,montagem,encanador,baixa,0.3,10,48,58,583.64,519.48,5,nao,nao,278,26,,em_andamento,
FIX-00891,2025-10-19,Curitiba,PR,Boa Vista,C278,P35,hidraulica,pintor,baixa,"13,88",98,15,113,263.82,240.59,2.2,sim,nao,74,62,sim,,
FIX-00892,2025-02-18,Goiânia,GO,Santa Maria,C136,P104,eletrica,limpeza,baixa,2.16,11,100,111,473.87,544.77,4.6,sim,nao,80,42,nao,cancelado,
FIX-00893,2025-08-29,São Paulo,SP,Boa Vista,C308,P136,pintura,eletricista,media,0.3,5,135,140,734.91,743.5,5,nao,nao,330,79,nao,,
FIX-00894,data_invalida,Curitiba,PR,Boa Vista,C282,P92,eletrica,encanador,alta,8.86,84,76,160,218.23,201.57,3.1,nao,nao,229,2,,finalizado,
FIX-00895,2025-08-25,Campinas,SP,Jardim America,C209,P45,pintura,eletricista,baixa,0.3,5,89,94,"587,2",689.75,4.7,nao,nao,107,4,,finalizado,
FIX-00896,2025-01-31,São Paulo,SP,Boa Vista,C52,P85,montagem,eletricista,alta,8.77,58,99,157,410.98,"381,44",3.6,sim,nao,251,25,,cancelado,
FIX-00897,2025-09-23,Curitiba,PR,Industrial,C383,P53,eletrica,jardineiro,media,"5,4",35,52,87,849.0,1002.37,3.4,nao,nao,269,13,sim,,
FIX-00898,2025-02-19,São Paulo,SP,Santa Maria,C230,P119,montagem,montador,media,12.87,91,87,178,762.16,"623,13",3.6,sim,nao,14,45,sim,finalizado,
FIX-00899,2025-01-15,Uberlândia,MG,Santa Maria,C252,P101,eletrica,pintor,baixa,5.2,,31,71,306.1,293.05,3.9,nao,nao,40,16,nao,procesado,
FIX-00900,2025-03-09,Curitiba,PR,Jardim America,C358,P138,pintura,pintor,baixa,1.04,19,69,88,569.62,"471,91",4.1,nao,nao,324,80,nao,finalizado,
FIX-00901,2025-03-19,Curitiba,PR,Santa Maria,C19,P21,montagem,eletricista,emergencial,12.59,74,108,182,831.25,856.48,4.1,nao,nao,40,40,sim,cancelado,
FIX-00902,2025-06-11,São Paulo,SP,Santa Maria,C438,P76,jardinagem,pintor,emergencial,1.53,7,136,143,499.3,505.42,4.5,nao,nao,17,80,,,
FIX-00903,2025-09-05,Salvador,BA,Planalto,C94,P146,eletrica,montador,media,10.93,93,27,120,691.22,607.11,"3,7",nao,sim,43,44,nao,cancelado,
FIX-00904,2025-03-26,Campinas,SP,Morumbi,C373,P111,eletrica,eletricista,media,10.82,93,111,204,447.26,421.93,4.0,nao,nao,321,75,nao,cancelado,
FIX-00905,2025-01-08,Uberlândia,mg,Planalto,C246,P25,eletrica,pintor,media,12.77,65,57,122,804.11,828.99,3.6,nao,nao,47,21,sim,cancelado,
FIX-00906,2025-09-20,Goiânia,GO,Industrial,C167,P26,hidraulica,encanador,baixa,7.99,59,21,80,193.76,176.99,4.4,nao,nao,63,5,nao,procesado,
FIX-00907,2025-07-24,Uberaba,mg,Planalto,C150,P100,pintura,jardineiro,baixa,5.17,46,15,61,830.3,810.15,"3,9",nao,nao,314,68,,finalizado,
FIX-00908,2025-07-09,Curitiba,PR,Industrial,C116,P77,montagem,eletricista,baixa,7.53,33,62,95,"768,81",693.9,4.4,nao,nao,70,75,sim,procesado,
FIX-00909,06-04-2025,goiânia,GO,Jardim America,C353,P30,eletrica,eletricista,baixa,11.17,59,121,180,299.6,"277,0","4,2",nao,nao,299,34,sim,procesado,
FIX-00910,data_invalida,Salvador,BA,Planalto,C423,P87,eletrica,limpeza,baixa,2.93,24,66,90,775.74,"852,75",4.6,nao,nao,73,50,nao,finalizado,
FIX-00911,18/01/2025,Uberaba,MG,Centro,C248,P86,eletrica,jardineiro,baixa,9.53,88,82,170,"104,23",97.29,5,nao,nao,128,63,,cancelado,
FIX-00912,2025-02-02,Curitiba,pr,Jardim America,C229,P131,hidraulica,limpeza,media,11.43,97,15,112,180.49,148.64,5,nao,nao,309,54,,finalizado,
FIX-00913,2025-09-22,salvador,ba,Boa Vista,C198,P78,eletrica,encanador,baixa,0.3,10,83,93,333.95,303.54,4.4,nao,nao,52,14,,,
FIX-00914,29/06/2025,Campinas,SP,Industrial,C451,P150,pintura,limpeza,baixa,12.46,113,78,191,"691,58",826.86,3.7,nao,nao,297,28,sim,procesado,
FIX-00915,2025-06-13,Campinas,SP,Planalto,C396,P116,limpeza,eletricista,baixa,0.3,9,48,57,"605,61",573.02,3.7,sim,nao,90,55,,,
FIX-00916,2025-01-09,Salvador,BA,Industrial,C309,P39,hidraulica,encanador,baixa,10.87,,96,153,559.7,511.22,5,nao,nao,364,9,,em_andamento,
FIX-00917,2025-02-07,Goiânia,go,Planalto,C258,P43,eletrica,limpeza,alta,"11,87",,150,224,816.37,697.32,3.5,nao,nao,203,52,,cancelado,
FIX-00918,2025-06-26,Campinas,SP,Planalto,C286,P138,hidraulica,montador,media,4.05,17,15,32,607.72,655.59,3.9,nao,sim,183,37,nao,procesado,
FIX-00919,2025-03-24,Goiânia,GO,Morumbi,C155,P84,eletric.,montador,alta,"12,66",110,67,177,647.44,592.76,5,sim,nao,187,72,,em_andamento,
FIX-00920,2025-04-16,Campinas,SP,Industrial,C150,P136,hidraulica,pintor,baixa,0.3,,16,28,435.79,470.38,4.2,sim,nao,48,45,,em_andamento,
FIX-00921,01-19-2025,Curitiba,PR,Morumbi,C129,P119,hidraulica,encanador,baixa,13.75,106,112,218,383.98,341.75,"2,7",sim,nao,77,60,sim,,
FIX-00922,2025-02-02,Curitiba,PR,Boa Vista,C226,P132,pintura,montador,media,3.17,15,95,110,703.95,794.33,3.7,nao,nao,55,43,sim,procesado,
FIX-00923,2025-09-04,Curitiba,PR,Centro,C426,P47,jardinagem,pintor,baixa,"8,63",78,130,208,"836,46",908.33,4.9,nao,nao,324,31,sim,cancelado,
FIX-00924,08-11-2025,São Paulo,SP,Planalto,C185,P83,pintura,montador,media,"4,83",30,129,159,788.93,857.15,3.9,nao,nao,177,7,,em_andamento,
FIX-00925,2025-04-13,campinas,SP,Centro,C93,P69,jardinagem,limpeza,baixa,10.17,73,94,167,"890,23",1049.28,5,nao,nao,51,64,nao,,
FIX-00926,2025-08-03,Goiânia,GO,Santa Maria,C388,P136,montagem,encanador,alta,0.3,5,90,95,761.37,611.04,4.2,nao,nao,22,72,nao,em_andamento,
FIX-00927,2025-03-16,Curitiba,PR,Centro,C374,P54,eletrica,eletricista,baixa,6.64,36,95,131,799.74,714.25,1.9,sim,nao,6,46,sim,procesado,
FIX-00928,2025-03-02,Uberaba,MG,Santa Maria,C116,P145,montagem,montador,media,8.12,38,80,118,346.64,348.5,5,nao,nao,236,32,sim,cancelado,
FIX-00929,2025-07-06,Salvador,BA,Centro,C355,P29,eletrica,eletrica_geral,baixa,6.76,54,23,77,659.83,757.25,4.0,nao,nao,138,8,nao,procesado,
FIX-00930,2025-08-23,São Paulo,SP,Planalto,C91,P142,eletrica,encanador,baixa,3.8,18,66,84,452.48,427.95,3.2,nao,nao,361,38,,procesado,
FIX-00931,04-19-2025,Goiânia,GO,Jardim America,C278,P79,montagem,jardineiro,media,7.29,64,81,145,297.03,298.84,1.9,sim,nao,172,79,nao,procesado,
FIX-00932,2025-10-11,salvador,BA,Boa Vista,C252,P55,eletrica,montador,alta,9.77,63,71,134,336.17,389.52,3.6,nao,nao,163,48,sim,,
FIX-00933,2025-02-09,uberaba,MG,Planalto,C409,P110,hidraulica,pintor,media,"6,49",37,15,52,257.42,232.91,"4,1",nao,nao,320,48,nao,procesado,
FIX-00934,2025-05-05,curitiba,PR,Industrial,C499,P116,montagem_moveis,pintor,baixa,3.28,22,115,137,134.94,118.93,3.2,nao,nao,271,28,sim,em_andamento,
FIX-00935,2025-10-28,São Paulo,SP,Jardim America,C368,P65,pintura,eletricista,media,6.76,54,185,239,141.43,123.1,"3,0",nao,nao,11,14,sim,finalizado,
FIX-00936,2025-09-13,Curitiba,PR,Industrial,C378,P6,eletrica,encanador geral,alta,7.67,81,114,195,"223,34",267.22,2.8,sim,sim,161,14,nao,,
FIX-00937,2025-03-05,curitiba,PR,Centro,C96,P5,jardinagem,eletricista,baixa,7.81,65,64,129,"538,18",614.61,3.0,nao,nao,39,2,sim,cancelado,
FIX-00938,25/06/2025,São Paulo,SP,Planalto,C427,P138,eletrica,encanador geral,baixa,14.03,81,168,249,"608,58",718.92,4.3,nao,nao,295,59,sim,em_andamento,
FIX-00939,03-29-2025,Salvador,BA,Morumbi,C384,P146,montagem,montador,alta,4.65,9,68,77,"664,65","617,94",4.1,nao,nao,254,67,sim,finalizado,
FIX-00940,data_invalida,Campinas,SP,Boa Vista,C267,P97,hidraulica,encanador,baixa,10.9,,63,123,294.07,261.69,2.8,sim,sim,290,0,sim,procesado,
FIX-00941,06-29-2025,Uberlândia,MG,Jardim America,C65,P115,montagem,jardineiro,media,10.89,38,15,53,81.93,74.13,3.1,nao,sim,148,14,nao,finalizado,
FIX-00942,2025-08-05,Curitiba,PR,Planalto,C180,P49,jardinagem,pintor,alta,6.21,63,69,132,553.09,579.69,3.1,nao,nao,130,64,,procesado,
FIX-00943,2025-05-21,São Paulo,SP,Jardim America,C110,P43,jardinagem,montador,media,8.21,57,75,132,525.58,456.6,4.7,nao,nao,59,66,nao,cancelado,
FIX-00944,08/07/2025,Curitiba,PR,Centro,C477,P49,montagem,encanador,baixa,5.76,35,15,50,143.17,168.28,3.7,nao,nao,140,8,sim,cancelado,
FIX-00945,2025-08-26,Curitiba,PR,Industrial,C188,P47,jardinagem,encanador,baixa,6.62,54,51,105,250.1,224.25,3.6,nao,nao,39,42,nao,cancelado,
FIX-00946,2025-10-27,Uberlândia,MG,Morumbi,C273,P3,hidraulicaa,eletricista,media,4.85,23,64,87,315.47,352.43,3.8,nao,nao,208,31,,finalizado,
