registro_id,data_lead,cidade,uf,idade_cliente,renda_cliente,sexo,segmento_empresa,porte_empresa,origem_lead,servico_interesse,valor_proposta,status_proposta,taxa_abandono_formulario_pct,tempo_decisao_dias,score_ux,feedback_cliente,proposta_enviada,proposta_aceita,cliente_perdido,motivo_perda,tempo_no_site_seg,cliques_formulario,status_registro,observacao
NC-00728,2025-06-11,Salvador,BA,25,2178.64,F,industria,MEI,site,sistema_web,"1537,36",em_analise,"69,44",24,4.4,,sim,nao,nao,,163,5,pendente,
NC-00729,01-29-2025,Uberlândia,MG,,3306.69,,educacao,MEI,site,automacao_processos,11466.61,em analise,"48,18",26,7.1,nao_entendeu_proposta,sim,nao,sim,preco,5,9,pendente,
NC-00730,08-09-2025,Uberlândia,MG,45,6166.26,,servicos,pequena,site,automacao_processos,6245.33,aceita,29.04,42,10,nao_entendeu_proposta,sim,sim,nao,falta_contato,287,2,,
NC-00731,2025-08-06,Goiânia,go,51,10008.67,F,varejo,pequena,site,sistema_web,3104.22,aceita,"54,15",0,7.6,concorrente,sim,sim,nao,falta_contato,379,11,validado,
NC-00732,data_invalida,Goiânia,GO,51,6850.84,F,varejo,pequena,indicacao,app_mobile,11299.75,em_analise,87.18,32,5.9,,sim,nao,nao,,203,8,pendente,
NC-00733,2025-06-12,Goiânia,GO,59,6392.7,M,saude,pequena,google_ads,automacao_processos,500,recusada,50.0,26,6.8,,sim,nao,sim,NA,31,11,,
NC-00734,2025-06-03,São Paulo,SP,54,1200,M,educacao,MEI,site,sistema_web,7388.05,aceita,42.6,9,4.9,demora_retorno,sim,sim,nao,preco,138,6,validado,
NC-00735,2025-08-22,Campinas,SP,40,10713.79,F,industria,pequena,evento,automacao_processos,4110.18,em_analise,54.95,2,5.2,concorrente,nao,nao,nao,preco,41,18,pendente,
NC-00736,2025-10-18,Uberaba,mg,54,4422.11,Outro,educacao,media,site,app_mobile,13401.82,recusada,92.26,24,6.4,nao_entendeu_proposta,nao,nao,sim,NA,178,8,,
NC-00737,2025-09-20,Uberlândia,mg,37,3403.79,F,servicos,MEI,instagram,app_mobile,10887.21,aceita,0,8,6.1,,sim,sim,nao,NA,161,0,,
NC-00738,2025-10-12,Salvador,BA,20,5748.66,F,educacao,pequena,instagram,sistema_web,8779.0,aceita,15.83,31,4.6,,sim,sim,nao,falta_contato,180,10,pendente,
NC-00739,04-27-2025,São Paulo,SP,,"10183,64",M,servicos,media,site,sistema_web,1251.46,em_analise,61.53,7,8.5,nao_entendeu_proposta,sim,nao,nao,,182,5,pendente,
NC-00740,06-10-2025,Salvador,BA,69,4473.1,M,industria,pequena,indicacao,sistema_web,6174.97,recuzada,14.52,26,3.8,concorrente,sim,sim,nao,preco,463,17,pendente,
NC-00741,2025-03-25,Uberlândia,mg,26,9454.07,Outro,servicos,MEI,evento,app_mobile,12977.07,abandonada,0,6,"7,0",concorrente,sim,nao,sim,preco,64,5,procesado,
NC-00742,2025-04-14,Salvador,BA,66,6211.51,Outro,varejo,MEI,indicacao,app_mobile,"10742,43",em_analise,28.32,20,"6,3",demora_retorno,sim,nao,nao,NA,144,7,procesado,
NC-00743,2025-07-09,São Paulo,SP,55,2265.51,F,servicos,pequena,google_ads,automacao_processos,14686.79,em_analise,6.11,15,10,,sim,nao,nao,NA,56,4,pendente,
NC-00744,2025-04-04,salvador,BA,55,"5802,27",M,servicos,MEI,site,automacao_processos,17159.11,recusada,0,14,8.7,preco_alto,sim,nao,sim,prazo,88,8,validado,
NC-00745,2025-03-15,Salvador,BA,43,8033.05,M,industria,MEI,indicacao,sistema_web,12558.37,recusada,46.74,14,9.9,,sim,nao,sim,NA,5,3,pendente,
NC-00746,2025-08-02,Campinas,SP,69,7960.6,,industria,media,indicacao,sistema_web,14247.68,aceita,"20,76",8,8.1,demora_retorno,sim,sim,nao,NA,107,4,pendente,
NC-00747,2025-08-12,Goiânia,GO,47,6936.0,Outro,saude,grande,evento,sistema_web,18147.48,recuzada,44.13,11,6.2,preco_alto,sim,nao,sim,NA,308,9,procesado,
NC-00748,2025-07-11,Campinas,SP,42,3032.97,Outro,educacao,pequena,google_ads,sistema_web,8125.24,recusada,18.35,22,"9,0",nao_entendeu_proposta,sim,nao,sim,,173,0,pendente,
NC-00749,2025-01-19,Salvador,BA,38,2096.26,F,educacao,MEI,google_ads,app_mobile,500,em_analise,58.1,5,4.2,,sim,nao,nao,falta_contato,60,14,validado,
NC-00750,2025-06-08,Uberlândia,mg,,6939.36,F,industria,MEI,indicacao,sistema_web,2818.27,aceita,64.49,7,4.4,,sim,sim,nao,preco,408,5,validado,
NC-00751,data_invalida,Goiânia,GO,39,11504.44,M,servicos,pequena,site,sistema_web,13831.82,recusada,"21,78",27,8.3,demora_retorno,sim,nao,sim,concorrencia,41,1,procesado,
NC-00752,2025-02-12,Salvador,ba,19,3650.25,F,educacao,pequena,site,sistema_web,3437.26,abandonada,43.84,0,7.3,concorrente,sim,nao,sim,preco,5,14,procesado,
NC-00753,2025-10-11,Salvador,BA,41,7470.38,Outro,servicos,pequena,indicacao,sistema_web,11611.81,em_analise,8.2,24,8.2,nao_entendeu_proposta,sim,nao,nao,preco,113,12,,
NC-00754,2025-04-12,Salvador,BA,69,"10095,3",F,varejo,pequena,instagram,app_mobile,13347.05,recusada,65.65,24,8.0,demora_retorno,sim,nao,sim,concorrencia,256,8,procesado,
NC-00755,2025-08-17,Curitiba,PR,63,9664.67,M,servicos,MEI,site,consultoria_digital,12463.74,abandonada,29.39,24,"7,9",NA,sim,nao,sim,falta_contato,180,7,,
NC-00756,2025-07-24,Goiânia,GO,35,6376.75,Outro,servicos,MEI,site,sistema_web,5374.27,em_analise,39.32,14,"5,9",NA,nao,nao,nao,concorrencia,211,9,validado,
NC-00757,2025-05-28,Salvador,BA,41,"6369,64",Outro,varejo,MEI,site,app_mobile,8663.89,aceita,28.25,23,5.9,NA,sim,sim,nao,falta_contato,143,6,,
NC-00758,04/01/2025,Curitiba,PR,61,5468.33,Outro,industria,grande,site,sistema_web,13112.42,recusada,41.23,0,10,NA,sim,nao,sim,falta_contato,272,0,pendente,
NC-00759,2025-06-12,Curitiba,PR,57,4884.2,F,servicos,grande,site,automacao_processos,9292.51,aceita,30.82,20,5.5,NA,sim,sim,nao,prazo,148,10,pendente,
NC-00760,2025-09-08,Uberlândia,MG,54,5418.85,M,servicos,media,google_ads,sistema_web,"10494,81",em analise,57.23,17,9.8,,sim,nao,sim,NA,157,10,validado,
NC-00761,2025-02-20,Uberlândia,MG,61,8928.33,Outro,servicos,MEI,instagram,automacao_processos,"6555,19",abandonada,11.66,9,4.5,,sim,nao,sim,falta_contato,421,11,procesado,
NC-00762,2025-01-03,Salvador,BA,26,7326.08,Outro,educacao,media,google_ads,automacao_processos,10029.43,abandonada,59.48,23,7.0,demora_retorno,sim,nao,sim,,172,8,procesado,
NC-00763,2025-07-02,Goiânia,GO,55,9810.58,F,servicos,MEI,instagram,app_mobile,"1977,33",em_analise,"21,08",17,7.0,demora_retorno,sim,nao,nao,falta_contato,249,6,validado,
NC-00764,2025-03-31,Goiânia,GO,69,8341.67,,servicos,grande,indicacao,app_mobile,4694.56,recusada,12.96,28,4.1,concorrente,sim,nao,sim,,220,10,,
NC-00765,2025-05-14,Uberaba,MG,38,"6473,27",M,servicos,pequena,instagram,sistema_web,"10472,12",aceita,54.6,8,6.5,concorrente,sim,sim,nao,concorrencia,155,0,pendente,
NC-00766,2025-05-26,Salvador,BA,28,7975.5,F,varejo,MEI,site,sistema_web,"15359,29",em_analise,33.16,10,9.2,concorrente,sim,nao,nao,prazo,127,7,pendente,
NC-00767,2025-07-24,Campinas,SP,59,5054.55,,saude,MEI,instagram,sistema_web,"16290,03",recusada,"27,2",17,5.1,preco_alto,sim,nao,sim,NA,339,5,procesado,
NC-00768,2025-10-19,Salvador,BA,21,1200,,servicos,media,site,automacao_processos,8475.2,aceita,"25,8",29,6.1,preco_alto,sim,sim,nao,concorrencia,223,1,,
NC-00769,28/10/2025,Campinas,SP,,13052.02,,industria,grande,instagram,app_mobile,5410.65,aceita,45.52,26,7.1,concorrente,sim,sim,nao,preco,121,7,validado,
NC-00770,17/05/2025,São Paulo,SP,65,6375.3,F,educacao,MEI,indicacao,automacao_processos,2814.18,em_analise,"33,98",20,4.9,nao_entendeu_proposta,sim,nao,nao,concorrencia,35,3,,
NC-00771,2025-06-29,São Paulo,SP,62,8770.6,Outro,servicos,grande,instagram,automacao_processos,"10783,98",abandonada,61.77,14,5.7,preco_alto,sim,nao,sim,,79,6,validado,
NC-00772,03/10/2025,Uberlândia,MG,23,7188.25,Outro,varejo,MEI,site,automacao_processos,6862.47,recusada,0,12,9.3,nao_entendeu_proposta,sim,nao,sim,NA,126,7,procesado,
NC-00773,06-13-2025,Uberlândia,MG,45,9258.13,,varejo,grande,google_ads,sistema_web,19763.34,aceita,50.34,12,8.5,concorrente,sim,sim,nao,concorrencia,143,5,validado,
NC-00774,2025-04-20,São Paulo,SP,28,12589.67,M,saude,MEI,indicacao,automacao_processos,"6144,46",abandonada,"59,6",24,7.7,NA,nao,nao,sim,prazo,233,8,validado,
NC-00775,2025-02-26,São Paulo,SP,49,10962.61,F,servicos,MEI,indicacao,automacao_processos,11497.67,recusada,54.26,8,7.3,,sim,nao,sim,falta_contato,176,2,validado,
NC-00776,2025-03-03,Goiânia,GO,35,1200,Outro,servicos,pequena,site,app_mobile,7516.18,abandonada,23.96,24,10,nao_entendeu_proposta,sim,nao,sim,,298,2,validado,
NC-00777,2025-01-21,Uberaba,MG,61,8941.13,Outro,varejo,grande,google_ads,automacao_processos,15035.23,em_analise,55.71,9,8.7,nao_entendeu_proposta,sim,nao,nao,NA,161,17,pendente,
NC-00778,2025-01-17,Goiânia,GO,63,6540.43,M,industria,MEI,site,automacao_processos,4947.0,em_analise,24.44,21,10,nao_entendeu_proposta,nao,nao,nao,,56,8,procesado,
NC-00779,2025-09-04,Goiânia,GO,55,9916.65,M,servicos,pequena,instagram,automacao_processos,9021.45,em_analise,47.45,6,7.8,NA,sim,nao,nao,,117,8,validado,
NC-00780,2025-01-15,Uberaba,MG,46,1731.85,M,varejo,MEI,site,app_mobile,4647.29,aceita,40.68,27,7.6,demora_retorno,sim,sim,nao,,93,9,validado,
NC-00781,2025-04-11,São Paulo,SP,39,10096.63,Outro,industria,media,instagram,sistema_web,6018.32,abandonada,"26,81",18,4.4,,sim,nao,sim,prazo,196,9,procesado,
NC-00782,02-05-2025,Salvador,ba,27,9167.44,,varejo,MEI,instagram,automacao_processos,11366.07,em_analise,56.32,15,7.0,demora_retorno,sim,nao,nao,falta_contato,258,7,validado,
NC-00783,2025-09-28,Curitiba,PR,55,3807.9,,servicos,pequena,site,consultoria_digital,7254.67,abandonada,24.19,14,8.2,concorrente,sim,nao,sim,falta_contato,49,20,procesado,
NC-00784,2025-06-01,Uberlândia,MG,43,6350.96,F,educacao,MEI,indicacao,app_mobile,4028.25,em_analise,49.57,20,7.1,concorrente,nao,nao,nao,falta_contato,109,10,pendente,
NC-00785,2025-08-06,São Paulo,SP,59,5495.91,M,servicos,pequena,google_ads,sistema_web,500,abandonada,"43,81",8,5.9,preco_alto,sim,nao,sim,concorrencia,213,15,pendente,
NC-00786,2025-03-12,Campinas,SP,45,6169.76,F,servicos,MEI,indicacao,automacao_processos,4046.63,aceita,5.15,10,6.5,preco_alto,sim,sim,nao,falta_contato,30,7,,
NC-00787,2025-08-29,Campinas,SP,28,7271.97,Outro,saude,MEI,site,automacao_processos,"9784,09",em_analise,34.77,28,9.2,concorrente,sim,nao,nao,,477,14,validado,
NC-00788,2025-07-09,curitiba,PR,62,9717.35,F,varejo,pequena,indicacao,sistema_web,6577.42,em_analise,44.12,1,9.1,preco_alto,sim,nao,nao,,238,9,,
NC-00789,2025-08-07,Salvador,BA,22,7896.55,F,varejo,pequena,instagram,app_mobile,7180.39,recusada,66.95,11,5.0,concorrente,sim,nao,sim,,20,8,,
NC-00790,2025-02-01,Salvador,BA,22,7817.84,,varejo,media,site,consultoria_digital,7507.96,aceita,"7,48",11,6.3,,sim,sim,nao,falta_contato,76,0,validado,
NC-00791,2025-09-06,Curitiba,PR,31,4372.83,M,saude,grande,indicacao,app_mobile,17859.39,em_analise,8.44,13,3.3,,sim,nao,nao,,134,9,procesado,
NC-00792,2025-08-13,Campinas,SP,47,"3679,36",,varejo,media,site,app_mobile,"10396,18",abandonada,"18,41",11,6.7,nao_entendeu_proposta,sim,nao,sim,falta_contato,243,6,validado,
NC-00793,2025-08-30,Campinas,SP,69,2345.74,Outro,servicos,MEI,google_ads,consultoria_digital,7897.2,aceita,18.73,6,"7,0",nao_entendeu_proposta,sim,sim,nao,preco,98,10,validado,
NC-00794,09/08/2025,são paulo,SP,49,4789.37,Outro,varejo,media,instagram,sistema_web,10162.46,em analise,79.9,21,5.6,demora_retorno,nao,nao,nao,NA,19,12,,
NC-00795,2025-04-03,São Paulo,SP,41,6341.29,F,varejo,grande,instagram,sistema_web,5260.1,em analise,46.63,0,"3,1",preco_alto,sim,nao,sim,NA,394,5,,
NC-00796,2025-07-02,Campinas,SP,45,6589.12,Outro,saude,media,instagram,app_mobile,11174.34,aceita,44.58,0,4.9,,sim,sim,nao,NA,181,10,procesado,
NC-00797,2025-10-15,uberaba,MG,58,"6662,97",M,varejo,pequena,instagram,sistema_web,5998.66,em analise,"42,19",7,4.7,,sim,nao,nao,NA,79,7,pendente,
NC-00798,2025-06-22,Curitiba,PR,20,4349.45,,industria,pequena,site,app_mobile,"6691,08",recusada,"57,49",8,9.5,,sim,nao,sim,concorrencia,139,4,,
NC-00799,2025-05-09,Uberaba,MG,18,8136.77,Outro,varejo,MEI,google_ads,automacao_processos,13629.14,recusada,31.58,2,"10,0",concorrente,sim,nao,sim,preco,390,2,pendente,
NC-00800,2025-01-25,Curitiba,PR,30,4600.15,,industria,pequena,instagram,sistema_web,6799.84,em_analise,33.44,23,5.5,demora_retorno,nao,nao,nao,falta_contato,207,4,pendente,
NC-00801,2025-09-19,São Paulo,SP,25,9315.75,F,educacao,MEI,google_ads,sistema_web,13525.15,recuzada,3.77,47,7.4,preco_alto,sim,nao,sim,falta_contato,165,11,validado,
NC-00802,2025-02-02,Uberlândia,MG,,7588.8,Outro,varejo,pequena,instagram,app_mobile,"20643,62",em_analise,0,23,10,demora_retorno,sim,nao,nao,prazo,16,12,,
NC-00803,03-31-2025,Uberaba,MG,55,1457.55,Outro,educacao,media,site,automacao_processos,5719.65,recusada,44.83,22,9.6,NA,sim,nao,sim,falta_contato,208,5,procesado,
NC-00804,2025-04-21,uberaba,mg,70,3656.94,M,varejo,media,instagram,sistema_web,9559.78,recusada,25.17,16,6.1,demora_retorno,sim,nao,sim,concorrencia,144,9,validado,
NC-00805,20/10/2025,Uberlândia,MG,42,5650.29,M,varejo,pequena,instagram,sistema_web,8187.6,recusada,28.33,5,10,demora_retorno,sim,nao,sim,concorrencia,411,2,,
NC-00806,2025-01-23,Salvador,ba,57,7007.86,Outro,saude,MEI,indicacao,sistema_web,5828.59,recuzada,"49,71",17,7.4,concorrente,sim,sim,nao,prazo,5,9,,
NC-00807,23/10/2025,Campinas,SP,25,1200,,industria,pequena,google_ads,app_mobile,"6199,8",recusada,70.45,20,7.3,preco_alto,sim,nao,sim,,356,15,,
NC-00808,2025-07-23,Campinas,SP,42,6030.96,M,saude,media,indicacao,app_mobile,12661.83,recusada,73.85,16,9.1,nao_entendeu_proposta,sim,nao,sim,NA,49,10,procesado,
NC-00809,2025-08-14,Uberaba,MG,29,6683.93,F,varejo,grande,indicacao,automacao_processos,11023.74,recuzada,3.83,10,4.8,NA,sim,nao,nao,,175,3,procesado,
NC-00810,2025-10-02,Uberlândia,mg,42,8290.57,F,varejo,pequena,instagram,app_mobile,3796.97,recusada,22.55,8,"5,9",preco_alto,sim,nao,sim,preco,5,9,pendente,
NC-00811,19/04/2025,Uberaba,MG,24,3083.08,F,servicos,pequena,indicacao,consultoria_digital,"7084,95",aceita,20.13,26,7.3,preco_alto,sim,sim,nao,preco,28,0,,
NC-00812,2025-05-18,Uberaba,mg,35,9301.88,Outro,saude,MEI,google_ads,automacao_processos,6054.32,abandonada,"59,17",24,6.8,nao_entendeu_proposta,sim,nao,sim,NA,413,8,procesado,
NC-00813,2025-04-08,salvador,BA,31,2274.59,M,servicos,pequena,indicacao,app_mobile,"9596,79",aceita,76.85,8,"8,6",demora_retorno,sim,sim,nao,NA,105,6,,
NC-00814,2025-02-23,Curitiba,PR,29,5677.9,M,varejo,media,site,app_mobile,15792.49,em analise,53.93,18,"6,0",NA,sim,nao,nao,preco,145,5,procesado,
NC-00815,08/03/2025,Uberlândia,MG,42,1200,Outro,servicos,MEI,instagram,sistema_web,8043.83,em_analise,35.37,20,5.7,demora_retorno,sim,nao,nao,,290,15,validado,
NC-00816,2025-07-24,Curitiba,PR,69,8418.78,Outro,servicos,MEI,google_ads,sistema_web,13022.24,em_analise,14.32,13,"6,9",NA,sim,nao,nao,prazo,301,0,validado,
NC-00817,2025-01-11,Uberaba,MG,20,5362.82,,varejo,MEI,site,automacao_processos,11022.38,aceita,2.94,17,6.6,demora_retorno,sim,sim,nao,prazo,266,12,pendente,
NC-00818,2025-06-14,Salvador,BA,23,5761.99,M,varejo,grande,indicacao,app_mobile,12763.16,em_analise,"59,55",10,8.9,concorrente,sim,nao,nao,falta_contato,124,12,,
NC-00819,2025-09-02,Goiânia,GO,55,8432.96,M,varejo,MEI,site,sistema_web,8267.98,aceita,20.35,14,3.6,concorrente,sim,sim,nao,preco,500,6,validado,
NC-00820,2025-07-08,Curitiba,PR,42,4277.35,F,servicos,media,google_ads,app_mobile,10144.59,abandonada,43.33,18,8.5,,sim,nao,sim,,35,9,validado,
NC-00821,2025-08-14,Curitiba,PR,18,4367.02,,industria,MEI,indicacao,automacao_processos,"5323,0",em_analise,"70,35",14,"7,7",concorrente,sim,nao,nao,prazo,193,12,validado,
NC-00822,2025-08-26,Campinas,SP,23,1200,,servicos,pequena,instagram,automacao_processos,"6744,59",em_analise,43.0,15,7.8,preco_alto,sim,nao,nao,preco,144,0,validado,
NC-00823,04-29-2025,Campinas,SP,40,7098.17,Outro,varejo,MEI,site,sistema_web,7709.3,recusada,61.95,1,"6,1",concorrente,sim,nao,sim,NA,341,7,pendente,
NC-00824,2025-07-03,Salvador,BA,53,"9040,74",F,servicos,MEI,instagram,app_mobile,"9665,88",aceita,57.73,13,10,,sim,sim,nao,prazo,373,3,pendente,
NC-00825,2025-06-15,Uberaba,MG,57,"9969,0",F,servicos,pequena,instagram,app_mobile,"13478,04",aceita,18.03,5,4.9,preco_alto,sim,sim,nao,falta_contato,223,4,procesado,
NC-00826,data_invalida,Curitiba,PR,,7652.65,,industria,pequena,indicacao,sistema_web,2816.19,aceitaa,14.11,23,8.2,demora_retorno,sim,nao,sim,prazo,179,1,validado,
NC-00827,2025-10-19,São Paulo,SP,19,"9347,79",M,educacao,pequena,site,app_mobile,4945.4,em_analise,25.42,19,10,concorrente,sim,nao,nao,concorrencia,334,13,,
NC-00828,26/09/2025,Uberaba,mg,33,12529.3,M,varejo,pequena,instagram,sistema_web,11098.94,em_analise,39.04,17,4.2,NA,sim,nao,nao,concorrencia,90,4,,
NC-00829,data_invalida,São Paulo,SP,58,"7169,47",,varejo,MEI,instagram,app_mobile,"11913,61",em_analise,22.51,22,"8,3",nao_entendeu_proposta,sim,nao,nao,NA,61,5,validado,
NC-00830,data_invalida,São Paulo,SP,18,"10254,43",Outro,educacao,MEI,site,automacao_processos,"1242,93",recusada,31.05,17,10,concorrente,sim,nao,sim,concorrencia,207,6,validado,
NC-00831,2025-01-07,Curitiba,PR,28,6002.51,,industria,MEI,evento,app_mobile,"8146,8",em_analise,23.35,36,6.9,NA,nao,nao,nao,falta_contato,207,9,pendente,
NC-00832,2025-10-18,Uberaba,MG,64,"4990,85",F,industria,pequena,indicacao,sistema_web,12385.84,abandonada,55.19,11,6.9,nao_entendeu_proposta,sim,nao,sim,NA,268,13,,
NC-00833,2025-01-31,Uberaba,MG,49,2918.99,M,servicos,grande,evento,app_mobile,7803.6,aceita,45.72,0,7.4,concorrente,sim,sim,nao,preco,272,11,pendente,
NC-00834,2025-01-28,Uberlândia,MG,29,4883.63,,varejo,MEI,site,automacao_processos,7272.48,abandonada,12.17,17,7.0,NA,sim,nao,sim,concorrencia,275,9,pendente,
NC-00835,2025-02-24,Uberlândia,mg,66,12124.62,,servicos,pequena,site,sistema_web,9339.88,abandonada,10.58,19,5.4,concorrente,sim,nao,sim,prazo,17,7,validado,
NC-00836,2025-09-18,São Paulo,SP,51,7088.42,F,industria,pequena,evento,sistema_web,"1787,12",abandonada,12.75,8,9.7,,sim,nao,sim,concorrencia,5,15,procesado,
NC-00837,2025-09-06,Uberlândia,MG,68,4654.73,F,industria,pequena,indicacao,automacao_processos,13221.26,aceita,59.6,15,7.0,concorrente,sim,sim,nao,preco,246,7,pendente,
NC-00838,2025-06-06,Goiânia,go,,3615.49,F,varejo,media,instagram,app_mobile,"7429,6",recusada,62.06,20,9.1,concorrente,sim,nao,sim,,137,8,validado,
NC-00839,2025-09-05,Salvador,BA,42,"2059,44",,varejo,MEI,indicacao,automacao_processos,9956.26,em_analise,"39,19",14,9.3,preco_alto,sim,nao,nao,NA,154,0,,
NC-00840,2025-03-31,Goiânia,GO,43,2759.52,M,saude,media,indicacao,app_mobile,12449.96,recusada,"47,0",21,6.7,,sim,nao,sim,prazo,150,9,pendente,
NC-00841,2025-09-03,São Paulo,SP,24,8728.28,Outro,servicos,pequena,google_ads,automacao_processos,15162.87,em_analise,32.72,13,7.1,nao_entendeu_proposta,sim,nao,nao,NA,193,6,validado,
NC-00842,2025-08-29,Curitiba,PR,47,3523.6,,varejo,pequena,instagram,sistema_web,10805.31,aceita,19.55,6,5.1,concorrente,sim,sim,nao,falta_contato,279,2,pendente,
NC-00843,2025-03-19,São Paulo,SP,27,7230.0,Outro,industria,pequena,instagram,app_mobile,12727.04,recusada,"8,38",12,10,concorrente,sim,nao,sim,,168,0,pendente,
NC-00844,05-31-2025,Curitiba,PR,66,10231.34,,industria,MEI,site,sistema_web,"8107,31",em_analise,"34,0",25,5.1,,sim,nao,nao,,144,4,,
NC-00845,15/02/2025,salvador,BA,49,4278.5,Outro,industria,media,site,app_mobile,"5116,67",em analise,3.62,0,10,demora_retorno,sim,sim,nao,,126,6,procesado,
NC-00846,2025-06-16,Campinas,SP,32,3634.87,F,servicos,pequena,google_ads,app_mobile,4865.18,em_analise,15.13,18,7.1,NA,sim,nao,nao,NA,206,3,validado,
NC-00847,15/06/2025,Goiânia,GO,37,"10728,11",,saude,pequena,site,app_mobile,8993.03,abandonada,28.27,13,2.3,preco_alto,sim,nao,sim,falta_contato,168,4,procesado,
NC-00848,2025-02-15,Uberlândia,MG,20,"8015,81",F,servicos,MEI,site,app_mobile,"16675,51",recusada,"61,63",15,"6,4",preco_alto,sim,nao,sim,,197,12,procesado,
NC-00849,2025-03-17,São Paulo,SP,21,6097.32,F,industria,media,site,automacao_processos,"11517,53",recusada,31.86,3,3.7,concorrente,sim,nao,sim,prazo,54,6,,
NC-00850,2025-01-29,Salvador,BA,36,6710.88,M,servicos,pequena,site,app_mobile,10687.24,aceita,"26,78",1,6.7,preco_alto,nao,sim,nao,prazo,293,0,pendente,
NC-00851,24/07/2025,uberaba,MG,24,8974.75,F,saude,media,site,automacao_processos,14260.92,aceita,26.6,14,3.8,NA,sim,sim,nao,prazo,96,8,procesado,
NC-00852,2025-04-27,salvador,BA,22,4943.27,F,varejo,media,instagram,automacao_processos,13731.09,abandonada,40.89,8,5.7,concorrente,sim,nao,sim,NA,435,16,,
NC-00853,2025-09-17,Campinas,SP,67,7575.66,F,industria,MEI,site,automacao_processos,9163.62,abandonada,42.71,25,6.8,concorrente,sim,nao,sim,concorrencia,95,6,,
NC-00854,data_invalida,Campinas,SP,34,1200,,industria,MEI,site,sistema_web,13185.44,recusada,61.74,20,5.2,demora_retorno,sim,nao,sim,,243,0,,
NC-00855,2025-06-15,São Paulo,SP,36,"8071,58",,educacao,pequena,indicacao,sistema_web,5830.04,aceita,55.72,22,8.8,demora_retorno,sim,sim,nao,prazo,43,11,validado,
NC-00856,2025-08-23,Salvador,BA,41,3252.22,M,servicos,MEI,site,app_mobile,"1885,81",em_analise,33.7,26,10,,sim,nao,nao,NA,215,12,validado,
NC-00857,2025-10-10,Salvador,BA,36,4739.25,,servicos,media,instagram,app_mobile,16919.45,em_analise,28.72,27,6.7,preco_alto,sim,nao,nao,concorrencia,353,12,,
NC-00858,2025-06-27,Uberlândia,MG,31,6745.13,Outro,educacao,media,site,automacao_processos,9571.86,aceita,11.05,12,7.5,nao_entendeu_proposta,sim,sim,nao,prazo,5,8,validado,
NC-00859,05-08-2025,São Paulo,SP,51,7922.4,Outro,servicos,pequena,instagram,consultoria_digital,3555.68,em_analise,15.14,29,7.1,concorrente,sim,nao,nao,prazo,104,0,validado,
NC-00860,2025-03-23,Goiânia,GO,29,8853.36,F,varejo,pequena,instagram,automacao_processos,500,recusada,57.84,0,6.9,preco_alto,sim,nao,sim,NA,443,1,validado,
NC-00861,27/08/2025,Campinas,SP,34,9834.45,M,educacao,MEI,site,app_mobile,15803.77,abandonada,"49,04",12,3.3,concorrente,sim,nao,sim,prazo,108,0,,
NC-00862,2025-05-29,Salvador,BA,32,3402.87,Outro,servicos,media,instagram,automacao_processos,506.67,em_analise,66.2,0,8.2,concorrente,sim,nao,nao,falta_contato,184,4,,
NC-00863,2025-01-03,uberlândia,MG,58,5480.99,F,industria,media,site,automacao_processos,11446.16,aceita,26.22,38,9.4,,sim,sim,nao,prazo,306,14,validado,
NC-00864,2025-07-07,Campinas,SP,59,8592.05,F,varejo,pequena,site,consultoria_digital,"5876,05",aceita,56.4,21,7.3,demora_retorno,sim,sim,nao,preco,5,13,,
NC-00865,30/08/2025,São Paulo,SP,56,10208.61,F,saude,media,site,app_mobile,12010.85,recuzada,8.7,19,6.9,nao_entendeu_proposta,sim,nao,sim,,419,7,,
NC-00866,24/08/2025,Salvador,BA,23,5966.19,,varejo,MEI,google_ads,consultoria_digital,11008.92,recusada,51.31,0,7.8,,nao,nao,sim,NA,231,6,,
NC-00867,2025-04-04,Salvador,BA,23,1200,,industria,MEI,site,sistema_web,12586.37,recusada,23.65,3,5.4,preco_alto,sim,nao,sim,prazo,107,8,,
NC-00868,2025-10-12,Curitiba,PR,29,5841.85,M,educacao,media,google_ads,app_mobile,6089.77,aceita,26.19,4,9.0,NA,sim,sim,nao,,169,11,pendente,
NC-00869,2025-09-30,Curitiba,pr,44,10412.52,,saude,pequena,google_ads,app_mobile,7581.44,aceita,"25,62",24,6.4,NA,sim,sim,nao,,201,6,,
NC-00870,2025-06-16,Uberlândia,MG,54,6797.43,Outro,saude,pequena,indicacao,app_mobile,3917.59,em_analise,29.2,8,9.8,preco_alto,sim,nao,nao,NA,70,7,pendente,
NC-00871,2025-08-25,São Paulo,SP,41,5926.09,Outro,servicos,pequena,site,sistema_web,10421.58,aceita,13.88,5,7.1,NA,sim,sim,nao,,216,5,validado,
NC-00872,2025-10-28,Curitiba,PR,70,4731.59,Outro,servicos,media,google_ads,sistema_web,1221.16,recusada,40.46,19,7.8,preco_alto,sim,nao,sim,NA,331,2,,
NC-00873,2025-04-18,Salvador,ba,36,2257.68,,industria,pequena,google_ads,sistema_web,7429.52,recusada,38.74,0,9.2,NA,sim,nao,sim,concorrencia,85,4,validado,
NC-00874,2025-07-08,Goiânia,GO,64,"6083,41",F,varejo,pequena,instagram,sistema_web,4606.18,em_analise,3.2,10,6.3,preco_alto,sim,nao,nao,prazo,5,6,pendente,
