registro_id,data_venda,cidade,uf,cliente_id,modelo_sabre,cor_lamina,categoria,preco_venda,custo_producao,tempo_fabricacao_h,quantidade_produzida,quantidade_vendida,avaliacao_cliente,comentario,mes,participou_promocao,frequencia_compra,dias_desde_ultima_compra,programa_fidelidade,status_pedido,observacao
SABER-00906,06-29-2025,São Paulo,SP,C315,premium,azul,padrao,1350.06,1052.19,32,38,17,1.2,ruim,7,,4,68,sim,cancelado,
SABER-00907,02-12-2025,São Paulo,sp,C372,dual_blade,azul,padrao,1589.83,937.25,23,8,7,4.7,NA,6,nao,5,20,nao,cancelado,
SABER-00908,data_invalida,São Paulo,sp,C94,dual_blade,verde,customizado,1749.46,1331.66,16,49,39,4.1,,8,,1,47,nao,,
SABER-00909,2025-04-30,São Paulo,SP,C231,custom,verde,customizado,954.07,635.67,43,37,30,1.5,ruim,8,,4,35,nao,procesado,
SABER-00910,2025-09-18,São Paulo,sp,C167,custom,verde,padrao,"973,73",444.88,12,12,0,4.4,ótimo,1,sim,2,80,sim,procesado,
SABER-00911,2025-06-25,São Paulo,sp,C337,custom,verde,padrao,2009.11,1289.35,15,44,27,2.1,ótimo,7,nao,0,69,sim,cancelado,
SABER-00912,2025-02-28,São Paulo,SP,C363,classic,vermelho,customizado,2955.52,1314.88,11,37,3,3.2,,5,,10,11,sim,cancelado,
SABER-00913,2025-04-19,São Paulo,sp,C18,premium,verde,padrao,1042.9,454.27,16,16,6,1.3,NA,2,nao,9,62,nao,procesado,
SABER-00914,2025-09-21,São Paulo,SP,C80,premium,azul,padrao,"1474,48",1194.56,2,41,20,4.4,ótimo,9,sim,5,6,sim,cancelado,
SABER-00915,2025-07-15,São Paulo,SP,C353,elite,verde,padrao,3001.2,1286.26,15,21,9,4.5,ótimo,12,sim,3,44,nao,,
SABER-00916,2025-05-13,São Paulo,SP,C34,dual_blade,vermelho,customizado,1081.4,451.09,48,50,7,3.7,ruim,12,,3,7,sim,cancelado,
SABER-00917,04-14-2025,São Paulo,sp,C187,premium,vermelho,padrao,1736.01,999.89,13,50,44,1.2,,2,sim,0,1,nao,finalizado,
SABER-00918,09-19-2025,São Paulo,SP,C280,custom,vermelho,padrao,3345.72,1399.18,45,32,22,1.1,ótimo,2,nao,5,68,sim,procesado,
SABER-00919,2025-09-02,São Paulo,sp,C263,elite,azul,padrao,2282.01,1040.61,5,47,32,1.2,,7,sim,7,1,nao,cancelado,
SABER-00920,2025-03-04,São Paulo,SP,C71,custom,amarelo,customizado,2050.13,1327.04,4,11,11,3.2,ruim,10,sim,8,88,sim,,
SABER-00921,31/05/2025,São Paulo,sp,C176,premium,azul,padrao,1683.56,1225.95,30,11,3,1.4,ruim,12,nao,6,26,nao,finalizado,
SABER-00922,03-10-2025,São Paulo,SP,C17,classic,azul,padrao,"1989,89",862.57,24,40,1,1.1,,3,nao,7,4,nao,finalizado,
SABER-00923,2025-03-15,São Paulo,SP,C167,elite,vermelho,customizado,834.35,388.23,43,10,4,2.2,ruim,12,nao,1,15,sim,cancelado,
SABER-00924,data_invalida,São Paulo,sp,C200,custom,vermelho,padrao,950.46,554.62,23,18,10,4.6,,4,sim,4,74,nao,,
SABER-00925,2025-01-02,São Paulo,sp,C18,classic,azul,padrao,2567.32,1218.71,43,33,14,3.2,,8,nao,0,79,nao,cancelado,
SABER-00926,data_invalida,São Paulo,sp,C90,classic,vermelho,padrao,1929.1,902.27,38,4,0,2.0,ruim,7,sim,2,75,sim,,
SABER-00927,02-05-2025,São Paulo,SP,C183,elite,verde,customizado,1928.13,920.08,37,49,38,1.2,ótimo,5,nao,9,21,nao,procesado,
SABER-00928,2025-06-28,São Paulo,SP,C90,premium,azul,padrao,2321.37,1249.1,8,4,0,3.1,ruim,1,nao,8,39,sim,procesado,
SABER-00929,2025-06-15,São Paulo,sp,C351,premium,verde,customizado,903.01,718.24,32,31,5,4.3,ruim,1,,4,90,nao,finalizado,
SABER-00930,2025-07-17,São Paulo,SP,C105,custom,azul,padrao,1585.79,785.94,16,31,27,4.8,,8,nao,10,9,sim,procesado,
SABER-00931,2025-05-13,São Paulo,SP,C294,classic,azul,padrao,"1508,19",715.98,5,28,0,4.9,ruim,3,,8,37,sim,cancelado,
SABER-00932,2025-07-22,São Paulo,sp,C2,classic,vermelho,padrao,2191.7,1267.68,7,28,10,2.9,ótimo,3,nao,9,9,nao,cancelado,
SABER-00933,2025-05-13,São Paulo,sp,C22,premium,roxo,padrao,1423.14,1004.12,4,8,4,2.1,ótimo,8,,6,85,nao,cancelado,
SABER-00934,2025-07-31,São Paulo,sp,C393,elite,vermelho,customizado,2830.64,1281.32,45,42,0,3.6,,10,,4,15,sim,procesado,
SABER-00935,2025-07-23,São Paulo,sp,C2,custom,amarelo,customizado,"2137,18",929.04,42,30,2,3.4,,6,nao,5,37,sim,cancelado,
SABER-00936,2025-03-07,São Paulo,sp,C243,dual_blade,amarelo,customizado,"2671,73",1391.91,44,40,12,1.9,,7,sim,3,7,nao,procesado,
SABER-00937,2025-01-30,São Paulo,sp,C322,dual_blade,verde,padrao,728.56,391.56,34,9,4,2.6,ótimo,10,sim,3,13,sim,procesado,
SABER-00938,2025-03-03,São Paulo,sp,C348,premium,azul,padrao,1567.05,909.28,25,13,1,3.0,NA,9,nao,1,14,nao,procesado,
SABER-00939,2025-01-02,São Paulo,SP,C92,classic,roxo,customizado,510.47,274.7,40,38,36,1.0,ruim,3,,10,88,sim,cancelado,
SABER-00940,2025-02-18,São Paulo,sp,C226,premium,roxo,customizado,1365.31,645.24,21,40,5,4.3,NA,7,,7,21,nao,finalizado,
SABER-00941,07-28-2025,São Paulo,sp,C214,premium,vermelho,padrao,1475.96,947.84,11,3,2,2.7,NA,6,,10,45,sim,cancelado,
SABER-00942,2025-01-16,São Paulo,sp,C277,elite,azul,customizado,1704.02,1115.16,19,14,2,2.0,ruim,11,,7,56,sim,cancelado,
SABER-00943,2025-10-25,São Paulo,sp,C59,elite,azul,customizado,1698.42,1103.32,24,18,4,2.4,ruim,2,,3,6,sim,cancelado,
SABER-00944,07/07/2025,São Paulo,SP,C167,dual_blade,verde,padrao,"2476,04",1266.91,29,17,2,3.6,,12,,9,78,nao,finalizado,
SABER-00945,2025-06-14,São Paulo,sp,C87,premium,vermelho,customizado,565.67,355.54,38,32,25,2.0,ótimo,6,,1,18,nao,procesado,
SABER-00946,2025-01-29,São Paulo,SP,C252,premium,roxo,padrao,2672.87,1069.91,38,43,13,1.6,ótimo,10,nao,2,44,sim,procesado,
SABER-00947,data_invalida,São Paulo,sp,C335,dual_blade,azul,padrao,926.43,670.72,24,3,1,1.0,ótimo,8,nao,9,22,sim,finalizado,
SABER-00948,2025-01-13,São Paulo,sp,C245,premium,vermelho,padrao,"2163,02",1237.14,12,3,3,1.6,ótimo,9,sim,0,47,nao,procesado,
SABER-00949,2025-09-17,São Paulo,sp,C200,dual_blade,amarelo,customizado,351.64,267.2,21,26,7,3.9,ruim,2,nao,7,19,nao,,
SABER-00950,2025-02-09,São Paulo,sp,C214,classic,azul,customizado,2088.56,1340.77,21,16,7,3.5,ótimo,4,nao,10,80,nao,finalizado,
SABER-00951,2025-09-08,São Paulo,SP,C346,dual_blade,verde,padrao,1423.57,894.03,10,49,31,4.4,,7,,10,22,nao,,
SABER-00952,2025-07-02,São Paulo,sp,C12,custom,azul,padrao,1100.0,695.55,16,12,1,1.7,,4,nao,0,20,sim,cancelado,
SABER-00953,2025-10-18,São Paulo,SP,C157,premium,verde,padrao,"1947,57",1472.24,20,37,7,4.5,ruim,12,,4,72,nao,finalizado,
SABER-00954,data_invalida,São Paulo,sp,C332,dual_blade,azul,customizado,"2241,67",1296.9,42,18,8,4.6,NA,2,,8,61,sim,cancelado,
SABER-00955,2025-10-14,São Paulo,SP,C110,dual_blade,azul,padrao,916.18,471.44,13,16,2,4.1,,6,nao,6,44,nao,,
SABER-00956,2025-08-06,São Paulo,sp,C76,classic,vermelho,padrao,2131.13,1051.92,31,38,33,4.1,,7,,0,62,nao,finalizado,
SABER-00957,2025-07-10,São Paulo,SP,C386,classic,vermelho,padrao,2145.74,1385.68,37,34,19,3.4,ótimo,8,nao,4,64,sim,,
SABER-00958,2025-04-16,São Paulo,sp,C16,elite,azul,padrao,1300.95,594.73,41,2,2,4.1,,12,,9,89,sim,,
SABER-00959,2025-09-20,São Paulo,sp,C31,dual_blade,vermelho,padrao,1065.97,660.03,29,26,22,4.6,ótimo,12,nao,1,37,sim,,
SABER-00960,2025-08-25,São Paulo,SP,C298,dual_blade,azul,customizado,619.83,515.06,38,48,19,1.0,ótimo,2,sim,10,87,sim,,
SABER-00961,2025-10-07,São Paulo,sp,C125,elite,azul,padrao,645.06,280.31,34,30,30,4.1,ótimo,3,sim,8,74,sim,,
SABER-00962,07-28-2025,São Paulo,SP,C104,dual_blade,verde,padrao,1359.77,1050.55,11,43,33,1.6,ótimo,12,,0,56,nao,,
SABER-00963,2025-07-09,São Paulo,sp,C68,premium,azul,padrao,798.34,424.44,13,24,12,2.8,,10,,6,10,nao,procesado,
SABER-00964,2025-01-26,São Paulo,sp,C191,custom,verde,customizado,"2619,7",1437.24,36,14,2,1.6,NA,4,,5,68,nao,procesado,
SABER-00965,08/08/2025,São Paulo,sp,C264,custom,azul,padrao,1031.92,496.76,19,5,1,2.8,ótimo,1,nao,4,35,sim,finalizado,
SABER-00966,2025-07-06,São Paulo,sp,C235,classic,verde,padrao,2750.84,1349.59,3,33,0,4.9,ruim,7,sim,2,60,nao,,
SABER-00967,2025-04-03,São Paulo,SP,C234,dual_blade,azul,padrao,1657.32,948.42,25,17,5,4.7,,2,nao,0,44,nao,,
SABER-00968,2025-05-02,São Paulo,SP,C175,dual_blade,vermelho,padrao,2214.38,1461.11,34,35,22,4.4,ótimo,6,sim,1,55,sim,cancelado,
SABER-00969,2025-09-26,São Paulo,sp,C231,premium,verde,customizado,1887.09,1322.3,3,44,10,4.0,,9,sim,3,27,nao,procesado,
SABER-00970,28/06/2025,São Paulo,SP,C380,elite,roxo,padrao,652.64,324.86,16,22,12,2.4,,12,,1,68,nao,,
SABER-00971,04-09-2025,São Paulo,SP,C255,premium,verde,padrao,"1100,8",612.76,8,24,8,3.1,NA,11,sim,1,38,sim,finalizado,
SABER-00972,2025-09-01,São Paulo,SP,C31,classic,verde,customizado,2366.64,1175.9,20,30,10,2.2,,8,nao,3,58,nao,cancelado,
SABER-00973,data_invalida,São Paulo,SP,C48,elite,azul,padrao,426.31,258.16,41,8,0,1.0,ótimo,11,sim,8,83,sim,,
SABER-00974,08-16-2025,São Paulo,sp,C88,dual_blade,azul,padrao,"1928,86",1226.26,47,39,34,2.7,ótimo,3,nao,5,53,sim,procesado,
SABER-00975,2025-06-21,São Paulo,sp,C334,classic,azul,customizado,1429.22,690.77,3,32,19,2.5,NA,2,sim,6,67,nao,finalizado,
SABER-00976,10-28-2025,São Paulo,SP,C328,dual_blade,vermelho,customizado,1385.78,787.04,35,24,20,4.6,ruim,7,nao,1,74,nao,,
SABER-00977,2025-04-27,São Paulo,sp,C18,custom,roxo,customizado,1205.9,567.86,6,7,6,1.6,NA,6,nao,8,60,sim,finalizado,
SABER-00978,2025-06-30,São Paulo,sp,C294,classic,azul,padrao,1082.05,791.74,42,2,2,4.5,NA,8,,2,74,sim,procesado,
SABER-00979,2025-08-23,São Paulo,SP,C205,dual_blade,amarelo,customizado,1486.35,868.02,5,49,26,1.5,,11,sim,8,28,nao,,
SABER-00980,02-06-2025,São Paulo,SP,C265,premium,verde,padrao,515.65,421.93,20,44,16,1.9,,4,sim,3,8,sim,procesado,
SABER-00981,2025-09-17,São Paulo,sp,C274,elite,amarelo,padrao,2397.35,1476.39,27,8,6,2.8,ruim,7,nao,6,46,sim,,
SABER-00982,2025-08-20,São Paulo,SP,C277,classic,azul,customizado,766.01,603.02,40,10,3,3.1,NA,12,sim,5,18,sim,cancelado,
SABER-00983,2025-01-27,São Paulo,SP,C182,premium,azul,padrao,1621.95,971.52,43,7,4,2.9,ótimo,3,,7,69,sim,,
SABER-00984,2025-01-30,São Paulo,SP,C134,dual_blade,vermelho,customizado,1776.9,1441.05,42,30,4,2.2,NA,12,,1,80,nao,finalizado,
SABER-00985,2025-10-09,São Paulo,SP,C119,elite,vermelho,padrao,796.33,384.04,35,49,48,1.3,ruim,10,sim,9,74,sim,cancelado,
SABER-00986,2025-10-06,São Paulo,SP,C303,elite,azul,customizado,1343.22,627.41,47,50,15,3.6,ótimo,3,sim,1,17,nao,cancelado,
SABER-00987,2025-05-13,São Paulo,sp,C98,custom,azul,padrao,1926.68,1219.28,42,48,0,1.8,NA,6,nao,2,71,sim,cancelado,
SABER-00988,2025-09-08,São Paulo,SP,C296,classic,azul,padrao,1692.65,754.71,20,49,45,1.3,,8,,9,74,nao,,
SABER-00989,2025-05-11,São Paulo,sp,C251,dual_blade,azul,customizado,342.54,251.61,28,5,1,1.7,ótimo,3,sim,10,82,nao,finalizado,
SABER-00990,2025-03-29,São Paulo,SP,C164,custom,verde,padrao,979.41,589.02,32,17,6,2.4,ruim,3,nao,2,48,nao,procesado,
SABER-00991,28/08/2025,São Paulo,SP,C365,elite,azul,customizado,1072.36,496.14,45,22,15,3.5,,9,nao,6,44,nao,cancelado,
SABER-00992,2025-09-25,São Paulo,SP,C278,elite,azul,customizado,1012.43,407.63,23,12,7,4.4,ruim,3,,7,85,nao,cancelado,
SABER-00993,2025-04-07,São Paulo,SP,C36,classic,verde,customizado,2904.72,1475.55,24,26,13,1.2,ótimo,1,sim,4,85,nao,finalizado,
SABER-00994,2025-06-13,São Paulo,sp,C365,classic,verde,customizado,1470.83,721.23,34,9,9,4.1,ruim,4,,1,80,sim,cancelado,
SABER-00995,2025-06-11,São Paulo,SP,C397,custom,vermelho,padrao,1077.12,896.75,6,26,3,1.4,ótimo,12,sim,1,0,sim,,
SABER-00996,2025-03-08,São Paulo,sp,C392,custom,azul,customizado,"2376,17",1243.04,9,7,0,4.7,,3,,5,89,sim,cancelado,
SABER-00997,2025-02-25,São Paulo,SP,C151,classic,azul,padrao,"785,05",361.85,8,48,21,1.5,,8,sim,6,22,nao,,
SABER-00998,2025-06-23,São Paulo,sp,C113,custom,verde,padrao,1297.76,1035.78,42,1,1,1.6,ótimo,7,sim,5,11,nao,cancelado,
SABER-00999,09-21-2025,São Paulo,sp,C398,dual_blade,azul,customizado,1708.74,1166.21,43,25,17,2.2,ruim,2,nao,8,4,sim,cancelado,
SABER-00000,data_invalida,São Paulo,sp,C273,elite,vermelho,customizado,542.83,387.98,9,32,27,4.1,ruim,4,,10,25,sim,,
SABER-00001,2025-02-03,São Paulo,SP,C196,classic,verde,customizado,"1695,72",782.56,18,49,19,1.6,NA,9,nao,1,70,sim,,
SABER-00002,2025-10-01,São Paulo,SP,C326,custom,vermelho,padrao,590.12,363.57,38,14,9,1.8,ruim,1,,7,5,sim,cancelado,
SABER-00003,03-10-2025,São Paulo,sp,C379,classic,verde,customizado,1390.51,593.99,28,3,2,4.7,ruim,3,,1,21,nao,procesado,
SABER-00004,2025-06-06,São Paulo,sp,C283,classic,azul,padrao,2770.97,1198.88,8,25,6,3.2,,12,,2,41,nao,cancelado,
SABER-00005,2025-02-23,São Paulo,sp,C216,premium,amarelo,customizado,569.31,289.34,27,20,14,3.3,,1,sim,5,81,nao,procesado,
SABER-00006,01-29-2025,São Paulo,sp,C129,elite,roxo,padrao,3350.57,1422.19,20,29,1,1.6,ótimo,4,sim,6,63,nao,procesado,
SABER-00007,2025-04-19,São Paulo,SP,C269,dual_blade,verde,customizado,2305.31,1102.38,37,27,1,1.4,ótimo,5,nao,1,86,sim,procesado,
SABER-00008,2025-07-10,São Paulo,SP,C31,elite,azul,customizado,1194.69,923.69,19,47,28,1.7,,6,sim,3,30,sim,finalizado,
SABER-00009,2025-08-01,São Paulo,SP,C12,classic,vermelho,customizado,2690.73,1328.44,46,44,20,4.0,ruim,6,,1,56,nao,procesado,
SABER-00010,2025-02-03,São Paulo,SP,C40,premium,vermelho,padrao,1287.78,815.19,8,47,22,2.6,ruim,1,,1,89,sim,cancelado,
SABER-00011,2025-08-01,São Paulo,sp,C17,classic,vermelho,padrao,731.22,549.83,14,46,19,1.3,ruim,12,sim,9,28,nao,cancelado,
SABER-00012,2025-03-27,São Paulo,sp,C370,custom,verde,customizado,1025.44,456.39,22,31,9,3.6,ótimo,11,,2,47,sim,,
SABER-00013,2025-03-26,São Paulo,sp,C178,elite,verde,customizado,2455.03,1155.6,41,20,9,1.0,ruim,3,,0,55,nao,,
SABER-00014,2025-01-10,São Paulo,SP,C360,premium,amarelo,padrao,1592.72,693.51,47,38,16,3.6,ruim,4,,2,6,sim,finalizado,
SABER-00015,09-26-2025,São Paulo,sp,C103,dual_blade,azul,customizado,"3243,43",1299.8,4,29,12,1.7,ótimo,8,,8,88,sim,cancelado,
SABER-00016,2025-02-05,São Paulo,sp,C46,custom,amarelo,customizado,2516.14,1099.86,27,38,20,4.6,ótimo,8,,10,48,sim,finalizado,
SABER-00017,2025-03-18,São Paulo,sp,C230,premium,verde,padrao,"2014,23",1357.91,39,33,16,3.0,,3,sim,8,12,nao,cancelado,
SABER-00018,2025-07-25,São Paulo,SP,C306,custom,azul,padrao,1257.28,795.0,9,41,38,4.0,ruim,5,sim,0,34,sim,cancelado,
SABER-00019,2025-04-26,São Paulo,SP,C360,custom,azul,padrao,2252.24,1228.29,13,43,33,2.1,NA,8,,8,41,nao,cancelado,
