registro_id,data_publicacao,autor_id,cidade,uf,titulo,tema,tempo_leitura_seg,tempo_avaliacao_seg,avaliacao,usuario_id,historico_postagens,dispositivo,verificado,credencial_declarada,credencial_validada,publicacoes_anteriores,premios,engajamento,sentimento,cancelado_assinatura,motivo_cancelamento,status_conteudo,observacao
TST-00823,18/04/2025,A148,Goiânia,sp,Artigo 823,política,489,43,3.6,U14,63,mobile,sim,phd,sim,5,6,531,neutro,nao,conteudo_ruim,procesado,
TST-00824,2025-09-27,A87,Uberlândia,sp,Artigo 824,tecnlogia,536,29,3.6,U4,80,desktop,nao,phd,nao,34,4,40,neutro,nao,conteudo_ruim,removido,
TST-00825,2025-07-31,A109,Goiânia,sp,Artigo 825,tecnlogia,429,42,5.0,U53,55,desktop,nao,,sim,39,7,345,positivo,sim,fake,ativo,
TST-00826,07/06/2025,A68,Curitiba,SP,Artigo 826,tecnlogia,588,58,2.6,U366,36,mobile,sim,phd,sim,32,5,124,positivo,sim,conteudo_ruim,ativo,
TST-00827,2025-06-24,A69,Uberlândia,MG,Artigo 827,ciencia,5,38,4.0,U443,16,tablet,sim,especialista,sim,14,7,679,neutro,nao,sem_interesse,ativo,
TST-00828,2025-03-07,A20,São Paulo,PR,Artigo 828,tecnlogia,397,36,2.8,U335,52,desktop,nao,especialista,nao,44,3,659,neutro,nao,sem_interesse,ativo,
TST-00829,data_invalida,A170,Curitiba,MG,Artigo 829,tecnlogia,255,27,5,U66,96,mobile,nao,,nao,6,6,655,positivo,sim,fake,,
TST-00830,02-22-2025,A98,Uberlândia,MG,Artigo 830,tecnlogia,5,22,5,U422,13,desktop,sim,mestre,,0,5,695,positivo,nao,fake,procesado,
TST-00831,2025-09-20,A62,São Paulo,GO,Artigo 831,política,472,1,4.8,U143,7,tablet,nao,phd,,26,1,909,positivo,nao,,removido,
TST-00832,2025-09-25,A75,Uberlândia,PR,Artigo 832,política,309,19,3.3,U249,1,mobile,sim,,sim,50,0,673,negativo,nao,fake,procesado,
TST-00833,2025-09-04,A75,Curitiba,sp,Artigo 833,política,479,32,4.5,U270,84,tablet,sim,especialista,nao,9,10,809,positivo,sim,conteudo_ruim,procesado,
TST-00834,2025-09-19,A62,São Paulo,sp,Artigo 834,tecnlogia,547,53,5,U321,46,tablet,sim,especialista,,38,5,815,positivo,nao,fake,,
TST-00835,2025-05-28,A180,Goiânia,PR,Artigo 835,tecnlogia,222,5,5,U394,33,mobile,sim,phd,sim,0,1,900,neutro,nao,sem_interesse,ativo,
TST-00836,2025-02-12,A107,São Paulo,SP,Artigo 836,politica,179,32,5,U285,27,mobile,sim,mestre,sim,31,5,944,negativo,sim,sem_interesse,ativo,
TST-00837,2025-07-02,A30,Goiânia,PR,Artigo 837,tecnlogia,294,54,4.0,U421,22,tablet,nao,mestre,nao,48,4,631,positivo,nao,,procesado,
TST-00838,05-16-2025,A30,Goiânia,GO,Artigo 838,tecnlogia,401,3,5,U67,8,mobile,sim,,,42,5,184,positivo,nao,fake,ativo,
TST-00839,2025-06-06,A180,Uberlândia,SP,Artigo 839,tecnlogia,395,2,4.3,U60,35,mobile,nao,phd,nao,18,5,572,positivo,nao,,removido,
TST-00840,2025-03-05,A95,São Paulo,MG,Artigo 840,tecnlogia,241,38,5,U423,17,mobile,sim,phd,sim,18,0,819,negativo,sim,,,
TST-00841,01-27-2025,A171,Curitiba,PR,Artigo 841,tecnlogia,474,36,4.7,U309,72,desktop,sim,,,28,2,389,positivo,nao,,procesado,
TST-00842,2025-09-28,A181,Curitiba,GO,Artigo 842,economia,221,33,3.7,U323,12,mobile,sim,phd,nao,16,4,22,negativo,nao,,procesado,
TST-00843,2025-04-28,A79,Uberlândia,GO,Artigo 843,tecnlogia,475,20,3.4,U402,3,desktop,sim,mestre,nao,12,5,486,negativo,sim,sem_interesse,ativo,
TST-00844,2025-08-01,A153,Uberlândia,SP,Artigo 844,tecnologia,148,1,4.4,U413,74,mobile,nao,,nao,32,4,249,negativo,nao,fake,procesado,
TST-00845,2025-04-13,A138,Uberlândia,GO,Artigo 845,política,56,1,2.7,U188,79,tablet,sim,phd,sim,2,3,476,neutro,sim,conteudo_ruim,,
TST-00846,2025-06-18,A134,Uberlândia,MG,Artigo 846,política,501,71,4.4,U177,21,desktop,sim,,nao,34,5,129,neutro,nao,sem_interesse,ativo,
TST-00847,2025-10-27,A30,Uberlândia,sp,Artigo 847,ciencia,162,47,3.4,U168,9,mobile,sim,especialista,sim,12,7,280,negativo,nao,fake,procesado,
TST-00848,2025-02-25,A91,Curitiba,GO,Artigo 848,tecnlogia,577,18,3.7,U255,21,desktop,sim,,sim,10,1,871,positivo,nao,conteudo_ruim,removido,
TST-00849,2025-03-30,A115,São Paulo,PR,Artigo 849,política,107,14,5,U256,21,mobile,sim,mestre,sim,35,4,881,negativo,sim,,,
TST-00850,data_invalida,A125,Uberlândia,MG,Artigo 850,ciencia,233,1,4.7,U182,58,mobile,nao,especialista,nao,11,0,514,positivo,sim,conteudo_ruim,ativo,
TST-00851,2025-07-29,A139,Uberlândia,GO,Artigo 851,política,188,8,4.6,U277,12,tablet,sim,phd,,34,3,736,neutro,sim,conteudo_ruim,,
TST-00852,data_invalida,A111,Curitiba,MG,Artigo 852,tecnlogia,289,33,4.9,U438,21,mobile,sim,especialista,nao,47,7,779,neutro,sim,,ativo,
TST-00853,2025-03-05,A148,São Paulo,SP,Artigo 853,economia,349,47,5,U58,93,desktop,sim,mestre,nao,14,8,455,negativo,sim,conteudo_ruim,,
TST-00854,2025-07-30,A108,Uberlândia,GO,Artigo 854,política,303,40,2.5,U28,10,mobile,nao,,,20,6,859,neutro,nao,fake,removido,
TST-00855,2025-06-22,A122,Goiânia,sp,Artigo 855,política,28,44,2.5,U110,11,mobile,nao,phd,sim,30,2,184,neutro,nao,fake,procesado,
TST-00856,2025-09-26,A44,São Paulo,PR,Artigo 856,saude,92,45,3.8,U269,80,mobile,sim,mestre,nao,4,0,511,positivo,nao,conteudo_ruim,procesado,
TST-00857,2025-08-10,A70,São Paulo,GO,Artigo 857,política,394,43,3.0,U325,77,tablet,sim,phd,nao,12,6,109,positivo,sim,fake,procesado,
TST-00858,2025-10-16,A99,Uberlândia,MG,Artigo 858,tecnologia,356,65,2.5,U327,80,desktop,sim,mestre,nao,50,3,778,positivo,sim,sem_interesse,ativo,
TST-00859,03/04/2025,A37,Goiânia,PR,Artigo 859,tecnlogia,420,36,4.1,U413,64,mobile,sim,mestre,sim,45,1,960,positivo,sim,conteudo_ruim,procesado,
TST-00860,2025-10-03,A1,Curitiba,PR,Artigo 860,politica,473,35,5,U237,80,desktop,sim,,nao,34,3,90,neutro,sim,sem_interesse,ativo,
TST-00861,2025-07-09,A13,São Paulo,sp,Artigo 861,política,170,18,4.9,U51,85,tablet,sim,phd,nao,50,2,162,positivo,sim,fake,procesado,
TST-00862,2025-09-09,A153,Curitiba,SP,Artigo 862,política,160,3,2.8,U90,22,mobile,nao,mestre,nao,14,3,785,positivo,sim,,procesado,
TST-00863,2025-01-19,A26,Goiânia,GO,Artigo 863,política,295,8,2.7,U272,92,tablet,nao,especialista,,0,8,758,neutro,nao,sem_interesse,removido,
TST-00864,2025-03-20,A172,Uberlândia,MG,Artigo 864,politica,109,36,4.0,U250,5,mobile,sim,especialista,sim,32,4,754,neutro,nao,sem_interesse,removido,
TST-00865,2025-08-31,A145,São Paulo,MG,Artigo 865,politica,317,48,3.1,U87,43,mobile,nao,mestre,sim,32,2,745,positivo,sim,fake,procesado,
TST-00866,2025-05-24,A122,Goiânia,SP,Artigo 866,tecnlogia,201,26,5,U260,2,tablet,nao,mestre,sim,2,8,29,neutro,nao,conteudo_ruim,ativo,
TST-00867,data_invalida,A71,São Paulo,PR,Artigo 867,tecnlogia,395,27,4.0,U179,54,mobile,sim,phd,sim,8,5,635,neutro,nao,,procesado,
TST-00868,2025-05-31,A177,Goiânia,MG,Artigo 868,política,339,35,4.2,U240,52,desktop,nao,,nao,36,6,537,negativo,sim,conteudo_ruim,,
TST-00869,2025-06-04,A115,Curitiba,MG,Artigo 869,politica,396,47,5,U77,99,desktop,sim,,nao,40,0,972,positivo,sim,fake,procesado,
TST-00870,2025-02-20,A118,Curitiba,sp,Artigo 870,politica,404,43,5,U491,68,desktop,sim,mestre,nao,28,10,380,positivo,nao,conteudo_ruim,ativo,
TST-00871,15/01/2025,A107,Goiânia,PR,Artigo 871,tecnlogia,5,6,1.6,U393,80,tablet,sim,phd,nao,40,0,906,positivo,nao,sem_interesse,,
TST-00872,data_invalida,A118,Goiânia,PR,Artigo 872,tecnologia,123,44,5,U339,97,tablet,sim,,,10,7,867,neutro,nao,sem_interesse,ativo,
TST-00873,29/07/2025,A139,São Paulo,sp,Artigo 873,saude,323,68,2.9,U21,43,desktop,sim,especialista,,27,2,580,positivo,nao,sem_interesse,removido,
TST-00874,2025-02-15,A120,Curitiba,MG,Artigo 874,tecnlogia,389,77,5,U85,77,tablet,sim,mestre,nao,37,5,188,neutro,nao,sem_interesse,,
TST-00875,2025-08-21,A183,Uberlândia,sp,Artigo 875,política,350,45,5,U387,65,tablet,nao,,sim,20,0,445,neutro,sim,sem_interesse,,
TST-00876,2025-09-14,A93,Uberlândia,sp,Artigo 876,política,102,36,4.9,U234,1,tablet,sim,phd,sim,26,0,716,positivo,nao,sem_interesse,procesado,
TST-00877,2025-06-07,A163,Curitiba,sp,Artigo 877,saude,315,39,3.5,U373,7,desktop,nao,especialista,sim,7,5,398,positivo,nao,,,
TST-00878,10/04/2025,A103,Goiânia,sp,Artigo 878,tecnlogia,270,55,5,U427,20,tablet,nao,phd,,4,0,42,negativo,nao,conteudo_ruim,,
TST-00879,2025-02-18,A177,Uberlândia,PR,Artigo 879,política,451,14,4.6,U343,77,mobile,sim,especialista,,12,1,429,positivo,sim,sem_interesse,removido,
TST-00880,2025-01-28,A11,Uberlândia,SP,Artigo 880,política,595,33,4.3,U426,61,desktop,nao,especialista,,27,10,74,neutro,nao,conteudo_ruim,,
TST-00881,2025-09-13,A61,São Paulo,sp,Artigo 881,política,175,18,4.1,U189,74,desktop,sim,especialista,nao,11,9,985,positivo,nao,fake,removido,
TST-00882,2025-09-27,A65,Curitiba,GO,Artigo 882,tecnlogia,492,33,2.8,U229,59,tablet,sim,phd,,38,3,116,positivo,sim,,ativo,
TST-00883,data_invalida,A3,Curitiba,MG,Artigo 883,saude,383,49,5,U463,60,tablet,sim,mestre,nao,14,7,161,positivo,nao,,,
TST-00884,2025-03-03,A52,Curitiba,SP,Artigo 884,política,228,34,3.6,U339,56,desktop,sim,,,22,2,14,neutro,sim,sem_interesse,ativo,
TST-00885,2025-07-18,A169,São Paulo,SP,Artigo 885,política,222,1,4.5,U202,95,tablet,nao,mestre,nao,15,2,714,negativo,nao,conteudo_ruim,procesado,
TST-00886,11/09/2025,A45,Uberlândia,SP,Artigo 886,tecnlogia,561,55,3.7,U425,24,mobile,sim,,sim,9,3,534,negativo,sim,conteudo_ruim,ativo,
TST-00887,2025-07-06,A155,Uberlândia,MG,Artigo 887,política,187,1,3.5,U434,52,mobile,sim,phd,,12,6,29,positivo,nao,,removido,
TST-00888,2025-07-20,A101,Curitiba,GO,Artigo 888,saude,155,1,3.6,U273,31,desktop,sim,phd,nao,40,1,784,negativo,nao,sem_interesse,,
TST-00889,2025-09-12,A48,Uberlândia,GO,Artigo 889,política,338,60,3.6,U487,79,tablet,nao,mestre,,15,4,392,negativo,sim,fake,removido,
TST-00890,2025-08-29,A55,Curitiba,SP,Artigo 890,tecnlogia,5,1,5,U306,81,desktop,sim,phd,sim,8,6,699,neutro,nao,fake,procesado,
TST-00891,2025-08-29,A101,Goiânia,SP,Artigo 891,ciencia,333,57,5,U212,61,mobile,nao,phd,sim,34,9,777,negativo,nao,sem_interesse,removido,
TST-00892,2025-03-20,A118,São Paulo,SP,Artigo 892,tecnlogia,150,54,3.2,U359,27,desktop,nao,phd,nao,22,7,962,negativo,nao,,ativo,
TST-00893,2025-01-03,A64,São Paulo,SP,Artigo 893,tecnlogia,308,89,4.7,U441,36,mobile,sim,mestre,,43,10,296,positivo,sim,conteudo_ruim,ativo,
TST-00894,2025-01-18,A23,Uberlândia,MG,Artigo 894,tecnlogia,541,72,5,U42,29,mobile,nao,phd,sim,35,6,855,positivo,nao,,ativo,
TST-00895,2025-06-22,A101,São Paulo,SP,Artigo 895,tecnlogia,607,50,5,U19,14,desktop,nao,especialista,,13,5,166,neutro,nao,sem_interesse,ativo,
TST-00896,2025-02-25,A68,São Paulo,GO,Artigo 896,tecnlogia,111,40,4.4,U457,92,mobile,nao,,,29,6,881,positivo,nao,fake,procesado,
TST-00897,2025-01-02,A81,São Paulo,sp,Artigo 897,tecnlogia,46,37,4.8,U258,42,tablet,sim,phd,sim,40,8,415,neutro,sim,conteudo_ruim,removido,
TST-00898,04-01-2025,A122,São Paulo,sp,Artigo 898,política,188,37,2.0,U493,100,mobile,nao,mestre,,19,9,652,positivo,sim,,removido,
TST-00899,2025-06-12,A142,Curitiba,sp,Artigo 899,tecnlogia,289,40,4.8,U34,3,tablet,nao,especialista,,47,3,808,neutro,nao,sem_interesse,ativo,
TST-00900,2025-09-26,A190,Goiânia,SP,Artigo 900,tecnologia,546,46,1.7,U152,81,tablet,sim,mestre,,42,4,130,negativo,nao,,removido,
TST-00901,2025-07-03,A37,Goiânia,GO,Artigo 901,ciencia,447,26,3.9,U193,81,tablet,sim,especialista,nao,9,2,727,neutro,nao,,,
TST-00902,05-04-2025,A83,Uberlândia,sp,Artigo 902,política,507,23,4.5,U157,53,mobile,sim,especialista,,5,8,379,neutro,nao,fake,ativo,
TST-00903,2025-10-18,A182,Goiânia,PR,Artigo 903,tecnlogia,433,77,5,U162,55,tablet,sim,especialista,nao,48,4,250,positivo,sim,fake,ativo,
TST-00904,2025-02-07,A168,Uberlândia,GO,Artigo 904,ciencia,137,33,4.0,U81,32,desktop,sim,,nao,26,5,216,positivo,nao,conteudo_ruim,ativo,
TST-00905,2025-02-11,A39,São Paulo,PR,Artigo 905,tecnlogia,351,65,2.7,U414,85,desktop,nao,mestre,,26,10,576,neutro,nao,conteudo_ruim,procesado,
TST-00906,data_invalida,A67,São Paulo,SP,Artigo 906,economia,376,53,5.0,U226,23,mobile,sim,,,16,9,749,positivo,sim,conteudo_ruim,procesado,
TST-00907,2025-06-06,A88,Curitiba,MG,Artigo 907,tecnlogia,522,52,3.1,U281,84,mobile,sim,mestre,nao,7,2,621,negativo,sim,fake,,
TST-00908,2025-07-21,A3,Uberlândia,MG,Artigo 908,política,256,41,4.7,U204,56,tablet,sim,especialista,sim,17,4,71,neutro,nao,fake,,
TST-00909,2025-05-15,A83,São Paulo,SP,Artigo 909,tecnlogia,415,7,3.2,U498,34,desktop,nao,mestre,nao,2,8,144,neutro,sim,sem_interesse,,
TST-00910,31/05/2025,A139,São Paulo,SP,Artigo 910,politica,395,1,4.1,U282,54,mobile,sim,mestre,nao,17,0,212,positivo,nao,,procesado,
TST-00911,19/05/2025,A10,Uberlândia,PR,Artigo 911,economia,838,68,5,U305,8,tablet,sim,especialista,nao,39,7,220,negativo,nao,fake,procesado,
TST-00912,14/01/2025,A110,Uberlândia,MG,Artigo 912,tecnologia,304,1,4.3,U362,1,mobile,nao,mestre,nao,32,9,69,neutro,sim,sem_interesse,removido,
TST-00913,2025-10-09,A125,Goiânia,SP,Artigo 913,saude,503,4,3.6,U254,23,desktop,nao,mestre,nao,11,7,519,negativo,sim,,ativo,
TST-00914,2025-07-22,A84,São Paulo,sp,Artigo 914,tecnlogia,507,19,3.9,U480,23,tablet,sim,especialista,sim,35,2,596,positivo,sim,fake,,
TST-00915,2025-06-22,A147,Goiânia,GO,Artigo 915,tecnlogia,623,1,4.2,U243,69,desktop,nao,especialista,,24,6,824,positivo,nao,,procesado,
TST-00916,2025-09-29,A182,São Paulo,SP,Artigo 916,saude,346,4,4.2,U113,16,tablet,nao,,sim,31,7,717,neutro,sim,,ativo,
TST-00917,01-24-2025,A77,São Paulo,PR,Artigo 917,política,277,1,4.3,U263,57,mobile,sim,phd,nao,48,10,715,negativo,nao,,ativo,
TST-00918,2025-08-21,A72,Goiânia,SP,Artigo 918,política,247,21,5,U76,39,desktop,sim,phd,,23,7,706,neutro,sim,sem_interesse,ativo,
TST-00919,2025-05-25,A65,Goiânia,MG,Artigo 919,tecnlogia,427,23,4.6,U382,73,mobile,sim,especialista,nao,38,7,251,negativo,nao,fake,ativo,
TST-00920,2025-03-26,A160,Uberlândia,PR,Artigo 920,tecnlogia,304,81,3.8,U456,45,mobile,sim,,nao,39,6,221,positivo,sim,conteudo_ruim,removido,
TST-00921,2025-10-13,A48,Uberlândia,sp,Artigo 921,ciencia,376,23,4.9,U152,76,desktop,nao,,sim,29,0,399,positivo,nao,,,
TST-00922,2025-02-02,A63,São Paulo,sp,Artigo 922,tecnlogia,332,17,2.8,U160,30,desktop,sim,phd,,33,5,275,positivo,nao,,procesado,
TST-00923,2025-08-30,A50,Curitiba,SP,Artigo 923,tecnlogia,738,23,4.1,U476,39,desktop,nao,,sim,47,7,962,neutro,nao,fake,procesado,
TST-00924,2025-08-28,A82,São Paulo,PR,Artigo 924,política,371,28,3.5,U108,93,mobile,nao,mestre,,18,0,550,positivo,nao,conteudo_ruim,,
TST-00925,2025-02-20,A195,Goiânia,SP,Artigo 925,politica,363,1,5,U409,85,tablet,sim,especialista,,8,1,597,neutro,sim,,removido,
TST-00926,2025-04-12,A131,Curitiba,PR,Artigo 926,política,217,1,3.1,U437,81,mobile,nao,mestre,nao,1,10,281,neutro,nao,fake,,
TST-00927,2025-10-11,A73,São Paulo,PR,Artigo 927,economia,73,21,5,U435,61,mobile,sim,phd,,18,5,773,negativo,sim,conteudo_ruim,procesado,
TST-00928,2025-06-17,A94,São Paulo,MG,Artigo 928,ciencia,228,30,3.3,U247,20,tablet,nao,,nao,37,8,453,neutro,sim,conteudo_ruim,ativo,
TST-00929,2025-05-02,A171,Curitiba,MG,Artigo 929,tecnlogia,109,28,3.3,U469,24,mobile,sim,mestre,nao,4,3,953,negativo,sim,sem_interesse,removido,
TST-00930,07-31-2025,A185,Curitiba,MG,Artigo 930,tecnologia,319,19,5,U438,28,mobile,sim,mestre,nao,28,4,95,negativo,nao,fake,,
TST-00931,data_invalida,A169,Goiânia,MG,Artigo 931,tecnlogia,354,67,3.8,U25,67,desktop,nao,phd,nao,13,1,379,positivo,nao,sem_interesse,,
TST-00932,2025-03-06,A76,Curitiba,SP,Artigo 932,tecnlogia,365,67,5,U325,87,desktop,sim,mestre,,46,7,919,neutro,nao,fake,removido,
TST-00933,19/03/2025,A106,São Paulo,SP,Artigo 933,economia,149,43,3.9,U344,68,tablet,sim,mestre,sim,17,1,691,positivo,nao,sem_interesse,,
TST-00934,2025-01-27,A98,Goiânia,PR,Artigo 934,tecnlogia,5,68,2.2,U202,20,mobile,sim,phd,,11,0,183,neutro,nao,fake,procesado,
TST-00935,2025-07-25,A169,Curitiba,MG,Artigo 935,tecnlogia,90,15,4.5,U293,10,desktop,nao,mestre,sim,8,8,190,positivo,nao,fake,ativo,
TST-00936,2025-01-29,A78,Uberlândia,MG,Artigo 936,tecnologia,532,33,3.5,U162,76,mobile,sim,phd,,20,4,615,neutro,nao,,ativo,
TST-00937,2025-10-24,A169,Curitiba,MG,Artigo 937,tecnlogia,212,24,4.0,U144,0,mobile,sim,phd,,45,7,804,neutro,sim,sem_interesse,ativo,
TST-00938,data_invalida,A190,Curitiba,sp,Artigo 938,política,39,11,3.7,U293,21,mobile,sim,,sim,34,2,286,neutro,nao,conteudo_ruim,,
TST-00939,2025-08-04,A139,Goiânia,SP,Artigo 939,tecnlogia,59,41,4.8,U189,55,mobile,nao,,,19,10,652,neutro,nao,conteudo_ruim,,
TST-00940,2025-08-29,A30,Goiânia,GO,Artigo 940,política,381,2,2.6,U333,20,tablet,nao,,sim,4,6,128,positivo,sim,sem_interesse,ativo,
TST-00941,2025-04-15,A88,Curitiba,sp,Artigo 941,tecnlogia,5,37,4.3,U91,72,desktop,sim,,,33,3,339,positivo,nao,sem_interesse,,
TST-00942,2025-02-01,A169,Curitiba,sp,Artigo 942,tecnlogia,264,35,2.9,U369,21,mobile,sim,,nao,32,6,566,negativo,nao,,ativo,
TST-00943,2025-07-21,A190,Goiânia,GO,Artigo 943,política,382,51,3.1,U266,10,desktop,sim,phd,,30,8,505,neutro,nao,conteudo_ruim,procesado,
TST-00944,01/07/2025,A161,Goiânia,PR,Artigo 944,tecnlogia,442,14,2.5,U320,51,mobile,sim,especialista,,1,5,118,positivo,sim,fake,,
TST-00945,2025-10-22,A182,Goiânia,PR,Artigo 945,política,300,84,4.9,U79,76,desktop,sim,,,39,2,333,negativo,sim,fake,ativo,
TST-00946,2025-07-29,A80,Goiânia,SP,Artigo 946,política,291,24,3.9,U272,60,tablet,sim,especialista,sim,33,1,415,positivo,sim,,procesado,
TST-00947,2025-02-18,A27,Uberlândia,GO,Artigo 947,tecnlogia,167,10,2.6,U482,33,desktop,sim,especialista,,34,8,716,positivo,nao,sem_interesse,,
TST-00948,2025-02-27,A20,Curitiba,PR,Artigo 948,ciencia,46,55,3.6,U46,25,desktop,nao,especialista,nao,18,1,811,positivo,nao,,,
TST-00949,2025-08-12,A68,Curitiba,PR,Artigo 949,tecnlogia,202,41,3.0,U484,88,desktop,sim,mestre,sim,46,3,42,negativo,nao,,,
TST-00950,2025-01-14,A88,Uberlândia,MG,Artigo 950,política,275,105,3.9,U194,40,tablet,sim,,,32,6,436,positivo,nao,conteudo_ruim,,
TST-00951,2025-09-21,A92,São Paulo,sp,Artigo 951,tecnlogia,334,27,4.3,U183,60,desktop,sim,,sim,23,0,441,neutro,nao,conteudo_ruim,removido,
TST-00952,2025-10-22,A32,Goiânia,MG,Artigo 952,economia,188,1,5,U413,44,desktop,nao,phd,nao,50,2,885,negativo,nao,conteudo_ruim,,
TST-00953,2025-05-28,A18,Goiânia,SP,Artigo 953,tecnlogia,379,1,4.2,U483,93,tablet,nao,,sim,22,7,938,positivo,sim,fake,removido,
TST-00954,2025-10-27,A92,Uberlândia,MG,Artigo 954,tecnologia,5,54,4.2,U113,52,tablet,sim,phd,sim,8,10,581,neutro,nao,fake,,
TST-00955,2025-07-19,A148,São Paulo,SP,Artigo 955,política,298,50,3.2,U418,97,tablet,sim,especialista,,11,6,740,positivo,nao,,removido,
TST-00956,2025-10-04,A57,Uberlândia,GO,Artigo 956,política,269,38,3.7,U229,33,desktop,sim,phd,nao,30,10,637,positivo,nao,conteudo_ruim,ativo,
TST-00957,data_invalida,A1,Uberlândia,GO,Artigo 957,tecnlogia,260,36,2.5,U495,73,tablet,sim,,,4,0,510,positivo,sim,conteudo_ruim,removido,
TST-00958,2025-07-30,A143,Goiânia,SP,Artigo 958,politica,761,40,2.7,U337,10,mobile,sim,,nao,2,8,934,neutro,sim,conteudo_ruim,ativo,
TST-00959,2025-09-02,A104,Curitiba,sp,Artigo 959,política,576,63,4.2,U427,65,mobile,nao,especialista,nao,28,5,607,positivo,sim,fake,,
TST-00960,2025-02-09,A52,Curitiba,sp,Artigo 960,tecnlogia,325,10,3.9,U101,23,desktop,nao,mestre,,22,0,339,neutro,sim,,removido,
TST-00961,2025-03-07,A146,Goiânia,MG,Artigo 961,tecnologia,196,4,5,U3,23,tablet,sim,especialista,sim,48,2,293,negativo,nao,conteudo_ruim,,
TST-00962,2025-09-14,A53,Uberlândia,GO,Artigo 962,politica,5,49,5,U494,64,desktop,sim,,nao,3,0,733,positivo,sim,conteudo_ruim,,
TST-00963,2025-09-04,A9,Uberlândia,MG,Artigo 963,tecnlogia,198,57,5,U466,88,mobile,nao,phd,sim,13,4,102,positivo,nao,,ativo,
TST-00964,2025-05-15,A147,Curitiba,PR,Artigo 964,política,301,13,4.6,U325,79,mobile,sim,phd,,12,5,956,neutro,sim,conteudo_ruim,,
TST-00965,04-20-2025,A155,São Paulo,PR,Artigo 965,saude,341,42,3.9,U434,44,mobile,nao,phd,nao,19,9,439,positivo,nao,sem_interesse,ativo,
TST-00966,2025-02-15,A71,Goiânia,GO,Artigo 966,saude,302,36,4.2,U415,78,tablet,nao,especialista,nao,43,6,593,positivo,nao,conteudo_ruim,removido,
TST-00967,2025-01-10,A31,Uberlândia,PR,Artigo 967,economia,430,57,4.8,U142,82,mobile,sim,mestre,sim,39,4,567,neutro,sim,,ativo,
TST-00968,2025-10-13,A148,Curitiba,GO,Artigo 968,política,665,115,4.2,U210,28,mobile,nao,mestre,,48,0,402,negativo,sim,fake,ativo,
TST-00969,2025-02-23,A123,Curitiba,sp,Artigo 969,tecnlogia,422,51,5.0,U251,98,tablet,nao,,sim,22,5,480,positivo,sim,conteudo_ruim,,
TST-00970,2025-10-22,A121,Goiânia,sp,Artigo 970,tecnlogia,632,18,3.9,U174,2,tablet,sim,phd,,10,8,591,positivo,sim,,removido,
TST-00971,07/07/2025,A144,Goiânia,PR,Artigo 971,tecnologia,304,51,4.6,U130,5,mobile,sim,mestre,,1,2,82,positivo,nao,,,
TST-00972,2025-08-15,A71,São Paulo,PR,Artigo 972,política,180,51,5,U228,92,desktop,nao,phd,nao,41,3,388,positivo,sim,conteudo_ruim,,
TST-00973,2025-09-15,A83,Uberlândia,SP,Artigo 973,tecnlogia,174,60,3.9,U186,71,tablet,sim,,,22,0,657,positivo,sim,conteudo_ruim,,
TST-00974,data_invalida,A151,São Paulo,GO,Artigo 974,tecnologia,185,4,4.6,U386,51,desktop,nao,,,25,3,830,negativo,nao,conteudo_ruim,removido,
TST-00975,27/10/2025,A176,São Paulo,sp,Artigo 975,tecnlogia,401,11,4.8,U314,23,mobile,nao,,,2,2,198,neutro,sim,fake,procesado,
TST-00976,2025-09-08,A114,Goiânia,MG,Artigo 976,tecnlogia,5,74,5,U406,77,tablet,sim,,sim,1,3,21,neutro,nao,conteudo_ruim,removido,
TST-00977,2025-08-20,A97,Uberlândia,GO,Artigo 977,tecnlogia,388,41,5,U378,36,desktop,sim,mestre,nao,47,5,491,negativo,sim,,ativo,
TST-00978,2025-04-20,A88,Uberlândia,GO,Artigo 978,política,444,48,2.4,U325,68,desktop,nao,phd,sim,49,10,652,neutro,sim,conteudo_ruim,ativo,
TST-00979,07-15-2025,A2,Uberlândia,PR,Artigo 979,política,361,3,3.5,U419,72,mobile,nao,,nao,38,2,828,positivo,nao,conteudo_ruim,procesado,
TST-00980,07-02-2025,A134,São Paulo,PR,Artigo 980,tecnlogia,5,43,4.8,U349,32,mobile,sim,mestre,nao,9,7,972,positivo,sim,,procesado,
TST-00981,2025-07-04,A130,Curitiba,GO,Artigo 981,política,253,28,5,U443,100,mobile,sim,especialista,,25,8,902,neutro,nao,conteudo_ruim,,
TST-00982,data_invalida,A139,Goiânia,MG,Artigo 982,política,164,26,3.7,U119,39,mobile,nao,mestre,sim,1,0,965,positivo,sim,sem_interesse,removido,
TST-00983,2025-01-15,A97,Goiânia,GO,Artigo 983,politica,355,26,4.4,U379,37,mobile,sim,mestre,sim,12,8,245,neutro,nao,,procesado,
TST-00984,2025-06-18,A59,Uberlândia,sp,Artigo 984,política,373,59,3.0,U361,0,mobile,sim,,sim,30,4,591,positivo,sim,sem_interesse,,
TST-00985,2025-08-11,A181,Uberlândia,PR,Artigo 985,política,547,33,5,U280,2,desktop,sim,especialista,sim,30,1,520,positivo,sim,conteudo_ruim,,
TST-00986,30/01/2025,A47,São Paulo,SP,Artigo 986,tecnlogia,564,25,3.6,U424,93,mobile,sim,,nao,19,9,956,positivo,nao,sem_interesse,removido,
TST-00987,07/08/2025,A169,São Paulo,GO,Artigo 987,tecnlogia,599,14,2.8,U282,91,desktop,sim,,,23,5,357,negativo,sim,,removido,
