registro_id,data_leitura,cidade,uf,usuario_id,livro,subgenero,classificacao_indicativa,idade_usuario,capitulo,avaliacao_capitulo,comentario,tempo_leitura_min,avaliacao_obra,tags,interacao,escritor_id,qualidade_texto_score,aderencia_genero,status_avaliacao,observacao
RP-00851,2025-10-14,Curitiba,PR,U208,Im(pureza),darkromance,,18,4,NA,,62,1.1,magia,avaliou,E66,3.8,7.6,,
RP-00852,2025-04-06,Goiânia,GO,U85,A Santa Que Me Condena,darkromance,14,28,8,NA,NA,92,4.7,juvenil,,E48,1.8,4.0,procesado,
RP-00853,2025-10-18,Curitiba,mg,U316,A Santa Que Me Condena,fantasia,18,29,16,,muito bom,118,2.8,magia,,E92,3.8,5.1,procesado,
RP-00854,14/07/2025,Uberaba,MG,U312,Reino das Runas,darkromance,18,31,4,,ruim,72,3.4,juvenil,comentou,E56,8.1,3.7,valido,
RP-00855,02/05/2025,Uberaba,PR,U338,Im(pureza),fantasia_sombria,,25,15,1.4,NA,34,4.0,juvenil,,E60,7.8,7.5,valido,
RP-00856,2025-05-29,Uberaba,MG,U259,Sombras Eternas,darkromance,18,23,18,,,109,2.2,sombrio,avaliou,E47,1.3,7.3,valido,
RP-00857,2025-07-25,São Paulo,mg,U40,Sombras Eternas,fantasia,livre,33,9,2.5,,13,2.3,juvenil,avaliou,E73,3.9,5.2,procesado,
RP-00858,2025-10-22,Goiânia,mg,U325,Im(pureza),fantasia,livre,28,25,,ruim,12,3.2,sombrio,avaliou,E1,9.7,6.5,valido,
RP-00859,2025-09-03,Uberaba,PR,U387,Reino das Runas,darkromance,livre,38,9,NA,muito bom,2,4.4,sombrio,avaliou,E78,4.9,8.1,valido,
RP-00860,2025-09-24,São Paulo,MG,U173,Sombras Eternas,fantasia sombria,livre,36,26,,muito bom,45,1.1,juvenil,,E30,2.9,5.4,valido,
RP-00861,08/08/2025,Uberaba,MG,U138,Reino das Runas,fantasia sombria,18,22,28,,,23,3.2,romance,curtiu,E30,7.4,5.4,,
RP-00862,2025-02-18,São Paulo,MG,U42,Sombras Eternas,fantasia sombria,18,28,11,,NA,111,4.2,adulto,,E10,1.6,8.0,valido,
RP-00863,data_invalida,Uberaba,MG,U134,Reino das Runas,darkromance,livre,21,24,1.6,,64,1.7,juvenil,curtiu,E79,4.3,3.9,procesado,
RP-00864,24/03/2025,Curitiba,SP,U41,A Santa Que Me Condena,infanto_juvenil,,12,25,NA,NA,107,2.5,adulto,comentou,E34,7.7,1.6,procesado,
RP-00865,01-27-2025,São Paulo,mg,U116,Sombras Eternas,fantasia,livre,24,13,NA,muito bom,20,2.9,adulto,curtiu,E42,1.1,6.5,procesado,
RP-00866,08-02-2025,Goiânia,GO,U331,Sombras Eternas,infanto_juvenil,,40,26,,,37,4.0,romance,,E31,7.8,9.6,procesado,
RP-00867,2025-08-08,Curitiba,mg,U223,Reino das Runas,fantasia sombria,14,23,18,NA,NA,76,3.2,sombrio,avaliou,E73,6.0,7.7,,
RP-00868,2025-05-24,Curitiba,MG,U229,Sombras Eternas,infanto_juvenil,14,27,9,,,80,1.0,romance,comentou,E83,2.1,5.1,procesado,
RP-00869,2025-04-19,Goiânia,SP,U82,A Santa Que Me Condena,darkromance,14,28,29,NA,,34,4.2,juvenil,curtiu,E56,7.7,4.7,procesado,
RP-00870,2025-10-13,Uberaba,mg,U165,Reino das Runas,darkromance,,39,6,,,8,1.7,romance,,E43,6.6,1.4,procesado,
RP-00871,2025-08-19,Curitiba,MG,U51,A Santa Que Me Condena,fantasia sombria,,29,14,NA,,27,4.7,magia,,E10,2.2,7.6,valido,
RP-00872,08-24-2025,Curitiba,GO,U113,Sombras Eternas,fantasia sombria,18,25,27,1.2,NA,53,2.1,juvenil,,E43,7.6,1.1,,
RP-00873,2025-09-26,São Paulo,mg,U298,Reino das Runas,darkromance,livre,32,3,4.1,muito bom,92,4.5,romance,curtiu,E88,2.0,1.4,valido,
RP-00874,2025-02-10,Goiânia,mg,U67,Im(pureza),darkromance,livre,35,20,NA,muito bom,12,2.1,sombrio,,E11,6.9,5.7,,
RP-00875,2025-06-30,Curitiba,PR,U378,Sombras Eternas,fantasia,livre,32,25,1.6,NA,88,4.8,juvenil,avaliou,E84,5.3,8.3,procesado,
RP-00876,2025-10-03,Curitiba,GO,U287,Sombras Eternas,fantasia,18,23,19,,NA,51,2.1,adulto,,E94,1.2,1.1,procesado,
RP-00877,2025-05-15,Curitiba,mg,U303,Im(pureza),darkromance,livre,14,15,NA,,56,2.8,adulto,curtiu,E95,2.8,1.1,,
RP-00878,2025-10-14,São Paulo,mg,U41,Im(pureza),darkromance,18,24,4,NA,,58,3.9,adulto,,E31,8.9,5.8,valido,
RP-00879,2025-02-22,São Paulo,mg,U115,Im(pureza),fantasia sombria,14,29,9,3.4,,39,1.9,juvenil,,E53,4.0,9.7,procesado,
RP-00880,2025-05-05,Goiânia,mg,U165,Reino das Runas,fantasia sombria,livre,37,2,NA,NA,60,3.1,juvenil,curtiu,E44,5.2,3.2,,
RP-00881,2025-02-15,Curitiba,GO,U237,Reino das Runas,fantasia sombria,livre,31,8,2.3,NA,97,2.0,aventura,avaliou,E13,4.9,2.3,,
RP-00882,26/02/2025,Uberaba,SP,U253,Sombras Eternas,fantasia_sombria,,31,9,1.6,,38,1.2,aventura,avaliou,E97,4.8,4.9,procesado,
RP-00883,2025-01-31,São Paulo,GO,U343,Reino das Runas,infanto_juvenil,18,33,25,,ruim,96,4.4,sombrio,,E59,1.7,8.7,valido,
RP-00884,data_invalida,Curitiba,GO,U388,A Santa Que Me Condena,darkromance,18,19,3,,NA,29,3.7,romance,curtiu,E21,7.4,1.7,procesado,
RP-00885,2025-10-08,Uberaba,MG,U6,Sombras Eternas,fantasia sombria,14,38,12,4.2,NA,61,3.4,adulto,,E20,2.3,1.7,,
RP-00886,2025-04-06,Curitiba,GO,U155,A Santa Que Me Condena,fantasia sombria,livre,16,2,NA,,29,2.0,adulto,comentou,E42,2.7,6.0,valido,
RP-00887,2025-10-21,Uberaba,mg,U127,Sombras Eternas,darkromance,18,12,24,,NA,90,2.2,juvenil,,E33,1.0,6.5,valido,
RP-00888,2025-10-26,Uberaba,GO,U400,Im(pureza),fantasia,14,22,15,NA,muito bom,117,2.3,romance,avaliou,E29,2.0,1.9,,
RP-00889,data_invalida,Curitiba,PR,U233,Sombras Eternas,darkromance,livre,15,21,NA,NA,45,4.4,adulto,comentou,E53,2.8,1.5,valido,
RP-00890,03-15-2025,Goiânia,mg,U49,Sombras Eternas,fantasia sombria,14,40,11,NA,muito bom,116,5.0,juvenil,curtiu,E52,3.7,7.2,,
RP-00891,2025-02-13,São Paulo,GO,U51,A Santa Que Me Condena,fantasia,livre,30,7,,muito bom,53,1.4,adulto,avaliou,E55,3.3,7.6,procesado,
RP-00892,01-03-2025,Curitiba,mg,U306,A Santa Que Me Condena,fantasia sombria,14,33,10,,muito bom,105,2.5,juvenil,avaliou,E4,4.6,1.5,valido,
RP-00893,23/09/2025,Uberaba,SP,U370,A Santa Que Me Condena,darkromance,18,39,14,NA,NA,87,3.5,juvenil,,E89,3.6,9.3,,
RP-00894,05-10-2025,Goiânia,PR,U238,Im(pureza),darkromance,,12,24,NA,NA,57,2.8,juvenil,,E100,6.3,8.1,,
RP-00895,2025-07-19,São Paulo,MG,U348,A Santa Que Me Condena,fantasia,18,33,24,2.3,,18,4.7,sombrio,comentou,E43,5.5,7.2,,
RP-00896,2025-10-09,São Paulo,SP,U104,Sombras Eternas,fantasia sombria,,31,26,1.5,ruim,32,3.3,romance,avaliou,E40,1.7,9.1,valido,
RP-00897,2025-10-27,Goiânia,GO,U286,Sombras Eternas,fantasia sombria,18,30,12,NA,NA,69,4.8,adulto,curtiu,E66,2.7,5.8,valido,
RP-00898,2025-08-24,São Paulo,mg,U365,A Santa Que Me Condena,darkromance,livre,24,24,,muito bom,81,2.0,romance,comentou,E50,5.1,6.2,procesado,
RP-00899,2025-01-20,Curitiba,mg,U127,Sombras Eternas,fantasia_sombria,14,28,9,,ruim,98,1.1,romance,comentou,E5,5.5,5.5,procesado,
RP-00900,2025-03-25,São Paulo,mg,U201,A Santa Que Me Condena,infanto_juvenil,livre,24,13,4.6,muito bom,92,3.0,adulto,,E96,7.3,9.4,valido,
RP-00901,2025-02-20,São Paulo,PR,U172,A Santa Que Me Condena,fantasia sombria,,19,14,NA,,78,3.0,magia,,E38,7.2,9.7,procesado,
RP-00902,16/07/2025,Goiânia,GO,U4,Reino das Runas,darkromance,14,18,23,2.5,NA,62,4.5,aventura,avaliou,E53,6.3,4.7,procesado,
RP-00903,2025-10-14,São Paulo,SP,U78,Im(pureza),darkromance,18,23,11,NA,NA,99,1.7,romance,avaliou,E99,7.6,1.1,procesado,
RP-00904,2025-09-07,Curitiba,mg,U127,Sombras Eternas,infanto_juvenil,livre,37,30,NA,,67,1.3,magia,curtiu,E96,3.0,6.0,procesado,
RP-00905,2025-05-19,Uberaba,SP,U56,Reino das Runas,darkromance,,25,12,NA,muito bom,24,2.2,juvenil,comentou,E14,7.3,6.2,,
RP-00906,2025-05-03,Goiânia,PR,U170,Reino das Runas,darkromance,18,22,11,NA,NA,115,2.5,sombrio,curtiu,E3,5.4,8.0,procesado,
RP-00907,2025-02-05,São Paulo,MG,U100,A Santa Que Me Condena,darkromance,,13,17,1.1,,58,4.4,sombrio,,E13,1.8,4.9,procesado,
RP-00908,2025-02-04,Curitiba,mg,U38,Reino das Runas,fantasia,,36,13,NA,NA,116,1.7,aventura,comentou,E15,4.8,6.3,valido,
RP-00909,2025-06-04,São Paulo,MG,U290,Reino das Runas,fantasia sombria,livre,17,12,,NA,41,4.0,romance,,E42,6.2,4.6,,
RP-00910,2025-03-07,Uberaba,SP,U347,Sombras Eternas,darkromance,,35,17,,ruim,104,1.0,juvenil,avaliou,E56,1.6,5.0,procesado,
RP-00911,2025-05-06,Goiânia,GO,U155,Sombras Eternas,darkromance,14,20,4,NA,,67,2.5,adulto,avaliou,E34,2.6,7.3,valido,
RP-00912,2025-08-03,Uberaba,PR,U213,A Santa Que Me Condena,fantasia,14,33,19,1.8,NA,97,4.7,romance,curtiu,E26,5.2,5.0,procesado,
RP-00913,data_invalida,Curitiba,PR,U243,Sombras Eternas,darkromance,livre,21,26,,ruim,96,2.1,aventura,,E85,3.9,3.8,valido,
RP-00914,2025-04-27,Curitiba,PR,U211,A Santa Que Me Condena,fantasia sombria,livre,40,13,,ruim,38,4.4,adulto,,E82,3.7,3.5,valido,
RP-00915,2025-06-21,Goiânia,PR,U324,Sombras Eternas,fantasia_sombria,18,30,20,,NA,68,1.6,aventura,avaliou,E9,1.3,1.2,valido,
RP-00916,2025-08-14,Uberaba,MG,U156,Sombras Eternas,darkromance,18,30,14,,ruim,66,1.6,sombrio,avaliou,E22,7.3,2.2,,
RP-00917,2025-02-20,São Paulo,MG,U301,A Santa Que Me Condena,fantasia,,12,20,4.0,muito bom,42,1.8,romance,avaliou,E73,9.6,7.3,,
RP-00918,2025-07-06,São Paulo,PR,U87,Reino das Runas,fantasia sombria,,23,10,NA,muito bom,76,2.3,magia,comentou,E90,8.7,2.3,,
RP-00919,04/10/2025,Goiânia,mg,U193,Im(pureza),dark_romance,,20,26,4.7,,26,1.4,romance,avaliou,E25,6.0,3.5,valido,
RP-00920,2025-01-10,São Paulo,mg,U330,A Santa Que Me Condena,dark_romance,14,24,12,3.6,NA,29,1.4,aventura,,E65,9.3,9.0,valido,
RP-00921,2025-10-12,Uberaba,PR,U347,Sombras Eternas,darkromance,14,16,17,,ruim,41,2.0,magia,curtiu,E64,4.0,9.7,valido,
RP-00922,2025-08-14,São Paulo,GO,U274,Im(pureza),darkromance,,18,14,,muito bom,12,4.4,romance,avaliou,E68,9.1,2.6,procesado,
RP-00923,2025-10-28,São Paulo,SP,U17,Im(pureza),infanto_juvenil,18,35,5,,ruim,95,3.0,adulto,,E51,3.7,8.8,procesado,
RP-00924,2025-07-18,São Paulo,mg,U230,Reino das Runas,darkromance,livre,37,1,2.8,muito bom,84,1.2,aventura,avaliou,E81,7.0,6.2,procesado,
RP-00925,2025-06-17,Uberaba,PR,U94,A Santa Que Me Condena,darkromance,18,18,27,,muito bom,98,4.0,adulto,comentou,E57,4.1,8.8,procesado,
RP-00926,2025-02-11,Uberaba,GO,U6,Sombras Eternas,darkromance,14,39,23,,ruim,62,3.6,romance,curtiu,E24,9.9,8.7,valido,
RP-00927,2025-01-13,Curitiba,SP,U272,Sombras Eternas,fantasia,18,14,18,,,50,2.0,sombrio,comentou,E83,1.0,3.7,,
RP-00928,2025-01-21,Uberaba,GO,U384,Im(pureza),darkromance,18,34,7,NA,muito bom,83,1.9,adulto,comentou,E79,9.6,7.0,,
RP-00929,2025-05-24,Curitiba,mg,U10,A Santa Que Me Condena,fantasia sombria,14,27,29,2.8,,120,1.1,aventura,,E6,1.7,4.8,,
RP-00930,2025-09-01,Goiânia,PR,U223,A Santa Que Me Condena,fantasia sombria,18,37,2,2.0,ruim,58,1.2,sombrio,avaliou,E21,6.5,7.0,,
RP-00931,2025-10-07,Uberaba,MG,U352,Im(pureza),fantasia_sombria,18,25,1,2.4,NA,107,2.2,adulto,curtiu,E55,2.7,8.1,,
RP-00932,2025-10-25,Goiânia,MG,U93,Reino das Runas,infanto_juvenil,14,22,6,NA,muito bom,13,3.9,romance,,E86,7.5,1.2,,
RP-00933,2025-07-10,Goiânia,MG,U94,A Santa Que Me Condena,fantasia sombria,18,21,9,NA,NA,91,4.8,sombrio,avaliou,E25,5.5,6.4,procesado,
RP-00934,2025-09-24,Curitiba,MG,U272,A Santa Que Me Condena,fantasia sombria,14,31,9,1.6,NA,32,1.3,romance,curtiu,E55,6.2,2.7,,
RP-00935,07/05/2025,Goiânia,mg,U362,Reino das Runas,fantasia_sombria,,40,10,NA,ruim,79,1.6,magia,curtiu,E84,6.4,9.4,procesado,
RP-00936,2025-01-27,Goiânia,GO,U103,Reino das Runas,fantasia sombria,livre,22,19,4.9,muito bom,84,3.3,aventura,curtiu,E71,9.7,3.7,procesado,
RP-00937,2025-03-10,Goiânia,PR,U162,Im(pureza),fantasia sombria,,20,22,4.5,NA,103,3.2,juvenil,comentou,E3,1.6,9.4,procesado,
RP-00938,2025-09-21,São Paulo,SP,U298,Im(pureza),darkromance,livre,39,27,NA,NA,51,2.1,juvenil,avaliou,E82,3.1,2.1,valido,
RP-00939,2025-06-18,Goiânia,SP,U312,Reino das Runas,darkromance,18,26,16,,,82,3.7,adulto,avaliou,E100,1.5,5.0,valido,
RP-00940,23/04/2025,Curitiba,PR,U258,A Santa Que Me Condena,fantasia sombria,18,21,24,2.7,muito bom,61,2.3,juvenil,,E89,1.5,2.7,valido,
RP-00941,2025-02-01,Uberaba,mg,U305,A Santa Que Me Condena,infanto_juvenil,livre,40,27,4.3,,51,4.2,adulto,,E22,3.4,6.4,valido,
RP-00942,03/02/2025,Curitiba,mg,U68,Reino das Runas,fantasia sombria,18,21,6,1.3,ruim,57,2.1,aventura,avaliou,E81,4.4,7.8,valido,
RP-00943,2025-06-08,São Paulo,GO,U64,A Santa Que Me Condena,fantasia sombria,,33,4,4.1,,55,2.1,magia,curtiu,E77,3.9,2.1,procesado,
RP-00944,2025-04-22,Curitiba,PR,U205,Sombras Eternas,fantasia sombria,14,21,19,NA,,93,3.4,sombrio,curtiu,E48,1.5,5.4,,
RP-00945,04/06/2025,Uberaba,GO,U291,Reino das Runas,fantasia sombria,livre,19,18,,,26,1.4,magia,comentou,E74,5.9,8.6,,
RP-00946,2025-02-27,Goiânia,mg,U295,Sombras Eternas,fantasia sombria,18,22,11,,,89,2.2,adulto,curtiu,E48,6.7,1.6,,
RP-00947,2025-10-01,Goiânia,mg,U328,A Santa Que Me Condena,infanto_juvenil,livre,26,20,,muito bom,76,3.7,sombrio,curtiu,E87,3.2,2.6,valido,
RP-00948,10-09-2025,Uberaba,mg,U124,Reino das Runas,darkromance,,24,20,NA,ruim,68,4.5,aventura,avaliou,E27,9.3,5.1,,
RP-00949,data_invalida,Goiânia,GO,U53,A Santa Que Me Condena,fantasia sombria,,23,8,,NA,44,2.4,romance,curtiu,E43,2.9,4.6,,
RP-00950,2025-02-03,Uberaba,mg,U242,Im(pureza),fantasia sombria,,29,17,NA,ruim,98,3.3,magia,comentou,E76,4.0,6.5,,
RP-00951,2025-01-10,São Paulo,GO,U187,Sombras Eternas,darkromance,18,20,4,NA,ruim,82,1.3,magia,curtiu,E52,2.1,6.4,procesado,
RP-00952,2025-10-12,Curitiba,SP,U74,A Santa Que Me Condena,fantasia sombria,18,16,14,4.4,muito bom,100,3.5,juvenil,comentou,E100,8.3,4.3,,
RP-00953,2025-10-05,Curitiba,PR,U250,A Santa Que Me Condena,infanto_juvenil,14,38,6,NA,,83,3.9,juvenil,comentou,E51,4.4,9.6,valido,
RP-00954,2025-05-25,Uberaba,GO,U399,Reino das Runas,darkromance,18,13,22,1.5,muito bom,35,3.5,adulto,avaliou,E75,8.4,1.1,valido,
RP-00955,2025-01-22,Curitiba,PR,U50,Sombras Eternas,fantasia sombria,,39,9,,NA,9,4.7,magia,,E3,9.4,6.7,valido,
RP-00956,2025-08-28,São Paulo,PR,U399,Reino das Runas,fantasia,18,36,18,NA,ruim,8,3.2,sombrio,,E79,1.4,6.2,,
RP-00957,2025-03-22,Uberaba,PR,U14,A Santa Que Me Condena,fantasia sombria,,12,13,1.4,muito bom,120,1.6,juvenil,curtiu,E34,2.6,9.3,procesado,
RP-00958,05-21-2025,São Paulo,PR,U111,A Santa Que Me Condena,dark_romance,,39,9,1.0,NA,30,1.4,aventura,curtiu,E87,2.1,10.0,,
RP-00959,2025-02-06,Goiânia,SP,U185,Im(pureza),fantasia sombria,livre,37,22,NA,ruim,21,2.8,adulto,curtiu,E75,8.6,9.2,valido,
RP-00960,2025-02-18,Goiânia,GO,U111,Im(pureza),darkromance,18,29,4,3.7,,19,1.7,adulto,avaliou,E6,4.8,3.7,procesado,
RP-00961,2025-03-11,Curitiba,GO,U224,A Santa Que Me Condena,darkromance,18,13,13,NA,ruim,77,1.0,romance,,E70,2.1,9.3,valido,
RP-00962,2025-01-12,São Paulo,SP,U255,Reino das Runas,fantasia,livre,32,28,NA,ruim,63,2.4,juvenil,avaliou,E54,2.8,4.8,procesado,
RP-00963,2025-03-24,Curitiba,PR,U84,Im(pureza),fantasia_sombria,,17,8,NA,muito bom,104,5.0,adulto,curtiu,E97,4.9,10.0,,
RP-00964,2025-06-15,Uberaba,GO,U263,A Santa Que Me Condena,fantasia,18,12,21,,ruim,82,1.1,juvenil,avaliou,E24,6.9,7.8,valido,
RP-00965,2025-01-17,Curitiba,MG,U123,Im(pureza),fantasia sombria,livre,37,23,,NA,37,3.9,aventura,,E37,2.3,7.5,valido,
RP-00966,2025-02-02,Uberaba,mg,U37,Sombras Eternas,fantasia sombria,,12,21,,NA,57,2.0,magia,comentou,E72,2.3,8.6,,
RP-00967,2025-03-31,Goiânia,GO,U36,Reino das Runas,dark_romance,,21,2,4.0,,89,4.2,romance,comentou,E62,2.1,8.0,procesado,
RP-00968,data_invalida,Uberaba,SP,U91,A Santa Que Me Condena,darkromance,18,19,28,,ruim,67,4.2,magia,avaliou,E83,1.9,2.9,procesado,
RP-00969,2025-10-08,Goiânia,SP,U311,Sombras Eternas,darkromance,14,23,30,,NA,66,4.1,aventura,,E91,4.0,8.9,,
RP-00970,2025-10-22,São Paulo,SP,U101,Im(pureza),fantasia sombria,14,12,8,1.5,,14,3.4,aventura,,E32,9.8,8.7,valido,
RP-00971,2025-05-09,São Paulo,mg,U383,Reino das Runas,darkromance,18,26,21,,NA,66,3.8,magia,comentou,E11,1.1,2.1,,
RP-00972,2025-06-05,São Paulo,SP,U257,Reino das Runas,fantasia sombria,14,38,3,4.7,NA,36,2.3,romance,avaliou,E53,4.9,6.9,procesado,
RP-00973,2025-02-28,São Paulo,MG,U265,Im(pureza),darkromance,livre,31,3,NA,NA,32,1.1,magia,curtiu,E77,6.6,5.5,procesado,
RP-00974,2025-04-24,Goiânia,MG,U160,Im(pureza),fantasia sombria,14,35,17,,NA,54,4.8,juvenil,comentou,E56,3.7,5.5,valido,
RP-00975,19/04/2025,Goiânia,PR,U100,Reino das Runas,infanto_juvenil,18,22,11,2.3,ruim,95,3.7,romance,comentou,E86,9.4,1.3,valido,
RP-00976,2025-09-12,Curitiba,MG,U259,A Santa Que Me Condena,darkromance,14,28,10,,muito bom,97,4.1,romance,comentou,E15,3.5,7.0,procesado,
RP-00977,2025-01-27,Goiânia,mg,U396,A Santa Que Me Condena,darkromance,14,40,4,NA,ruim,41,2.2,romance,comentou,E62,8.8,4.4,,
RP-00978,31/08/2025,São Paulo,GO,U38,Reino das Runas,darkromance,livre,24,6,,,118,3.4,sombrio,,E93,9.6,7.4,procesado,
RP-00979,2025-03-10,Uberaba,GO,U87,A Santa Que Me Condena,darkromance,,12,23,1.5,ruim,88,4.8,juvenil,avaliou,E45,2.8,4.9,procesado,
RP-00980,2025-04-02,Goiânia,SP,U151,Reino das Runas,infanto_juvenil,,14,30,NA,muito bom,76,1.4,aventura,,E89,7.8,9.2,procesado,
RP-00981,2025-01-22,Goiânia,mg,U126,Sombras Eternas,infanto_juvenil,livre,14,1,,ruim,13,1.7,aventura,curtiu,E88,2.1,1.6,valido,
RP-00982,12/07/2025,Uberaba,SP,U220,Sombras Eternas,darkromance,14,17,3,3.2,ruim,80,2.2,aventura,comentou,E38,3.5,6.8,procesado,
RP-00983,2025-06-03,São Paulo,mg,U83,Im(pureza),darkromance,,15,24,,muito bom,119,3.3,juvenil,curtiu,E22,5.4,8.5,,
RP-00984,22/09/2025,Curitiba,MG,U14,A Santa Que Me Condena,fantasia sombria,18,17,13,NA,muito bom,86,2.1,magia,avaliou,E40,2.2,3.0,valido,
RP-00985,2025-06-02,Uberaba,SP,U182,Im(pureza),darkromance,,24,22,1.7,muito bom,62,3.4,adulto,curtiu,E27,1.4,8.3,,
RP-00986,03-08-2025,Uberaba,SP,U127,Im(pureza),darkromance,,18,24,3.8,NA,31,4.9,juvenil,comentou,E66,5.6,9.2,,
RP-00987,2025-09-21,São Paulo,PR,U89,Sombras Eternas,fantasia sombria,14,16,22,NA,ruim,15,1.3,sombrio,,E42,5.5,2.4,valido,
RP-00988,2025-09-20,Goiânia,PR,U100,A Santa Que Me Condena,fantasia sombria,livre,37,2,NA,,110,2.4,adulto,curtiu,E32,2.9,4.0,procesado,
RP-00989,13/06/2025,Goiânia,PR,U141,Reino das Runas,fantasia sombria,14,31,5,,muito bom,73,4.1,juvenil,avaliou,E11,4.6,9.4,,
RP-00990,30/07/2025,São Paulo,SP,U388,A Santa Que Me Condena,darkromance,14,34,14,NA,NA,16,3.7,sombrio,,E35,8.0,9.5,valido,
RP-00991,2025-09-01,Curitiba,GO,U371,Reino das Runas,darkromance,18,40,10,1.5,muito bom,71,2.2,adulto,comentou,E75,2.1,5.3,procesado,
RP-00992,2025-01-05,Curitiba,PR,U367,A Santa Que Me Condena,darkromance,livre,36,14,NA,ruim,95,2.2,adulto,comentou,E43,9.1,4.4,,
RP-00993,2025-06-12,Curitiba,SP,U101,Sombras Eternas,fantasia,livre,24,25,4.7,ruim,60,2.9,juvenil,avaliou,E21,7.5,7.1,valido,
RP-00994,2025-04-07,Uberaba,GO,U226,Sombras Eternas,darkromance,livre,34,7,NA,muito bom,58,2.2,romance,curtiu,E41,2.4,4.5,,
RP-00995,07-16-2025,Goiânia,MG,U256,Reino das Runas,darkromance,,31,1,NA,muito bom,2,1.4,aventura,avaliou,E100,5.5,9.7,procesado,
RP-00996,2025-08-06,Goiânia,SP,U192,A Santa Que Me Condena,darkromance,18,25,18,NA,muito bom,97,2.2,aventura,avaliou,E38,6.2,1.4,,
RP-00997,2025-05-27,São Paulo,PR,U91,Im(pureza),fantasia sombria,livre,13,3,,muito bom,39,2.9,sombrio,curtiu,E86,2.0,6.6,procesado,
RP-00998,2025-07-05,Curitiba,SP,U390,Reino das Runas,darkromance,,40,10,1.3,ruim,77,2.5,adulto,comentou,E51,8.2,4.0,procesado,
RP-00999,2025-06-27,São Paulo,PR,U295,Sombras Eternas,dark_romance,14,34,13,1.6,NA,20,4.6,sombrio,avaliou,E17,5.4,3.6,procesado,
RP-00000,09-01-2025,Goiânia,GO,U196,A Santa Que Me Condena,fantasia sombria,14,37,13,,,3,1.1,adulto,avaliou,E29,4.6,8.1,procesado,
RP-00001,2025-01-14,São Paulo,mg,U223,A Santa Que Me Condena,darkromance,18,35,20,NA,NA,79,2.3,sombrio,curtiu,E68,9.1,8.2,procesado,
RP-00002,2025-06-21,Goiânia,PR,U215,Sombras Eternas,fantasia,14,21,11,NA,,78,4.0,juvenil,,E90,6.1,8.6,procesado,
RP-00003,data_invalida,Goiânia,GO,U16,Reino das Runas,fantasia sombria,14,38,23,NA,NA,92,3.8,aventura,comentou,E79,9.0,8.5,valido,
RP-00004,17/06/2025,Uberaba,MG,U184,A Santa Que Me Condena,darkromance,18,38,9,NA,,7,4.4,juvenil,,E59,8.6,1.5,,
RP-00005,2025-01-30,Curitiba,SP,U354,Sombras Eternas,fantasia_sombria,14,40,17,NA,ruim,14,2.3,magia,,E36,2.9,3.8,procesado,
RP-00006,29/07/2025,São Paulo,PR,U352,Sombras Eternas,darkromance,livre,24,22,3.3,NA,34,3.6,sombrio,avaliou,E44,6.4,3.4,,
RP-00007,2025-03-19,Curitiba,GO,U356,A Santa Que Me Condena,darkromance,14,22,25,2.4,,115,1.9,sombrio,,E10,1.8,5.3,,
RP-00008,2025-05-25,Curitiba,GO,U301,A Santa Que Me Condena,darkromance,,39,22,NA,ruim,108,1.4,juvenil,curtiu,E21,3.6,10.0,procesado,
RP-00009,2025-07-17,Curitiba,SP,U125,Im(pureza),infanto_juvenil,livre,31,25,2.5,muito bom,117,5.0,juvenil,,E92,7.8,2.6,valido,
RP-00010,02/07/2025,Uberaba,PR,U281,A Santa Que Me Condena,fantasia sombria,18,28,26,NA,ruim,112,3.0,juvenil,curtiu,E65,5.6,5.8,,
RP-00011,data_invalida,São Paulo,mg,U188,Im(pureza),fantasia_sombria,,33,1,,NA,11,4.8,juvenil,,E52,6.2,8.3,,
RP-00012,2025-08-25,Curitiba,GO,U289,Reino das Runas,fantasia sombria,,36,18,,,96,3.4,romance,comentou,E6,6.9,5.7,procesado,
RP-00013,2025-04-30,Goiânia,MG,U155,A Santa Que Me Condena,dark_romance,14,18,9,NA,ruim,114,1.4,aventura,comentou,E72,9.5,9.4,valido,
RP-00014,22/07/2025,Uberaba,mg,U233,Reino das Runas,fantasia sombria,livre,27,10,4.2,muito bom,25,3.9,adulto,comentou,E63,6.2,2.2,procesado,
RP-00015,2025-06-16,São Paulo,MG,U204,Reino das Runas,fantasia sombria,,31,12,,muito bom,8,2.2,sombrio,avaliou,E44,3.9,8.2,valido,
RP-00016,2025-08-12,São Paulo,mg,U292,A Santa Que Me Condena,fantasia sombria,18,39,25,4.3,muito bom,14,2.3,aventura,avaliou,E77,1.2,7.8,procesado,
RP-00017,12/05/2025,Goiânia,GO,U85,Im(pureza),fantasia sombria,18,27,1,1.2,,30,4.0,juvenil,avaliou,E54,7.6,6.1,,
RP-00018,2025-05-28,Goiânia,SP,U42,Sombras Eternas,darkromance,,40,1,,NA,39,4.8,sombrio,curtiu,E77,6.7,3.2,procesado,
RP-00019,2025-02-06,Curitiba,SP,U276,Reino das Runas,fantasia,livre,26,15,NA,,115,4.2,magia,curtiu,E98,3.8,1.0,procesado,
