registro_id,data,ativo,setor,preco,volume,pl,roe,dy,volatilidade,perfil_usuario,rentabilidade_usuario,benchmark_ibov,taxa_operacao,recomendacao_ia,status_operacao,observacao
INV-00978,2025-02-19,WEGE3,mineracao,109.88,170308,35.52,8.02,0.03,3.88,conservador,-3.99,14.2,2.96,manter,cancelado,
INV-00979,data_invalida,ABEV3,industria,"87,56",123188,13.18,28.93,0.56,2.27,conservador,17.13,-7.41,4.5,comprar,procesado,
INV-00980,04/04/2025,BBDC4,energia,191.61,365868,32.42,17.75,0.9,0.67,conservador,-2.7,4.99,0.54,comprar,executado,
INV-00981,05/08/2025,PETR4,varejo,73.83,27201,12.38,25.32,0.27,4.89,agressivo,17.83,12.68,1.26,manter,cancelado,
INV-00982,2025-08-02,MGLU3,varejo,65.73,69489,28.83,20.36,1.16,4.87,conservador,-9.69,11.49,0.05,manter,pendente,
INV-00983,2025-09-20,WEGE3,industria,127.16,167003,22.71,19.86,6.0,2.28,agressivo,19.83,-5.89,3.87,vend,cancelado,
INV-00984,2025-01-14,ITUB4,mineracao,125.2,431711,18.41,28.13,2.79,2.99,conservador,-7.16,8.1,1.08,manter,procesado,
INV-00985,2025-05-02,PETR4,energia,152.56,402942,14.61,27.03,0.43,3.21,conservador,-2.93,8.05,3.82,venda,procesado,
INV-00986,2025-08-15,ABEV3,industria,113.19,104532,21.11,11.53,0.45,4.05,moderado,-11.39,5.68,1.95,compra,pendente,
INV-00987,2025-04-21,PETR4,industria,26.21,260878,21.74,6.12,4.45,3.25,agressivo,-13.42,4.18,1.24,venda,executado,
INV-00988,2025-09-20,BBDC4,energia,"60,91",105120,25.23,8.27,2.54,0.54,moderado,18.35,-2.58,4.5,comprar,cancelado,
INV-00989,2025-03-11,BBDC4,varejo,194.52,33600,34.75,14.04,2.71,4.24,conservador,23.95,-5.72,2.76,vend,pendente,
INV-00990,05-29-2025,VALE3,energia,196.33,132892,20.06,7.8,9.0,3.86,conservador,-9.25,8.11,0.44,manter,pendente,
INV-00991,2025-02-01,MGLU3,energia,147.38,338590,35.73,11.74,4.05,2.05,moderado,-9.02,13.51,0.78,manter,procesado,
INV-00992,2025-03-25,BBDC4,varejo,126.64,155494,30.19,18.24,7.08,2.47,agressivo,-1.76,9.03,4.65,comprar,procesado,
INV-00993,2025-08-08,WEGE3,mineracao,102.7,60960,16.34,17.11,3.56,4.28,moderado,20.24,-2.27,1.29,vend,procesado,
INV-00994,2025-06-27,MGLU3,banco,166.57,185909,36.64,29.82,5.61,2.85,conservador,-9.94,4.59,2.55,comprar,pendente,
INV-00995,2025-08-04,PETR4,mineracao,55.15,391808,34.16,6.3,9.27,3.13,conservador,11.56,12.46,4.8,comprar,pendente,
INV-00996,2025-07-14,MGLU3,mineracao,157.87,146169,27.08,17.59,2.63,0.8,moderado,2.59,-2.12,0.59,vend,cancelado,
INV-00997,03/08/2025,ABEV3,varejo,60.58,322665,38.28,21.42,3.9,1.07,conservador,2.39,-6.43,2.53,compra,executado,
INV-00998,2025-04-25,ITUB4,energia,68.05,338509,9.01,28.45,3.0,1.31,moderado,17.99,-5.66,4.18,venda,cancelado,
INV-00999,2025-06-29,WEGE3,mineracao,82.39,432867,37.5,21.9,7.9,0.99,moderado,20.02,11.35,4.81,compra,cancelado,
INV-00000,2025-05-16,WEGE3,varejo,61.36,350930,8.01,21.3,9.72,4.38,conservador,5.45,1.82,4.65,comprar,pendente,
INV-00001,2025-02-03,ITUB4,industria,159.65,373481,9.5,22.76,0.03,4.78,conservador,-19.85,-5.49,4.67,comprar,procesado,
INV-00002,2025-10-05,ITUB4,varejo,106.95,236098,14.64,28.56,6.47,4.27,conservador,3.47,-5.67,4.12,manter,cancelado,
INV-00003,2025-02-25,ABEV3,mineracao,"136,67",443428,14.37,23.7,9.11,3.0,agressivo,-10.64,-7.37,2.29,comprar,cancelado,
INV-00004,2025-08-29,ABEV3,mineracao,"40,56",150359,7.36,11.98,2.93,4.98,agressivo,2.26,-6.01,1.95,compra,procesado,
INV-00005,2025-05-31,BBDC4,energia,55.47,75098,11.04,6.79,3.49,2.95,conservador,3.45,-1.1,0.76,compra,procesado,
INV-00006,01-16-2025,ITUB4,banco,177.51,261387,7.37,9.56,6.05,4.19,conservador,-1.07,-2.49,3.26,compra,pendente,
INV-00007,2025-03-11,PETR4,energia,59.2,443434,8.36,20.01,4.48,3.75,moderado,-18.14,-2.97,0.73,vend,cancelado,
INV-00008,2025-03-01,VALE3,energia,195.8,101527,14.1,28.47,8.48,2.24,agressivo,14.07,2.41,4.39,comprar,executado,
INV-00009,2025-06-16,PETR4,varejo,57.52,165575,5.95,23.69,0.92,2.01,conservador,24.94,7.54,0.22,comprar,cancelado,
INV-00010,2025-03-30,BBDC4,banco,146.08,152513,16.42,28.42,1.02,3.45,conservador,-11.99,12.16,3.37,vend,pendente,
INV-00011,2025-08-13,WEGE3,industria,132.46,9413,36.82,22.52,9.88,4.05,conservador,3.99,-2.63,1.34,compra,procesado,
INV-00012,2025-08-15,VALE3,energia,32.52,117065,13.91,29.2,2.8,1.77,conservador,3.68,-9.89,0.4,vend,executado,
INV-00013,2025-09-23,ABEV3,industria,86.21,279130,33.33,10.86,8.49,3.2,conservador,-18.91,-6.01,1.88,venda,executado,
INV-00014,2025-04-14,WEGE3,banco,24.41,451143,34.92,16.97,7.18,0.65,conservador,12.65,13.52,3.14,vend,procesado,
INV-00015,2025-09-26,PETR4,banco,149.14,184627,38.01,13.12,6.88,2.97,conservador,18.22,-3.24,0.18,compra,cancelado,
INV-00016,12/03/2025,PETR4,mineracao,20.1,188161,29.66,27.55,8.1,1.73,moderado,9.37,12.96,0.05,venda,procesado,
INV-00017,2025-02-24,ABEV3,mineracao,"189,43",247367,24.68,16.37,9.26,4.01,conservador,5.25,13.84,3.33,manter,executado,
INV-00018,2025-05-03,VALE3,mineracao,47.77,347731,35.26,17.32,1.18,3.07,moderado,1.54,3.6,3.59,manter,pendente,
INV-00019,2025-04-29,BBDC4,varejo,88.6,276304,26.32,26.51,4.12,2.75,moderado,12.37,-1.24,2.13,venda,procesado,
