registro_id,data_ocorrencia,cidade,uf,bairro,latitude,longitude,canal_registro,tipo_ocorrencia,tempo_espera_min,tempo_preenchimento_bo_min,atendentes_disponiveis,turno,status_inquerito,tempo_resolucao_dias,bo_online_iniciado,bo_online_concluido,abandono_formulario,avaliacao_atendimento,chamados_190,bo_registrados,prioridade_triagem,status_registro,observacao
DD-00777,2025-07-04,Goiânia,GO,Planalto,-16.729101,-49.227064,app,fraude_online,3,38,2,manha,aberto,105,nao,nao,nao,1.12,5,3,baixa,,
DD-00778,2025-09-06,Salvador,BA,Centro,-13.041987,-38.423616,app,ameaca,19,11,6,madrugada,aberto,53,sim,sim,nao,2.87,35,24,baixa,procesado,
DD-00779,22/07/2025,Belo Horizonte,MG,Universitario,-19.981417,-43.866145,site,outros,4,37,1,tarde,concluido,63,sim,sim,nao,3.62,0,0,baixa,pendente,
DD-00780,2025-05-29,São Paulo,SP,Industrial,-23.560806,-46.648634,site,fraude_online,0,32,2,manha,arquivado,37,sim,sim,nao,2.74,26,10,media,cancelado,
DD-00781,17/07/2025,Belo Horizonte,MG,Morumbi,-19.900846,-43.856419,presencial,furto,52,32,1,manha,procesado,21,sim,sim,nao,"3,14",40,31,media,,
DD-00782,26/06/2025,salvador,BA,Centro,-12.943143,-38.45215,presencial,perda_documento,47,26,3,noite,,0,nao,nao,nao,5,24,21,baixa,validado,
DD-00783,2025-03-03,Curitiba,PR,Universitario,-25.475503,-49.230614,presencial,furto,0,27,2,tarde,em_andamento,54,sim,sim,nao,"2,61",10,4,baixa,cancelado,
DD-00784,2025-01-15,Uberlândia,MG,Industrial,-18.881617,-48.321544,presencial,ameaca,62,22,6,tarde,procesado,110,sim,sim,nao,2.2,27,20,media,,
DD-00785,2025-01-17,Campinas,SP,Planalto,-22.966363,-47.090848,app,fraude on-line,8,17,2,noite,arquivado,0,sim,sim,nao,"4,11",43,33,baixa,pendente,
DD-00786,2025-09-28,uberlândia,MG,Santa Maria,-18.839764,-48.283381,site,outros,10,20,4,manha,aberto,84,sim,sim,nao,3.59,26,17,alta,validado,
DD-00787,08/04/2025,Belo Horizonte,MG,Planalto,-19.839206,-43.883417,app,furto,7,18,6,noite,,41,sim,nao,sim,5,8,3,baixa,procesado,
DD-00788,2025-05-02,Curitiba,PR,Santa Maria,-25.502094,-49.256077,presencial,furto,81,26,1,tarde,arquivado,0,nao,nao,nao,3.89,34,30,media,cancelado,
DD-00789,2025-05-03,Curitiba,PR,Jardim America,-25.379447,-49.245647,presencial,furto,66,37,3,manha,,11,sim,sim,nao,"4,84",6,3,baixa,procesado,
DD-00790,2025-09-13,Curitiba,pr,Centro,-25.472666,-49.28239,presencial,furto,38,11,4,tarde,arquivado,29,nao,nao,nao,3.26,53,37,alta,,
DD-00791,data_invalida,Uberlândia,MG,Jardim America,-18.980742,-48.336573,app,furto,13,32,4,manha,procesado,17,sim,sim,nao,4.42,0,0,media,pendente,
DD-00792,2025-07-28,belo horizonte,MG,Jardim America,-19.942612,-43.880477,presencial,furto,41,24,4,noite,aberto,45,nao,nao,nao,3.74,29,11,baixa,,
DD-00793,05/01/2025,Curitiba,pr,Morumbi,-25.362588,-49.333959,presencial,ameaca,57,24,1,tarde,em_andamento,97,sim,sim,nao,"4,52",19,11,baixa,validado,
DD-00794,2025-07-31,Uberlândia,MG,Universitario,-18.849231,-48.240893,presencial,fraude_online,60,45,3,noite,em_andamento,29,sim,nao,sim,3.61,7,5,baixa,,
DD-00795,04-02-2025,Goiânia,GO,Morumbi,-16.67536,-49.268308,presencial,perda_doc,89,41,3,manha,em_andamento,16,sim,nao,sim,3.26,29,14,baixa,pendente,
DD-00796,06-18-2025,Goiânia,GO,Boa Vista,"-16,686321","-49,281127",presencial,ameaca,58,18,3,noite,concluido,135,sim,sim,nao,3.59,14,9,media,,
DD-00797,2025-03-31,São Paulo,SP,Centro,-23.595854,-46.602148,presencial,roubo_celular,26,29,4,tarde,arquivado,0,nao,nao,nao,3.95,24,8,baixa,cancelado,
DD-00798,2025-05-06,Uberlândia,MG,Planalto,-18.968395,-48.327479,totem,fraude on-line,69,36,4,manha,concluido,35,sim,nao,sim,2.6,37,15,media,procesado,
DD-00799,19/10/2025,Belo Horizonte,MG,Centro,"-19,950263",-43.952179,presencial,perda_documento,45,18,5,manha,concluido,0,sim,sim,nao,3.01,47,29,media,cancelado,
DD-00800,2025-07-01,Curitiba,PR,Centro,-25.431016,-49.352198,presencial,furto,62,20,4,tarde,em_andamento,10,sim,sim,nao,3.1,37,31,alta,validado,
DD-00801,2025-08-05,Salvador,BA,Centro,-13.013735,-38.482128,app,fraude_online,11,24,3,manha,arquivado,26,sim,sim,nao,4.4,67,31,media,pendente,
DD-00802,2025-02-20,Goiânia,go,Morumbi,-16.735453,-49.209987,presencial,fraude_online,9,25,5,manha,procesado,58,sim,nao,sim,4.24,0,0,media,pendente,
DD-00803,2025-08-04,Curitiba,PR,Centro,-25.412576,-49.276775,presencial,perda_documento,0,20,4,madrugada,arquivado,147,nao,nao,nao,"1,93",25,15,baixa,pendente,
DD-00804,2025-10-15,Goiânia,GO,Industrial,-16.649855,-49.22749,app,furto,0,23,1,manha,em_andamento,46,nao,nao,nao,"4,1",5,3,urgente,pendente,
DD-00805,2025-01-27,são paulo,SP,Santa Maria,-23.478291,-46.643357,site,perda_doc,2,35,4,manha,,107,nao,nao,nao,"4,44",0,0,baixa,procesado,
DD-00806,2025-04-28,Belo Horizonte,MG,Universitario,-19.873931,-44.004477,presencial,roubo celular,54,17,1,manha,,35,sim,sim,nao,2.57,17,10,baixa,,
DD-00807,07/03/2025,Uberaba,MG,Universitario,-19.685907,-47.918692,app,furto,0,17,5,madrugada,arquivado,20,nao,nao,nao,4.0,4,3,media,validado,
DD-00808,28/03/2025,Belo Horizonte,MG,Boa Vista,-19.858119,"-43,867759",presencial,ameaca,38,11,4,tarde,procesado,73,sim,sim,nao,3.04,30,17,urgente,pendente,
DD-00809,data_invalida,Campinas,SP,Santa Maria,-22.866323,-47.098661,presencial,roubo_celular,17,29,1,tarde,concluido,34,sim,sim,nao,4.28,0,0,baixa,validado,
DD-00810,2025-08-24,Uberlândia,MG,Santa Maria,-18.879561,-48.209232,app,furto,16,16,5,tarde,concluido,67,sim,sim,nao,"3,87",53,26,media,procesado,
DD-00811,2025-05-08,Salvador,ba,Industrial,"-12,959647",-38.50946,presencial,furto,99,40,6,manha,,51,sim,sim,nao,5,67,36,baixa,,
DD-00812,2025-04-23,Belo Horizonte,mg,Universitario,"-19,868591",-43.859744,presencial,fraude_online,35,21,3,tarde,procesado,72,sim,sim,nao,4.46,43,20,media,,
DD-00813,2025-06-20,Campinas,SP,Jardim America,-22.838084,-47.138422,presencial,outros,0,5,6,manha,arquivado,97,sim,sim,nao,"2,94",25,16,baixa,,
DD-00814,2025-06-03,Belo Horizonte,MG,Planalto,-19.928184,-43.914526,presencial,furto,60,28,1,tarde,aberto,38,sim,nao,sim,2.29,9,4,baixa,cancelado,
DD-00815,data_invalida,Belo Horizonte,MG,Centro,-19.868689,-43.861056,app,ameaca,13,27,6,manha,em_andamento,81,sim,sim,nao,3.64,20,13,media,procesado,
DD-00816,2025-02-27,Curitiba,PR,Industrial,"-25,421933","-49,228749",site,furto,5,19,4,tarde,arquivado,0,sim,nao,sim,"2,79",22,8,baixa,validado,
DD-00817,2025-06-19,Goiânia,GO,Universitario,-16.609259,"-49,313288",site,fraude_online,6,21,3,manha,em_andamento,75,sim,sim,nao,"1,86",22,13,baixa,procesado,
DD-00818,2025-09-06,Salvador,BA,Planalto,"-12,992666",-38.522826,presencial,outros,17,28,5,manha,aberto,101,nao,nao,nao,"4,54",8,3,baixa,,
DD-00819,31/01/2025,Goiânia,GO,Jardim America,-16.662962,-49.313017,site,roubo_celular,6,23,1,noite,aberto,61,sim,nao,sim,3.7,20,15,alta,procesado,
DD-00820,2025-09-25,Uberlândia,MG,Santa Maria,-18.9802,-48.281713,presencial,fraude_online,17,29,3,tarde,concluido,95,nao,nao,nao,3.91,0,0,alta,cancelado,
DD-00821,data_invalida,Belo Horizonte,MG,Industrial,"-19,861787",-43.997395,site,furto,10,20,3,madrugada,,55,sim,sim,nao,3.12,12,4,media,cancelado,
DD-00822,2025-03-29,Goiânia,GO,Planalto,-16.694793,-49.248823,presencial,furto,,29,2,manha,,0,nao,nao,nao,2.38,7,5,baixa,validado,
DD-00823,2025-09-29,são paulo,SP,Boa Vista,"-23,549575",-46.68565,presencial,perda_documento,33,29,2,madrugada,procesado,42,sim,sim,nao,"4,33",36,21,alta,procesado,
DD-00824,2025-07-20,São Paulo,SP,Boa Vista,-23.481584,-46.573305,presencial,fraude_online,46,40,5,manha,aberto,4,sim,sim,nao,3.1,21,18,baixa,procesado,
DD-00825,2025-04-28,Uberaba,MG,Santa Maria,-19.739458,-47.86015,site,outros,0,44,7,noite,aberto,24,sim,sim,nao,1.85,8,3,baixa,,
DD-00826,2025-04-13,Campinas,sp,Santa Maria,-22.964721,-47.110251,presencial,ameaca,73,17,4,tarde,,55,nao,nao,nao,4.59,34,15,alta,validado,
DD-00827,2025-01-14,Campinas,SP,Industrial,-22.839023,-47.109863,presencial,furto,10,23,3,tarde,arquivado,0,sim,nao,sim,3.75,0,0,baixa,pendente,
DD-00828,06/02/2025,Goiânia,GO,Boa Vista,"-16,750113",-49.212384,presencial,fraude on-line,33,30,6,tarde,em_andamento,2,sim,sim,nao,1.39,5,3,alta,pendente,
DD-00829,2025-07-04,Curitiba,PR,Boa Vista,-25.419096,"-49,295109",presencial,fraude on-line,0,13,3,madrugada,concluido,55,nao,nao,nao,3.42,11,9,media,validado,
DD-00830,data_invalida,Uberaba,MG,Planalto,-19.79604,"-47,952846",presencial,fraude_online,52,14,1,manha,,70,sim,nao,sim,2.11,14,6,alta,procesado,
DD-00831,2025-07-14,Goiânia,GO,Industrial,-16.754429,-49.303915,app,furto,3,26,4,tarde,em_andamento,47,sim,nao,sim,2.48,34,25,media,,
DD-00832,2025-03-13,Salvador,BA,Centro,-12.94562,"-38,422149",site,furto,6,34,5,tarde,aberto,62,sim,nao,sim,4.12,27,21,baixa,procesado,
DD-00833,2025-10-17,Curitiba,PR,Universitario,-25.372051,-49.296014,presencial,roubo_celular,47,33,1,tarde,arquivado,19,sim,sim,nao,4.69,0,0,alta,cancelado,
DD-00834,2025-01-23,Uberlândia,MG,Morumbi,-18.993684,-48.277069,presencial,furto,,15,1,tarde,arquivado,0,sim,sim,nao,1.87,26,14,baixa,validado,
DD-00835,2025-10-23,Belo Horizonte,MG,Santa Maria,-19.941876,-44.000443,presencial,fraude_online,72,18,6,noite,procesado,12,sim,sim,nao,3.0,27,13,baixa,cancelado,
DD-00836,2025-03-21,São Paulo,SP,Industrial,"-23,485514",-46.593162,site,furto,0,8,4,noite,concluido,89,sim,nao,sim,3.26,38,32,baixa,pendente,
DD-00837,data_invalida,Goiânia,go,Boa Vista,-16.709985,-49.316596,site,fraude on-line,9,20,2,tarde,procesado,0,nao,nao,nao,2.97,24,13,alta,pendente,
DD-00838,2025-07-29,Salvador,BA,Santa Maria,-13.021113,"-38,547249",presencial,furto,64,20,1,manha,arquivado,97,sim,sim,nao,4.31,34,26,alta,validado,
DD-00839,2025-04-25,Campinas,SP,Santa Maria,-22.9764,-47.026361,presencial,furto,73,22,2,noite,em_andamento,54,nao,nao,nao,4.21,44,27,media,procesado,
DD-00840,2025-08-26,São Paulo,SP,Boa Vista,-23.591042,-46.591859,presencial,furto,91,19,1,manha,procesado,18,nao,nao,nao,4.08,9,5,media,validado,
DD-00841,2025-04-04,uberaba,MG,Centro,-19.820904,-47.883312,site,perda_documento,,4,3,manha,arquivado,14,sim,sim,nao,3.22,50,36,baixa,cancelado,
DD-00842,2025-05-21,Uberaba,MG,Industrial,-19.676143,-47.903253,site,fraude_online,10,29,4,tarde,em_andamento,37,nao,nao,nao,0.79,61,32,baixa,,
DD-00843,2025-08-25,Uberaba,mg,Santa Maria,"-19,6909","-47,963909",presencial,furto,89,24,4,manha,concluido,82,nao,nao,nao,5,26,19,media,pendente,
DD-00844,2025-04-25,Curitiba,PR,Universitario,-25.361171,-49.318229,presencial,fraude_online,0,13,3,tarde,procesado,69,sim,nao,sim,3.77,45,29,baixa,validado,
DD-00845,08-09-2025,Salvador,BA,Centro,-12.928333,-38.55556,presencial,furto,51,30,2,manha,em_andamento,36,sim,sim,nao,"3,4",16,12,media,validado,
DD-00846,10-28-2025,Belo Horizonte,MG,Centro,-19.979726,-44.005519,presencial,furto,65,50,4,madrugada,arquivado,73,sim,sim,nao,3.42,56,35,baixa,cancelado,
DD-00847,2025-07-30,Belo Horizonte,mg,Jardim America,-19.907731,"-43,943566",site,ameaca,0,31,2,tarde,em_andamento,60,sim,sim,nao,4.17,54,34,alta,procesado,
DD-00848,2025-05-27,Curitiba,PR,Jardim America,-25.502374,-49.276973,totem,roubo_celular,84,14,3,tarde,em_andamento,142,sim,sim,nao,3.19,24,9,baixa,pendente,
DD-00849,29/06/2025,Salvador,BA,Universitario,-13.025149,-38.564666,presencial,roubo_celular,97,24,4,noite,procesado,0,nao,nao,nao,3.0,0,0,media,cancelado,
DD-00850,2025-04-20,Salvador,BA,Planalto,-12.948926,-38.531515,presencial,fraude_online,82,29,6,noite,arquivado,83,sim,sim,nao,5,30,22,media,cancelado,
DD-00851,2025-06-23,Belo Horizonte,MG,Santa Maria,-19.881565,-43.892539,site,furto,12,38,1,tarde,em_andamento,27,nao,nao,nao,"3,45",10,5,baixa,procesado,
DD-00852,2025-03-30,Uberaba,MG,Centro,-19.684842,-47.945506,presencial,fraude_online,0,27,1,manha,em_andamento,39,sim,sim,nao,5,9,7,baixa,cancelado,
DD-00853,2025-05-05,Curitiba,PR,Morumbi,-25.351349,-49.196724,presencial,outros,55,43,5,noite,aberto,20,sim,sim,nao,4.69,0,0,baixa,pendente,
DD-00854,2025-02-12,Curitiba,PR,Morumbi,-25.481916,-49.335174,site,roubo celular,12,36,6,manha,arquivado,0,sim,sim,nao,5,52,40,baixa,,
DD-00855,2025-04-17,Uberaba,MG,Boa Vista,-19.725459,"-47,880576",presencial,furto,74,16,3,manha,,55,nao,nao,nao,3.85,52,29,baixa,cancelado,
DD-00856,2025-02-05,Goiânia,GO,Industrial,-16.701069,"-49,296858",totem,outros,56,4,1,tarde,em_andamento,30,nao,nao,nao,5,17,12,media,procesado,
DD-00857,09-27-2025,uberlândia,MG,Centro,"-18,993948",-48.29366,app,furto,14,23,2,manha,,119,sim,sim,nao,5,44,36,baixa,,
DD-00858,data_invalida,Salvador,BA,Boa Vista,"-12,991157",-38.565847,site,ameaca,5,21,3,manha,,70,sim,sim,nao,2.15,36,29,baixa,pendente,
DD-00859,2025-06-08,belo horizonte,MG,Planalto,-19.956753,-43.92991,totem,fraude_online,8,4,4,noite,procesado,79,sim,nao,sim,4.22,32,27,baixa,,
DD-00860,2025-09-14,Uberlândia,mg,Industrial,-18.948433,-48.209649,totem,perda_documento,45,32,8,noite,em_andamento,43,sim,sim,nao,2.6,34,30,media,procesado,
DD-00861,2025-06-29,Belo Horizonte,MG,Santa Maria,-19.852494,-43.951065,presencial,fraude on-line,13,36,5,manha,concluido,56,sim,sim,nao,3.55,49,31,alta,procesado,
DD-00862,data_invalida,Campinas,SP,Centro,"-22,929389",-47.103271,site,furto,2,38,2,manha,aberto,56,sim,sim,nao,3.81,36,29,baixa,pendente,
DD-00863,2025-09-05,Curitiba,PR,Jardim America,-25.432188,-49.23711,app,perda_documento,4,16,2,noite,concluido,40,sim,sim,nao,"2,47",23,14,baixa,pendente,
DD-00864,2025-03-13,Curitiba,PR,Morumbi,"-25,478581",-49.248116,presencial,ameaca,65,19,4,tarde,concluido,0,sim,nao,sim,3.55,34,24,media,,
DD-00865,2025-04-14,Uberlândia,MG,Santa Maria,-18.964069,-48.232023,presencial,fraude_online,75,24,1,noite,arquivado,24,sim,sim,nao,2.71,21,8,baixa,procesado,
DD-00866,2025-02-24,Uberaba,MG,Centro,-19.800714,-47.902527,presencial,furto,54,11,8,manha,aberto,37,sim,nao,sim,2.56,8,4,baixa,,
DD-00867,2025-10-10,Belo Horizonte,MG,Santa Maria,-19.945627,-44.010527,presencial,roubo_celular,55,16,4,manha,concluido,17,sim,sim,nao,3.28,42,21,media,validado,
DD-00868,2025-03-25,Uberlândia,MG,Boa Vista,-18.844964,-48.270421,app,fraude_online,8,18,5,tarde,,49,sim,sim,nao,4.04,19,13,baixa,,
DD-00869,2025-05-15,belo horizonte,MG,Industrial,-19.972892,-43.990035,presencial,roubo_celular,8,36,2,tarde,aberto,17,sim,sim,nao,"4,19",3,2,baixa,cancelado,
DD-00870,17/07/2025,belo horizonte,MG,Santa Maria,-19.839999,-43.863967,presencial,outros,84,23,4,tarde,procesado,32,sim,sim,nao,5,31,15,baixa,cancelado,
DD-00871,2025-01-16,Uberlândia,MG,Centro,-18.957387,"-48,34129",presencial,furto,1,21,3,noite,procesado,63,nao,nao,nao,4.13,42,20,media,cancelado,
DD-00872,2025-03-04,São Paulo,SP,Universitario,-23.576183,-46.608555,app,furto,16,26,3,tarde,procesado,71,sim,nao,sim,3.89,35,19,media,procesado,
DD-00873,2025-05-03,Curitiba,PR,Boa Vista,-25.502925,"-49,249942",presencial,outros,48,31,4,manha,concluido,106,sim,sim,nao,2.59,40,15,alta,validado,
DD-00874,2025-07-29,Goiânia,GO,Boa Vista,"-16,679579",-49.257668,presencial,perda_documento,84,29,1,tarde,arquivado,36,sim,nao,sim,2.88,51,28,baixa,validado,
DD-00875,21/09/2025,Curitiba,PR,Santa Maria,-25.414828,"-49,25235",site,fraude on-line,6,22,1,tarde,arquivado,104,sim,sim,nao,3.09,52,21,baixa,validado,
DD-00876,2025-04-27,Salvador,BA,Santa Maria,"-12,997534",-38.453706,site,furto,6,29,4,noite,em_andamento,45,sim,nao,sim,3.46,4,2,media,cancelado,
DD-00877,04-15-2025,belo horizonte,MG,Industrial,-19.902128,"-43,897144",site,fraude_online,12,9,2,madrugada,procesado,69,sim,sim,nao,1.61,22,18,alta,pendente,
DD-00878,2025-01-28,Uberlândia,MG,Industrial,-18.899756,-48.22266,app,ameaca,0,20,3,noite,procesado,15,sim,sim,nao,4.83,32,25,baixa,pendente,
DD-00879,2025-01-08,Salvador,BA,Universitario,-12.941421,-38.521839,app,fraude_online,0,15,4,tarde,concluido,56,sim,sim,nao,3.48,28,14,media,pendente,
DD-00880,2025-01-07,Uberaba,MG,Centro,"-19,806215",-48.002644,site,furto,15,29,5,tarde,concluido,43,sim,sim,nao,2.69,4,1,baixa,validado,
DD-00881,2025-03-26,Uberaba,MG,Boa Vista,-19.758598,-47.91644,site,furto,15,19,5,noite,arquivado,13,sim,nao,sim,"2,44",10,5,baixa,procesado,
DD-00882,2025-03-09,Uberaba,MG,Centro,-19.698229,"-47,894748",presencial,ameaca,36,26,5,noite,em_andamento,22,nao,nao,nao,2.84,45,20,baixa,procesado,
DD-00883,2025-01-13,Salvador,BA,Boa Vista,"-13,048931",-38.575,site,fraude_online,8,15,3,tarde,em_andamento,41,sim,sim,nao,2.52,19,12,baixa,validado,
DD-00884,2025-07-06,São Paulo,sp,Jardim America,-23.506987,-46.588037,presencial,ameaca,48,22,4,noite,,13,sim,sim,nao,3.42,49,22,baixa,procesado,
DD-00885,2025-04-08,Uberlândia,MG,Planalto,-18.846848,"-48,208164",presencial,furto,23,25,3,noite,,0,sim,sim,nao,3.12,3,2,baixa,pendente,
DD-00886,2025-08-09,belo horizonte,MG,Universitario,-19.919373,-43.992847,app,perda_documento,8,22,1,tarde,concluido,19,sim,sim,nao,1.73,29,24,baixa,validado,
DD-00887,2025-03-29,Goiânia,GO,Boa Vista,-16.709965,-49.259734,presencial,perda_documento,19,33,5,manha,procesado,18,sim,sim,nao,2.0,19,14,baixa,,
DD-00888,2025-05-05,Curitiba,PR,Industrial,-25.36216,-49.243574,app,furto,7,4,6,tarde,concluido,54,sim,nao,sim,5,58,34,media,,
DD-00889,2025-08-29,Salvador,BA,Morumbi,-12.914211,-38.559056,site,furto,0,23,4,noite,arquivado,1,sim,sim,nao,3.71,19,13,alta,procesado,
DD-00890,2025-05-14,Curitiba,PR,Industrial,-25.421027,-49.261823,presencial,furto,71,17,4,tarde,arquivado,60,nao,nao,nao,1.84,3,1,media,procesado,
DD-00891,2025-09-05,São Paulo,SP,Santa Maria,-23.508446,-46.64431,presencial,fraude_online,56,23,5,noite,arquivado,57,sim,sim,nao,4.16,36,20,baixa,procesado,
DD-00892,2025-08-03,Uberlândia,MG,Boa Vista,-18.945566,-48.32292,site,ameaca,0,8,2,tarde,aberto,107,sim,sim,nao,4.16,23,17,baixa,,
DD-00893,2025-08-22,salvador,BA,Industrial,"-13,011483",-38.533487,app,furto,6,23,7,manha,,46,nao,nao,nao,"4,75",24,19,baixa,cancelado,
DD-00894,2025-04-07,Goiânia,GO,Industrial,-16.723565,-49.231891,site,roubo_celular,13,3,3,madrugada,procesado,51,nao,nao,nao,3.04,38,16,media,,
DD-00895,28/04/2025,Goiânia,GO,Boa Vista,-16.634429,-49.217538,presencial,fraude_online,0,2,3,noite,arquivado,59,nao,nao,nao,"3,56",31,12,baixa,pendente,
DD-00896,2025-07-17,Curitiba,PR,Planalto,-25.488147,-49.26038,presencial,roubo celular,0,23,4,manha,arquivado,82,nao,nao,nao,2.25,53,40,alta,,
DD-00897,2025-09-27,belo horizonte,MG,Planalto,-19.879175,-43.874101,presencial,perda_documento,73,24,5,tarde,,21,sim,sim,nao,1.29,8,5,media,validado,
DD-00898,2025-10-24,Belo Horizonte,MG,Planalto,-19.937932,-43.919602,presencial,fraude_online,70,19,8,madrugada,concluido,0,nao,nao,nao,3.06,44,39,media,cancelado,
DD-00899,03-20-2025,Uberaba,MG,Centro,"-19,681685",-47.950093,presencial,fraude_online,27,31,7,tarde,concluido,38,sim,sim,nao,4.73,32,27,baixa,,
DD-00900,2025-09-02,São Paulo,SP,Santa Maria,-23.59463,-46.706912,site,fraude_online,9,30,5,tarde,,15,sim,sim,nao,5,22,11,baixa,validado,
DD-00901,2025-06-04,São Paulo,SP,Centro,"-23,490769",-46.691178,site,roubo celular,,11,2,manha,arquivado,0,nao,nao,nao,4.32,30,23,baixa,pendente,
DD-00902,2025-07-06,Campinas,SP,Jardim America,-22.971577,-47.131917,site,fraude_online,12,24,4,manha,procesado,33,sim,sim,nao,2.88,35,22,baixa,cancelado,
DD-00903,01-25-2025,Uberaba,MG,Morumbi,"-19,821479",-47.873443,presencial,furto,86,6,4,tarde,em_andamento,12,nao,nao,nao,"4,65",51,31,media,,
DD-00904,2025-07-12,Uberaba,MG,Morumbi,"-19,727276",-47.971681,presencial,fraude_online,0,32,4,manha,aberto,48,sim,nao,sim,5,7,4,alta,pendente,
DD-00905,2025-05-05,Curitiba,PR,Jardim America,-25.434763,-49.249327,site,furto,21,36,4,manha,,141,sim,sim,nao,"3,73",23,11,baixa,cancelado,
DD-00906,2025-01-09,goiânia,GO,Boa Vista,-16.618388,-49.309539,site,roubo_celular,6,14,4,noite,,1,sim,nao,sim,4.94,7,4,baixa,pendente,
DD-00907,2025-09-10,Belo Horizonte,MG,Morumbi,-19.955127,"-43,946536",presencial,roubo_celular,57,21,4,noite,procesado,68,sim,nao,sim,2.31,39,29,baixa,validado,
DD-00908,16/01/2025,Uberlândia,MG,Jardim America,-18.924598,-48.31467,site,perda_documento,0,5,5,manha,,103,sim,sim,nao,5,41,26,baixa,cancelado,
DD-00909,data_invalida,campinas,SP,Morumbi,-22.919155,-47.070535,presencial,fraude_online,48,20,7,madrugada,concluido,75,nao,nao,nao,3.3,14,5,baixa,validado,
DD-00910,2025-04-25,Campinas,SP,Boa Vista,-22.908479,-47.061415,presencial,roubo_celular,9,25,3,tarde,aberto,9,nao,nao,nao,4.08,5,2,media,validado,
DD-00911,2025-08-18,Uberlândia,MG,Boa Vista,-18.967062,"-48,212411",site,roubo_celular,4,37,5,tarde,arquivado,15,sim,sim,nao,5,37,14,media,validado,
DD-00912,2025-05-23,Campinas,SP,Morumbi,"-22,914943",-47.076438,totem,furto,54,23,1,tarde,concluido,107,sim,sim,nao,"1,32",1,0,urgente,cancelado,
DD-00913,2025-10-21,Salvador,BA,Santa Maria,-12.945178,-38.49147,presencial,furto,33,18,6,noite,arquivado,69,nao,nao,nao,2.63,22,19,media,procesado,
DD-00914,2025-01-13,belo horizonte,MG,Jardim America,-19.944216,-43.973127,presencial,furto,,29,4,tarde,em_andamento,30,sim,nao,sim,5,10,4,media,validado,
DD-00915,2025-01-18,Salvador,BA,Morumbi,-12.945918,-38.443159,presencial,outros,20,13,2,tarde,,40,sim,sim,nao,1.3,60,22,baixa,procesado,
DD-00916,2025-05-28,Uberaba,MG,Boa Vista,-19.81543,-47.938152,site,furto,3,25,5,tarde,aberto,34,nao,nao,nao,"2,79",15,13,media,procesado,
DD-00917,2025-06-02,Belo Horizonte,MG,Industrial,-19.917822,-43.962653,presencial,perda_documento,,21,2,noite,,54,sim,nao,sim,4.14,10,8,baixa,,
DD-00918,2025-02-01,Salvador,BA,Planalto,-12.962663,-38.507785,site,furto,12,30,7,manha,procesado,54,sim,nao,sim,2.43,0,0,baixa,pendente,
DD-00919,2025-10-23,Belo Horizonte,MG,Jardim America,"-19,985008",-43.89268,site,roubo_celular,11,20,4,tarde,aberto,20,sim,sim,nao,"1,39",16,7,alta,cancelado,
DD-00920,data_invalida,Curitiba,PR,Planalto,-25.358974,"-49,269649",site,perda_documento,11,41,3,tarde,em_andamento,20,nao,nao,nao,3.87,39,13,urgente,,
DD-00921,2025-01-16,São Paulo,SP,Jardim America,-23.628633,-46.706225,presencial,ameaca,58,31,4,manha,,62,sim,sim,nao,3.16,1,0,baixa,pendente,
DD-00922,2025-07-08,Goiânia,GO,Planalto,-16.622629,-49.199655,app,outros,12,19,3,manha,procesado,76,sim,sim,nao,4.06,14,5,media,procesado,
DD-00923,2025-04-04,Belo Horizonte,MG,Planalto,"-19,934879",-43.949449,presencial,fraude_online,54,35,5,manha,em_andamento,100,sim,sim,nao,4.41,2,1,media,procesado,
DD-00924,04-11-2025,Belo Horizonte,mg,Universitario,-19.937961,-43.903284,presencial,perda_documento,35,33,4,noite,,10,sim,sim,nao,3.55,40,17,baixa,validado,
DD-00925,09-08-2025,Belo Horizonte,mg,Santa Maria,-19.926804,-43.972047,presencial,perda_documento,24,28,5,noite,,47,nao,nao,nao,2.56,13,11,baixa,validado,
DD-00926,2025-05-07,Belo Horizonte,MG,Jardim America,-19.942705,-43.973019,presencial,fraude_online,54,36,6,manha,arquivado,66,sim,sim,nao,1.33,20,9,baixa,procesado,
DD-00927,2025-10-07,Salvador,BA,Industrial,-12.951887,-38.568993,presencial,roubo_celular,31,33,4,noite,arquivado,31,sim,sim,nao,"4,9",16,13,baixa,,
DD-00928,2025-10-23,Uberlândia,MG,Planalto,-18.866363,-48.316811,site,furto,4,28,5,madrugada,arquivado,68,sim,nao,sim,3.54,24,21,alta,,
DD-00929,2025-06-03,belo horizonte,MG,Boa Vista,-19.994719,-43.965933,site,ameaca,0,26,2,noite,aberto,52,sim,sim,nao,4.21,40,34,media,cancelado,
DD-00930,2025-06-30,Belo Horizonte,mg,Universitario,-19.945672,-44.007135,presencial,roubo celular,0,20,4,tarde,,56,sim,sim,nao,3.22,49,33,baixa,procesado,
DD-00931,17/09/2025,Curitiba,PR,Santa Maria,-25.491865,-49.254156,site,perda_documento,19,28,3,noite,em_andamento,68,sim,sim,nao,5,25,22,baixa,cancelado,
DD-00932,05-13-2025,Belo Horizonte,MG,Planalto,"-19,882495",-44.013276,presencial,perda_doc,27,28,3,noite,,63,sim,sim,nao,5,26,20,baixa,cancelado,
