registro_id,data_pedido,cidade,uf,cliente_id,tipo_pedido,sabor_pizza,categoria,ingrediente_principal,quantidade_ingrediente_g,validade_ingrediente,ingrediente_vencido,desperdicio_g,valor_pedido,tempo_preparo_min,tempo_entrega_min,dia_semana,hora_pedido,promocao,pedido_cancelado,motivo_cancelamento,tempo_cancelamento_min,avaliacao_cliente,forma_pagamento,status,observacao
BM-00737,2025-10-06,São Paulo,MG,C352,online,mussarelaa,tradicional,quejio,366,2025-06-20,sim,39,"60,55",10,58,sexta,21,cupom,nao,,3,3.0,pix,finalizado,
BM-00738,2025-06-02,Uberlândia,mg,C222,balcao,mussarelaa,tradicional,quejio,700,2025-05-19,nao,82,"121,37",16,16,sabado,20,combo,nao,,38,4.8,dinheiro,finalizado,
BM-00739,2025-06-26,Uberlândia,mg,C135,balcao,mussarelaa,tradicional,queijo,608,17/02/2025,nao,154,56.96,5,38,quinta,17,cupom,nao,,3,1.3,pix,cancelado,
BM-00740,2025-05-16,Franca,MG,C85,delivery,calabreza,especial,molho,689,2025-02-27,nao,140,88.08,18,15,segunda,18,cupom,nao,,32,4.6,dinheiro,finalizado,
BM-00741,25/04/2025,Uberaba,MG,C68,delivery,mussarela,especial,quejio,769,2025-05-12,sim,87,139.11,18,45,segunda,22,cupom,nao,,40,5.0,pix,finalizado,
BM-00742,21/06/2025,Franca,MG,C449,delivery,mussarelaa,tradicional,molho,218,05/07/2025,nao,267,"84,34",15,41,sabado,21,cupom,nao,,1,2.9,pix,procesado,
BM-00743,2025-10-19,Uberaba,mg,C11,online,mussarelaa,doce,quejio,770,01-31-2025,sim,56,105.47,17,20,terça,22,nenhuma,nao,,10,4.4,cartao,procesado,
BM-00744,2025-04-12,São Paulo,SP,C384,delivery,mussarela,especial,quejio,769,2025-01-21,nao,53,135.46,29,34,quinta,19,combo,nao,,31,4.9,pix,,
BM-00745,08-20-2025,Franca,MG,C480,online,mussarelaa,especial,quejio,188,09-25-2025,sim,104,37.75,25,37,sabado,22,cupom,nao,,39,3.5,cartao,,
BM-00746,2025-03-30,Uberaba,SP,C192,online,calabreza,especial,queijo,634,22/08/2025,nao,63,126.02,13,22,sexta,19,nenhuma,nao,,39,3.9,pix,,
BM-00747,2025-07-02,Uberlândia,mg,C46,balcao,mussarelaa,doce,quejio,650,2025-04-20,nao,206,103.49,24,36,quinta,20,,nao,,28,3.4,dinheiro,finalizado,
BM-00748,09-10-2025,Uberaba,MG,C93,balcao,mussarelaa,doce,queijo,439,06-02-2025,nao,106,108.16,20,55,quarta,21,combo,nao,,2,1.8,cartao,finalizado,
BM-00749,2025-02-12,São Paulo,MG,C122,online,calabreza,especial,quejio,78,2025-04-06,nao,124,58.31,10,43,sabado,20,cupom,nao,,5,1.1,pix,cancelado,
BM-00750,11/02/2025,São Paulo,MG,C310,delivery,portuguesa,doce,quejio,533,09-20-2025,sim,12,"81,19",19,36,domingo,20,,nao,,37,2.4,dinheiro,,
BM-00751,2025-06-07,Franca,mg,C495,balcao,mussarela,especial,quejio,279,2025-03-01,nao,5,35.35,11,38,quinta,23,,nao,,35,3.1,dinheiro,finalizado,
BM-00752,2025-07-25,Uberlândia,mg,C288,balcao,mussarelaa,especial,quejio,458,2025-02-01,sim,0,"71,8",5,42,sexta,20,cupom,nao,,21,1.0,dinheiro,cancelado,
BM-00753,2025-08-04,São Paulo,MG,C188,online,mussarelaa,doce,queijo,58,2025-02-16,nao,232,"43,62",17,48,quarta,17,cupom,nao,,17,1.8,dinheiro,procesado,
BM-00754,2025-09-20,Uberaba,mg,C47,online,mussarelaa,doce,bacon,132,2025-03-26,sim,159,41.96,12,36,segunda,19,,nao,,30,2.3,dinheiro,finalizado,
BM-00755,2025-05-21,São Paulo,mg,C213,delivery,calabreza,doce,calabresa,547,2025-04-11,sim,0,47.89,30,11,segunda,19,,sim,cliente_desistiu,33,4.7,cartao,finalizado,
BM-00756,2025-05-20,Uberlândia,MG,C284,balcao,frango_catupiry,especial,quejio,176,2025-01-13,nao,157,100.19,9,26,segunda,18,combo,nao,,15,1.6,cartao,finalizado,
BM-00757,2025-06-05,São Paulo,SP,C368,online,calabreza,tradicional,queijo,320,2025-09-25,nao,87,55.22,22,27,segunda,17,combo,nao,,8,2.7,pix,,
BM-00758,19/02/2025,Uberaba,mg,C384,balcao,portuguesa,tradicional,calabresa,231,2025-05-24,nao,56,98.65,38,36,sabado,22,,sim,demora,22,1.6,pix,,
BM-00759,14/01/2025,Uberlândia,MG,C39,balcao,calabreza,tradicional,quejio,578,2025-01-19,sim,67,67.06,14,16,terça,17,,nao,,10,2.3,pix,cancelado,
BM-00760,2025-05-07,Uberlândia,SP,C360,balcao,frango_catupiry,especial,queijo,239,24/02/2025,sim,19,51.32,14,34,domingo,23,nenhuma,nao,,18,3.4,cartao,procesado,
BM-00761,2025-03-12,Franca,mg,C413,balcao,mussarelaa,doce,queijo,555,2025-05-18,sim,106,"103,81",21,50,quinta,21,,nao,,23,3.7,dinheiro,cancelado,
BM-00762,2025-07-11,Franca,MG,C117,delivery,mussarelaa,doce,quejio,662,2025-09-01,nao,159,125.78,16,13,terça,20,nenhuma,nao,,11,2.9,dinheiro,cancelado,
BM-00763,2025-04-15,Franca,mg,C189,delivery,frango_catupiry,tradicional,quejio,129,2025-05-19,sim,228,74.89,33,21,sabado,17,cupom,nao,,31,1.2,pix,,
BM-00764,2025-10-25,Uberaba,mg,C415,balcao,calabreza,doce,quejio,396,2025-07-21,nao,253,52.93,17,16,sabado,20,combo,nao,,29,4.5,pix,procesado,
BM-00765,2025-07-21,Uberlândia,SP,C426,balcao,especial,doce,catupiry,453,data_invalida,sim,108,132.59,32,18,segunda,20,cupom,nao,,31,1.6,cartao,procesado,
BM-00766,2025-06-28,Uberaba,SP,C450,online,frango_catupiry,especial,quejio,719,2025-08-31,nao,83,44.12,10,28,terça,22,combo,nao,,26,1.9,dinheiro,cancelado,
BM-00767,2025-08-19,Franca,MG,C380,balcao,calabreza,doce,bacon,737,2025-05-21,sim,186,134.26,16,23,sexta,18,nenhuma,nao,,22,1.1,cartao,,
BM-00768,2025-09-13,São Paulo,SP,C421,online,calabreza,doce,molho,394,data_invalida,nao,208,78.07,17,36,sabado,20,combo,sim,cliente_desistiu,23,2.5,pix,procesado,
BM-00769,2025-02-13,Uberlândia,mg,C166,online,mussarelaa,tradicional,queijo,267,13/07/2025,sim,161,103.05,26,54,quarta,19,,sim,erro_pedido,33,3.2,pix,procesado,
BM-00770,2025-04-18,Uberlândia,SP,C385,online,calabreza,tradicional,calabresa,257,2025-08-09,sim,198,"49,64",13,31,domingo,22,,nao,,23,4.9,dinheiro,,
BM-00771,09-05-2025,Uberaba,MG,C223,online,frango_catupiry,doce,molho,760,2025-04-14,sim,111,56.04,31,41,quinta,23,nenhuma,nao,,27,2.0,dinheiro,cancelado,
BM-00772,2025-09-04,Franca,mg,C71,online,calabreza,especial,queijo,496,08-15-2025,nao,32,119.67,26,15,sexta,19,combo,nao,,12,2.7,cartao,procesado,
BM-00773,2025-06-15,São Paulo,SP,C216,delivery,calabreza,doce,queijo,259,21/07/2025,nao,301,50.48,18,25,quinta,19,nenhuma,nao,,19,2.0,pix,finalizado,
BM-00774,2025-06-13,Uberaba,MG,C301,delivery,calabresa,tradicional,quejio,761,2025-09-20,sim,73,121.0,33,26,terça,18,nenhuma,nao,,29,3.5,dinheiro,cancelado,
BM-00775,2025-02-24,São Paulo,mg,C152,online,calabreza,doce,quejio,426,2025-07-21,sim,104,"136,75",15,25,sabado,19,nenhuma,nao,,37,3.3,cartao,cancelado,
BM-00776,18/03/2025,Uberaba,SP,C153,online,calabresa,especial,quejio,70,2025-07-24,nao,21,98.67,22,24,sexta,19,,sim,demora,6,3.3,pix,,
BM-00777,2025-03-06,Uberaba,mg,C265,delivery,calabreza,doce,quejio,155,02/01/2025,nao,76,41.57,22,20,terça,22,nenhuma,nao,,32,3.1,pix,procesado,
BM-00778,2025-01-13,Uberlândia,MG,C466,balcao,calabreza,tradicional,quejio,482,data_invalida,nao,146,79.44,24,80,sabado,20,cupom,nao,,28,1.6,pix,procesado,
BM-00779,2025-06-13,Uberlândia,MG,C166,online,mussarelaa,especial,molho,334,2025-01-31,sim,138,134.21,14,28,quinta,21,nenhuma,nao,,40,2.9,dinheiro,cancelado,
BM-00780,2025-06-30,Franca,mg,C115,online,mussarelaa,tradicional,calabresa,327,2025-03-04,nao,128,99.0,14,54,terça,19,combo,nao,,1,1.4,dinheiro,,
BM-00781,13/03/2025,Uberaba,mg,C380,balcao,portuguesa,tradicional,calabresa,511,2025-04-21,sim,106,54.07,17,43,segunda,20,nenhuma,sim,erro_pedido,10,4.4,pix,finalizado,
BM-00782,2025-06-17,São Paulo,SP,C358,online,mussarela,especial,molho,220,2025-10-03,sim,63,132.83,7,42,segunda,22,,nao,,8,2.1,pix,procesado,
BM-00783,2025-03-12,Franca,SP,C117,balcao,mussarelaa,especial,queijo,325,02-23-2025,nao,112,84.77,12,53,sabado,17,cupom,nao,,38,1.6,pix,,
BM-00784,2025-03-17,Uberlândia,SP,C485,balcao,mussarelaa,tradicional,molho,90,2025-05-14,sim,132,42.35,33,13,domingo,22,nenhuma,nao,,34,3.5,dinheiro,finalizado,
BM-00785,2025-05-13,São Paulo,SP,C122,balcao,calabreza,tradicional,queijo,371,2025-08-18,sim,100,79.57,17,52,sabado,20,nenhuma,sim,,8,2.3,pix,cancelado,
BM-00786,08-09-2025,Uberlândia,mg,C237,online,calabreza,tradicional,catupiry,370,2025-05-03,nao,141,"95,94",24,49,sabado,17,combo,nao,,5,2.6,pix,procesado,
BM-00787,2025-05-19,Franca,SP,C483,balcao,portuguesa,doce,queijo,256,2025-08-20,sim,195,80.62,16,14,quinta,17,combo,nao,,24,4.7,dinheiro,cancelado,
BM-00788,2025-05-14,São Paulo,SP,C46,balcao,calabreza,especial,quejio,382,2025-07-04,nao,69,98.72,19,61,quarta,22,combo,nao,,22,4.5,pix,,
BM-00789,2025-10-05,Uberlândia,SP,C292,delivery,mussarelaa,especial,quejio,758,2025-10-13,sim,68,83.75,22,37,segunda,23,combo,nao,,25,1.9,pix,cancelado,
BM-00790,2025-08-12,Uberaba,mg,C198,online,mussarelaa,tradicional,quejio,304,2025-01-12,sim,193,"47,62",6,31,quarta,21,combo,nao,,24,2.2,cartao,cancelado,
BM-00791,07-28-2025,Uberaba,mg,C496,online,calabreza,especial,quejio,160,2025-08-04,sim,288,"67,82",25,30,terça,19,,nao,,39,2.9,dinheiro,finalizado,
BM-00792,2025-01-28,São Paulo,mg,C369,delivery,frango_catupiry,especial,quejio,711,2025-02-19,sim,105,81.32,14,10,sexta,18,,nao,,24,4.9,dinheiro,finalizado,
BM-00793,2025-07-22,Franca,mg,C375,balcao,calabreza,tradicional,quejio,584,01-12-2025,nao,218,69.03,20,32,quarta,18,cupom,nao,,8,1.6,pix,,
BM-00794,2025-08-06,Uberlândia,mg,C279,balcao,calabreza,especial,bacon,740,18/09/2025,sim,85,44.54,13,26,quinta,21,cupom,nao,,35,2.0,pix,cancelado,
BM-00795,2025-09-20,Uberlândia,MG,C347,online,mussarela,tradicional,quejio,96,08-09-2025,nao,116,64.71,12,13,quarta,17,nenhuma,nao,,32,2.2,cartao,procesado,
BM-00796,2025-10-10,Franca,MG,C84,online,portuguesa,especial,quejio,127,12/03/2025,sim,0,57.98,18,24,sabado,23,,nao,,36,2.7,dinheiro,cancelado,
BM-00797,2025-07-21,Uberaba,mg,C344,balcao,mussarela,tradicional,quejio,611,2025-03-03,nao,0,44.32,16,35,quinta,17,nenhuma,nao,,6,3.8,cartao,finalizado,
BM-00798,2025-08-16,Uberlândia,mg,C209,balcao,mussarelaa,tradicional,quejio,593,2025-01-08,sim,29,80.37,10,18,sexta,18,nenhuma,nao,,20,2.6,dinheiro,,
BM-00799,03-14-2025,Uberaba,MG,C327,balcao,calabreza,especial,quejio,756,09-28-2025,sim,0,"129,15",21,41,sabado,22,cupom,nao,,1,4.7,dinheiro,finalizado,
BM-00800,2025-01-12,São Paulo,SP,C272,online,frango_catupiry,doce,quejio,532,2025-07-05,sim,124,119.44,5,47,sabado,20,combo,nao,,4,3.5,dinheiro,,
BM-00801,2025-06-24,Franca,SP,C137,delivery,mussarelaa,tradicional,catupiry,139,2025-02-02,nao,100,"81,9",25,37,terça,18,cupom,nao,,23,3.0,pix,,
BM-00802,2025-08-23,Franca,mg,C395,balcao,mussarela,tradicional,molho,314,2025-02-21,sim,0,95.11,13,22,sexta,19,nenhuma,nao,,11,1.4,pix,cancelado,
BM-00803,2025-01-13,Franca,MG,C386,online,mussarelaa,doce,queijo,628,2025-10-28,sim,149,68.88,19,43,segunda,21,,nao,,26,4.5,pix,cancelado,
BM-00804,09-17-2025,Uberaba,MG,C275,online,mussarelaa,doce,quejio,636,2025-01-23,sim,108,125.61,19,47,sexta,18,combo,nao,,5,3.8,cartao,finalizado,
BM-00805,04-24-2025,Uberlândia,SP,C369,delivery,mussarelaa,tradicional,quejio,364,2025-01-19,nao,208,80.67,23,46,segunda,18,nenhuma,nao,,29,3.1,cartao,,
BM-00806,2025-10-21,Uberlândia,mg,C179,balcao,mussarelaa,especial,bacon,446,2025-10-26,sim,8,122.73,21,37,segunda,19,nenhuma,nao,,27,1.0,cartao,procesado,
BM-00807,2025-05-08,Franca,mg,C288,delivery,calabreza,especial,quejio,735,2025-07-19,sim,0,59.89,33,22,quarta,22,combo,nao,,21,3.5,cartao,procesado,
BM-00808,data_invalida,Uberlândia,MG,C299,online,mussarela,especial,calabresa,126,2025-06-24,nao,117,128.02,13,32,segunda,23,nenhuma,nao,,39,1.5,pix,,
BM-00809,2025-05-08,Uberaba,SP,C91,delivery,calabresa,especial,molho,557,2025-09-22,sim,125,84.93,21,36,sabado,17,combo,nao,,16,3.8,dinheiro,cancelado,
BM-00810,2025-05-29,São Paulo,mg,C238,delivery,calabreza,doce,bacon,336,2025-05-26,sim,48,60.2,26,12,sabado,21,nenhuma,sim,,40,4.8,dinheiro,finalizado,
BM-00811,2025-05-27,Uberlândia,SP,C395,online,frango_catupiry,especial,molho,702,2025-04-14,sim,115,102.18,15,46,terça,20,nenhuma,nao,,31,1.1,dinheiro,procesado,
BM-00812,2025-10-19,Uberaba,MG,C31,online,mussarela,tradicional,quejio,579,09-21-2025,sim,88,104.59,12,29,segunda,21,cupom,nao,,25,2.5,cartao,cancelado,
BM-00813,2025-10-27,Uberlândia,SP,C95,balcao,calabreza,especial,molho,664,2025-07-25,nao,91,132.82,25,50,sexta,23,combo,nao,,1,1.3,pix,cancelado,
BM-00814,2025-04-24,Franca,SP,C412,delivery,chocolate,tradicional,quejio,698,2025-07-13,nao,0,"138,9",18,45,quinta,21,nenhuma,nao,,10,4.1,cartao,finalizado,
BM-00815,2025-08-17,Franca,SP,C116,delivery,calabreza,doce,quejio,506,25/07/2025,nao,124,111.79,16,55,segunda,23,combo,nao,,34,3.5,dinheiro,cancelado,
BM-00816,2025-06-05,Uberlândia,MG,C48,balcao,mussarelaa,tradicional,molho,353,06-18-2025,nao,333,100.48,16,10,quinta,17,cupom,nao,,37,1.1,pix,cancelado,
BM-00817,2025-01-11,São Paulo,SP,C59,online,calabresa,doce,catupiry,287,24/08/2025,nao,170,"58,54",19,45,quarta,17,cupom,nao,,20,1.4,pix,procesado,
BM-00818,2025-01-30,Franca,MG,C193,delivery,calabresa,tradicional,quejio,80,data_invalida,sim,195,108.73,12,10,sabado,21,cupom,nao,,9,2.7,cartao,procesado,
BM-00819,data_invalida,Uberaba,SP,C83,online,chocolate,tradicional,quejio,729,2025-03-13,sim,154,111.75,33,50,sabado,23,,nao,,26,1.1,cartao,,
BM-00820,2025-02-25,São Paulo,SP,C65,online,especial,doce,quejio,251,2025-07-17,nao,155,95.94,16,23,terça,23,cupom,nao,,6,3.9,pix,cancelado,
BM-00821,2025-01-06,Franca,MG,C451,delivery,mussarela,doce,molho,241,2025-04-14,sim,85,83.53,18,31,segunda,17,combo,sim,demora,17,1.3,pix,,
BM-00822,2025-01-07,Uberaba,SP,C266,delivery,especial,tradicional,quejio,739,2025-10-13,sim,175,"69,17",19,34,quinta,21,combo,nao,,27,4.2,cartao,finalizado,
BM-00823,2025-03-07,Uberlândia,SP,C191,online,frango_catupiry,doce,queijo,320,2025-05-02,nao,171,68.23,11,44,domingo,18,,nao,,22,1.2,pix,procesado,
BM-00824,24/10/2025,Franca,mg,C445,online,calabresa,tradicional,molho,401,2025-08-09,nao,0,84.07,25,44,quarta,23,cupom,nao,,29,2.9,cartao,cancelado,
BM-00825,2025-01-18,São Paulo,SP,C34,delivery,calabreza,doce,quejio,300,2025-05-30,sim,285,"100,62",14,55,quarta,22,combo,nao,,6,2.8,cartao,,
BM-00826,2025-01-01,Uberaba,mg,C207,delivery,calabreza,especial,queijo,88,09-21-2025,nao,37,57.21,5,61,quarta,19,nenhuma,nao,,7,1.6,pix,cancelado,
BM-00827,2025-02-21,Franca,SP,C264,delivery,mussarela,tradicional,quejio,428,2025-07-18,sim,100,94.98,10,10,sabado,20,nenhuma,nao,,39,1.2,cartao,procesado,
BM-00828,2025-05-24,Uberlândia,MG,C213,delivery,calabreza,especial,quejio,172,2025-05-13,nao,141,107.84,22,36,sabado,20,nenhuma,nao,,37,3.8,cartao,finalizado,
BM-00829,2025-05-01,Franca,SP,C23,delivery,calabreza,tradicional,quejio,751,data_invalida,nao,75,38.08,12,55,sexta,17,cupom,nao,,26,2.2,dinheiro,finalizado,
BM-00830,2025-10-27,Uberaba,mg,C228,balcao,mussarela,especial,molho,502,2025-02-27,nao,149,105.18,6,55,segunda,20,cupom,nao,,34,2.9,dinheiro,procesado,
BM-00831,2025-03-07,São Paulo,mg,C310,online,mussarelaa,especial,quejio,738,19/03/2025,nao,227,96.87,10,49,quinta,18,cupom,nao,,36,2.8,pix,cancelado,
BM-00832,2025-03-16,Uberlândia,MG,C478,online,portuguesa,tradicional,quejio,497,2025-10-04,sim,120,61.19,14,30,domingo,19,,sim,erro_pedido,30,1.4,dinheiro,finalizado,
BM-00833,2025-08-13,Uberaba,mg,C212,balcao,mussarelaa,doce,molho,470,data_invalida,nao,116,83.14,13,40,quarta,18,combo,sim,demora,24,3.2,pix,,
BM-00834,2025-10-24,Uberlândia,SP,C319,delivery,mussarela,doce,calabresa,133,06/01/2025,sim,25,69.13,16,15,quinta,20,cupom,nao,,23,2.4,dinheiro,cancelado,
BM-00835,2025-02-20,São Paulo,mg,C15,balcao,calabreza,tradicional,quejio,254,2025-09-29,nao,342,74.09,22,28,domingo,17,cupom,nao,,36,2.2,dinheiro,finalizado,
BM-00836,09-22-2025,São Paulo,mg,C35,online,mussarelaa,doce,quejio,93,24/05/2025,sim,8,77.51,15,28,quinta,19,combo,nao,,19,1.5,dinheiro,procesado,
BM-00837,2025-07-18,São Paulo,mg,C407,delivery,calabreza,especial,quejio,193,2025-02-14,sim,124,48.57,27,77,sexta,21,cupom,nao,,13,3.1,dinheiro,cancelado,
BM-00838,2025-08-25,Uberaba,mg,C265,online,calabreza,tradicional,calabresa,269,2025-05-30,sim,42,"126,0",8,10,sexta,19,cupom,nao,,35,2.2,dinheiro,finalizado,
BM-00839,2025-07-23,Uberaba,MG,C25,online,calabreza,doce,catupiry,770,2025-05-08,nao,0,126.04,8,62,sabado,23,combo,nao,,6,4.7,dinheiro,procesado,
BM-00840,2025-10-25,São Paulo,SP,C202,delivery,mussarelaa,doce,quejio,227,2025-08-24,sim,0,130.49,17,17,segunda,22,nenhuma,nao,,35,3.8,cartao,procesado,
BM-00841,2025-05-26,Uberlândia,MG,C236,balcao,calabreza,especial,quejio,493,03-10-2025,nao,147,37.62,25,23,sexta,21,cupom,sim,demora,33,4.8,pix,finalizado,
BM-00842,2025-06-09,São Paulo,SP,C374,online,calabreza,especial,queijo,110,03/03/2025,sim,267,64.99,19,29,domingo,18,nenhuma,nao,,24,1.7,cartao,procesado,
BM-00843,18/08/2025,São Paulo,mg,C110,delivery,calabreza,doce,calabresa,446,2025-10-12,sim,56,96.94,39,42,domingo,23,nenhuma,nao,,20,3.7,cartao,finalizado,
BM-00844,2025-06-06,Uberlândia,MG,C110,balcao,mussarelaa,especial,quejio,196,2025-08-13,nao,159,"61,81",29,32,sabado,18,nenhuma,nao,,13,1.3,pix,cancelado,
BM-00845,2025-08-10,Franca,SP,C479,online,mussarelaa,especial,quejio,596,2025-02-06,nao,196,83.55,25,25,segunda,22,,nao,,31,3.1,pix,finalizado,
BM-00846,2025-03-09,Uberlândia,SP,C39,delivery,mussarelaa,tradicional,quejio,568,data_invalida,nao,218,36.58,24,31,sexta,21,,nao,,2,4.0,dinheiro,procesado,
BM-00847,09-14-2025,Franca,MG,C201,balcao,especial,doce,quejio,530,data_invalida,nao,100,125.03,23,30,segunda,19,combo,nao,,14,3.6,pix,,
BM-00848,2025-05-08,Uberaba,mg,C339,balcao,calabreza,doce,quejio,162,2025-09-09,sim,185,123.89,24,59,sabado,17,cupom,nao,,22,2.1,cartao,procesado,
BM-00849,2025-04-04,São Paulo,mg,C482,online,calabresa,tradicional,quejio,535,2025-03-09,nao,102,96.92,23,24,sexta,20,,nao,,14,4.5,pix,finalizado,
BM-00850,09-06-2025,São Paulo,mg,C319,delivery,mussarela,doce,queijo,55,2025-04-06,nao,43,62.92,17,22,quinta,21,,nao,,1,1.9,dinheiro,finalizado,
BM-00851,06-26-2025,Uberlândia,SP,C154,balcao,calabreza,tradicional,calabresa,647,02-17-2025,sim,47,53.09,17,48,segunda,17,combo,nao,,4,1.7,dinheiro,,
BM-00852,2025-07-18,Franca,mg,C335,balcao,mussarelaa,doce,bacon,315,data_invalida,sim,222,87.53,17,24,segunda,19,nenhuma,nao,,23,4.6,dinheiro,finalizado,
BM-00853,2025-10-15,São Paulo,MG,C380,online,calabresa,especial,catupiry,287,11/07/2025,sim,174,87.96,13,35,quarta,19,nenhuma,nao,,25,2.3,pix,procesado,
BM-00854,2025-04-09,Uberaba,SP,C123,delivery,calabresa,especial,quejio,464,05/01/2025,nao,53,105.98,13,29,sexta,17,nenhuma,nao,,34,1.6,dinheiro,,
BM-00855,28/07/2025,Uberlândia,SP,C290,online,mussarelaa,tradicional,quejio,418,2025-02-04,sim,0,"74,05",30,13,sabado,18,combo,sim,demora,7,2.8,cartao,finalizado,
BM-00856,2025-06-29,Uberlândia,MG,C133,online,calabresa,doce,bacon,499,2025-10-26,nao,154,115.51,14,40,quinta,19,cupom,nao,,4,2.9,cartao,,
BM-00857,2025-03-26,Uberlândia,MG,C190,balcao,calabresa,especial,quejio,96,10/10/2025,nao,242,88.31,5,38,quarta,19,,sim,,16,1.0,cartao,finalizado,
BM-00858,06-17-2025,São Paulo,SP,C93,online,mussarelaa,especial,quejio,416,2025-10-19,sim,106,58.1,10,57,quarta,17,nenhuma,nao,,21,3.3,pix,,
BM-00859,2025-05-24,Franca,MG,C82,online,calabreza,tradicional,queijo,402,2025-04-05,sim,116,120.47,20,21,terça,17,,nao,,11,3.7,cartao,cancelado,
BM-00860,2025-07-18,Franca,SP,C491,online,calabreza,especial,calabresa,139,02-04-2025,nao,107,56.62,10,17,terça,21,combo,nao,,11,4.2,cartao,procesado,
BM-00861,2025-10-03,Uberlândia,mg,C20,balcao,calabreza,tradicional,catupiry,294,2025-05-18,nao,29,102.98,8,25,quarta,19,,nao,,4,5.0,cartao,cancelado,
BM-00862,2025-10-20,Uberaba,mg,C400,online,mussarela,especial,quejio,439,2025-07-31,sim,310,"49,92",5,33,quarta,20,combo,nao,,36,2.0,dinheiro,,
BM-00863,06-23-2025,São Paulo,SP,C151,delivery,calabreza,tradicional,quejio,738,2025-01-31,nao,184,89.87,6,40,segunda,21,,nao,,22,4.8,dinheiro,finalizado,
BM-00864,2025-02-23,Uberlândia,mg,C420,online,frango_catupiry,doce,quejio,92,2025-02-05,nao,152,133.25,19,25,segunda,18,nenhuma,nao,,3,3.4,pix,cancelado,
BM-00865,2025-02-16,São Paulo,MG,C253,online,calabresa,especial,quejio,420,2025-05-25,nao,280,"111,72",27,33,terça,22,combo,nao,,9,1.3,cartao,finalizado,
BM-00866,2025-03-15,Franca,MG,C200,online,calabreza,doce,quejio,137,2025-10-23,sim,77,"90,1",30,24,quarta,19,combo,nao,,15,3.1,pix,cancelado,
BM-00867,10/08/2025,Franca,mg,C53,delivery,especial,tradicional,quejio,54,06/01/2025,sim,69,"107,51",10,61,terça,22,,nao,,30,3.5,cartao,finalizado,
BM-00868,2025-08-28,Uberaba,mg,C369,online,calabreza,especial,calabresa,91,04-19-2025,nao,146,"124,46",23,17,quarta,19,combo,nao,,18,2.0,cartao,cancelado,
BM-00869,data_invalida,Uberlândia,SP,C357,balcao,calabreza,tradicional,quejio,352,2025-01-15,nao,152,46.25,33,36,quinta,17,,nao,,21,1.2,dinheiro,cancelado,
BM-00870,2025-07-03,Uberlândia,SP,C480,online,mussarelaa,especial,quejio,148,04/06/2025,nao,48,134.33,18,50,segunda,17,cupom,nao,,12,2.0,cartao,finalizado,
BM-00871,11/07/2025,Franca,SP,C222,balcao,calabresa,doce,catupiry,63,17/05/2025,sim,8,111.41,31,44,terça,18,cupom,nao,,28,1.3,dinheiro,cancelado,
BM-00872,2025-04-15,São Paulo,SP,C243,balcao,calabreza,especial,catupiry,789,2025-02-22,nao,47,128.2,18,32,sabado,19,combo,nao,,37,4.0,cartao,,
BM-00873,23/01/2025,São Paulo,SP,C176,online,frango_catupiry,tradicional,bacon,649,data_invalida,sim,142,136.33,5,50,quinta,22,cupom,nao,,24,4.3,pix,cancelado,
BM-00874,2025-02-13,Uberlândia,MG,C22,online,mussarelaa,doce,quejio,269,2025-02-20,sim,137,"82,25",30,18,sabado,19,combo,nao,,24,4.3,dinheiro,finalizado,
BM-00875,2025-01-11,São Paulo,MG,C11,delivery,especial,doce,calabresa,704,2025-10-02,sim,84,85.59,6,23,domingo,23,combo,nao,,15,4.9,cartao,procesado,
BM-00876,2025-01-23,Uberlândia,SP,C46,balcao,mussarelaa,especial,catupiry,599,2025-05-02,sim,122,70.86,12,10,segunda,21,,nao,,27,1.9,pix,procesado,
BM-00877,2025-02-07,Uberaba,mg,C285,online,mussarelaa,tradicional,queijo,376,2025-02-01,sim,89,134.34,10,42,domingo,19,nenhuma,nao,,22,4.1,dinheiro,finalizado,
BM-00878,2025-03-22,Uberaba,MG,C165,balcao,mussarelaa,doce,quejio,676,2025-03-16,sim,166,78.71,6,34,sexta,17,combo,nao,,20,4.9,cartao,cancelado,
BM-00879,2025-06-14,Uberaba,MG,C160,balcao,mussarelaa,tradicional,quejio,198,2025-10-05,nao,20,66.78,8,49,terça,18,,nao,,17,4.3,cartao,finalizado,
BM-00880,2025-10-27,São Paulo,SP,C140,online,calabreza,especial,molho,240,2025-02-11,nao,127,55.25,21,41,domingo,18,combo,nao,,15,1.0,dinheiro,cancelado,
BM-00881,2025-01-26,São Paulo,MG,C431,balcao,calabreza,doce,molho,521,01-04-2025,nao,126,"126,36",15,87,segunda,18,combo,nao,,33,2.8,cartao,,
BM-00882,data_invalida,Uberlândia,SP,C52,balcao,calabresa,doce,quejio,581,17/07/2025,nao,170,108.75,15,20,sabado,21,combo,nao,,3,2.8,dinheiro,procesado,
BM-00883,2025-01-08,São Paulo,MG,C264,balcao,mussarela,especial,catupiry,489,2025-06-04,sim,95,51.9,12,62,sabado,19,nenhuma,nao,,10,1.4,cartao,finalizado,
BM-00884,09/08/2025,Franca,MG,C337,balcao,calabreza,especial,queijo,393,2025-10-27,sim,26,65.26,14,39,quarta,20,combo,nao,,15,2.6,dinheiro,,
BM-00885,2025-09-23,Franca,SP,C348,balcao,mussarelaa,doce,molho,726,2025-05-30,nao,162,125.51,15,47,quarta,19,cupom,nao,,9,3.4,dinheiro,procesado,
