registro_id,data_pedido,cidade,uf,cliente_id,loja_id,canal,categoria_principal,quantidade_itens,produtos_indisponiveis,funcionarios_disponiveis,volume_pedidos_simultaneos,horario_pedido,periodo_pico,tipo_produto,tempo_separacao_min,tempo_entrega_estimado_min,tempo_entrega_real_min,valor_pedido,cupom_utilizado,avaliacao_cliente,cancelado,motivo_cancelamento,frequencia_compra_mes,dias_desde_ultima_compra,status_pedido,observacao
FM-00803,2025-10-23,Goiânia,GO,C508,L55,web,hortifruti,15,0,5,48,10,nao,nao_perecivel,46,35,38,132.25,,2.3,nao,,5,42,em_rota,
FM-00804,2025-06-29,Uberlândia,MG,C471,L10,web,mercearia,7,0,6,13,10,nao,perecivel,17,35,24,79.88,,4.2,nao,,1,15,procesado,
FM-00805,10/01/2025,São Paulo,SP,C382,L57,app,mercearia,6,0,1,14,11,sim,nao_perecivel,20,35,84,15,,3.4,nao,,0,64,cancelado,
FM-00806,2025-05-24,são paulo,SP,C133,L2,app,hortifruti,5,1,1,23,8,nao,perecivel,22,30,17,104.93,sim,3.9,nao,,7,60,entregue,
FM-00807,2025-09-05,Campinas,sp,C421,L19,app,bebidas,13,2,4,21,22,nao,perecivel,36,40,42,18.46,,1.8,nao,,3,50,cancelado,
FM-00808,2025-07-02,Goiânia,GO,C20,L34,app,hortifruti,11,1,4,0,23,nao,perecivel,19,50,37,41.33,sim,4.0,nao,,4,17,,
FM-00809,data_invalida,Uberlândia,MG,C48,L6,app,bebidas,23,0,4,28,12,sim,perecivel,68,40,76,187.94,nao,3.4,nao,,9,64,,
FM-00810,2025-01-10,Uberaba,MG,C372,L37,web,hortifruti,20,0,1,20,16,nao,perecivel,60,30,33,143.72,,1.9,nao,,7,84,em_rota,
FM-00811,2025-06-03,Salvador,BA,C275,L32,app,limpeza,24,1,3,28,11,sim,nao_perecivel,71,30,78,81.14,sim,4.0,nao,,11,13,,
FM-00812,2025-08-16,Goiânia,GO,C421,L4,app,bebidas,8,2,1,13,23,nao,perecivel,27,50,38,36.85,,2.7,nao,,7,38,,
FM-00813,2025-05-23,Uberlândia,MG,C306,L46,app,bebidas,13,4,2,17,20,sim,perecivel,31,35,56,172.01,,2.1,nao,,7,87,,
FM-00814,2025-08-20,Salvador,BA,C489,L9,web,bebidas,3,0,2,23,14,nao,nao_perecivel,12,40,48,70.25,nao,"2,8",nao,,3,2,procesado,
FM-00815,2025-09-24,Goiânia,go,C409,L58,web,conveniencia,28,1,6,23,19,sim,nao_perecivel,43,35,33,184.61,nao,3.9,nao,,10,51,entregue,
FM-00816,09-01-2025,Salvador,BA,C204,L22,app,conveniencia,12,0,6,24,21,nao,perecivel,24,40,12,108.28,,5,nao,,0,83,,
FM-00817,2025-06-22,São Paulo,SP,C184,L54,app,conveniência,18,0,4,19,8,nao,nao_perecivel,33,35,35,39.44,nao,3.8,nao,,4,34,cancelado,
FM-00818,2025-07-30,Goiânia,GO,C150,L51,web,hortifruti,6,0,5,7,17,nao,perecivel,6,30,34,70.83,nao,2.6,nao,,6,49,em_rota,
FM-00819,2025-07-05,Uberaba,mg,C257,L36,app,mercearia,7,0,1,14,8,nao,nao_perecivel,24,45,49,143.27,sim,1.7,nao,,3,82,,
FM-00820,2025-04-26,Campinas,SP,C64,L56,web,bebidas,8,1,2,22,21,nao,perecivel,24,30,22,116.71,nao,2.6,nao,,7,60,em_rota,
FM-00821,2025-08-29,Salvador,BA,C219,L3,web,bebidas,6,0,7,14,15,nao,nao_perecivel,8,50,40,15,,"3,6",nao,,8,23,cancelado,
FM-00822,2025-09-08,Uberaba,MG,C460,L33,app,limpeza,23,0,3,10,21,nao,nao_perecivel,45,45,28,138.49,sim,2.6,nao,,5,9,cancelado,
FM-00823,2025-05-11,São Paulo,SP,C37,L39,web,mercearia,8,3,4,3,23,nao,nao_perecivel,8,30,58,237.34,nao,2.8,nao,,0,17,procesado,
FM-00824,02-28-2025,Uberaba,MG,C452,L46,app,hortifruti,4,0,3,0,7,nao,nao_perecivel,6,40,54,"92,17",sim,3.1,nao,,1,0,,
FM-00825,2025-02-05,Uberaba,MG,C438,L40,app,hortifruti,20,3,2,18,8,nao,nao_perecivel,58,45,49,98.67,,2.7,nao,,3,51,procesado,
FM-00826,2025-03-08,Campinas,SP,C327,L33,app,conveniencia,19,4,6,29,7,nao,nao perecivel,49,45,43,241.18,sim,4.2,nao,,5,37,entregue,
FM-00827,2025-01-27,Curitiba,PR,C84,L22,web,bebidas,19,1,1,12,22,nao,perecivel,57,50,61,141.85,sim,1.6,sim,valor_frete,7,67,procesado,
FM-00828,2025-08-28,São Paulo,SP,C192,L45,app,mercearia,8,0,3,11,9,nao,nao_perecivel,18,45,46,"51,58",nao,1,nao,,3,88,procesado,
FM-00829,2025-09-30,Goiânia,GO,C82,L59,app,bebidas,6,0,5,12,14,nao,perecivel,9,30,38,92.19,,3.3,nao,,3,35,entregue,
FM-00830,06/10/2025,Curitiba,PR,C223,L1,app,bebidas,11,3,1,24,13,nao,nao perecivel,25,35,60,"85,87",sim,1.4,nao,,1,22,entregue,
FM-00831,2025-02-20,Goiânia,GO,C43,L39,app,bebidas,5,1,3,25,17,nao,perecivel,23,50,12,190.04,,3.9,nao,,8,74,cancelado,
FM-00832,2025-04-25,Uberaba,MG,C352,L37,app,mercearia,13,2,3,17,17,nao,perecivel,37,45,30,137.04,nao,4.5,nao,,10,68,entregue,
FM-00833,2025-01-24,São Paulo,SP,C452,L9,app,limpeza,12,2,4,9,21,nao,perecivel,31,40,71,106.61,,"4,7",sim,cliente_desistiu,13,4,cancelado,
FM-00834,2025-04-13,Curitiba,PR,C530,L35,app,hortifruti,22,0,6,25,10,nao,perecivel,51,40,30,153.91,sim,4.8,nao,,13,70,entregue,
FM-00835,2025-07-08,Campinas,SP,C346,L4,web,limpeza,10,0,2,33,12,sim,nao_perecivel,24,45,35,15,,5,nao,,2,55,em_rota,
FM-00836,2025-03-14,Salvador,ba,C413,L20,app,limpeza,10,1,6,29,15,nao,nao_perecivel,34,50,67,285.46,sim,3.4,nao,,5,61,procesado,
FM-00837,2025-01-07,Goiânia,GO,C447,L3,web,mercearia,1,2,1,21,15,nao,nao_perecivel,7,50,43,90.27,,4.3,nao,,8,86,procesado,
FM-00838,09/04/2025,Uberaba,MG,C320,L32,app,mercearia,14,0,5,19,7,nao,nao_perecivel,29,45,54,"176,76",sim,5,sim,valor_frete,6,5,procesado,
FM-00839,2025-02-04,Salvador,BA,C524,L42,web,mercearia,9,0,5,30,14,nao,nao_perecivel,28,40,17,"137,54",,1.7,nao,,2,10,,
FM-00840,2025-07-01,São Paulo,SP,C272,L25,app,mercearia,3,2,4,30,13,nao,nao_perecivel,14,30,10,43.5,,5,nao,,7,68,procesado,
FM-00841,2025-03-08,Uberaba,mg,C306,L39,app,conveniencia,10,1,4,9,16,nao,nao perecivel,19,45,64,130.58,,"2,7",nao,,9,80,em_rota,
FM-00842,2025-06-03,São Paulo,SP,C548,L5,app,conveniencia,12,0,4,23,19,sim,perecivel,26,40,33,146.53,sim,3.5,nao,,4,30,cancelado,
FM-00843,2025-07-03,São Paulo,SP,C70,L51,app,hortifruti,5,5,1,21,9,nao,perecivel,20,50,59,80.01,nao,3.8,nao,,7,58,entregue,
FM-00844,2025-04-17,São Paulo,SP,C10,L35,web,hortifruti,26,0,4,14,17,nao,perecivel,65,45,29,"137,81",,4.5,nao,,3,77,entregue,
FM-00845,2025-10-10,Curitiba,PR,C209,L23,app,conveniência,12,1,7,8,23,nao,nao_perecivel,11,40,33,193.26,,3.5,nao,,10,38,,
FM-00846,2025-06-01,São Paulo,SP,C487,L38,app,bebidas,1,2,1,16,7,nao,perecivel,7,40,18,47.6,sim,3.9,nao,,8,50,,
FM-00847,19/06/2025,Salvador,BA,C11,L35,web,conveniencia,7,0,1,8,13,nao,perecivel,13,35,45,16.11,sim,3.5,nao,,1,21,entregue,
FM-00848,2025-08-23,Uberlândia,MG,C82,L42,app,bebidas,11,4,4,36,8,nao,nao_perecivel,34,30,10,120.88,nao,5.0,nao,,6,5,em_rota,
FM-00849,26/01/2025,São Paulo,SP,C381,L22,app,mercearia,1,1,3,36,10,nao,perecivel,23,35,24,246.72,,4.0,nao,,4,25,entregue,
FM-00850,2025-09-14,Goiânia,GO,C71,L6,web,limpeza,10,0,4,31,14,nao,perecivel,19,30,35,118.07,sim,3.2,nao,,3,10,entregue,
FM-00851,2025-02-03,Uberaba,MG,C36,L17,app,limpeza,8,1,1,34,9,nao,perecivel,29,45,69,58.46,sim,"3,5",nao,,1,67,cancelado,
FM-00852,2025-10-15,Campinas,SP,C530,L9,app,conveniencia,6,0,1,9,8,nao,perecivel,18,40,47,101.49,sim,2.3,nao,,1,7,cancelado,
FM-00853,2025-09-28,Salvador,BA,C284,L51,app,bebidas,17,0,4,45,22,nao,perecivel,52,30,10,159.62,nao,2.2,sim,atraso,6,27,em_rota,
FM-00854,2025-04-02,Salvador,BA,C363,L16,app,hortifruti,10,2,4,5,23,nao,nao_perecivel,8,40,46,245.54,nao,5.0,sim,erro_pagamento,3,4,procesado,
FM-00855,2025-07-04,São Paulo,SP,C23,L27,app,limpeza,8,0,6,12,11,sim,nao perecivel,15,50,52,55.77,,4.4,nao,,4,26,cancelado,
FM-00856,26/09/2025,São Paulo,SP,C344,L58,app,hortifruti,8,2,3,26,18,sim,nao_perecivel,32,45,64,151.82,nao,5,sim,atraso,1,61,,
FM-00857,2025-03-19,Salvador,BA,C40,L60,app,mercearia,8,2,4,12,10,nao,perecivel,18,35,31,135.75,,5,nao,,5,82,em_rota,
FM-00858,10-23-2025,São Paulo,SP,C167,L19,app,mercearia,11,2,3,14,19,sim,nao_perecivel,30,30,10,47.85,,4.1,nao,,8,28,cancelado,
FM-00859,2025-09-14,uberlândia,MG,C332,L43,app,conveniencia,7,3,6,0,12,sim,perecivel,3,40,49,140.67,nao,4.8,nao,,8,71,entregue,
FM-00860,2025-01-10,Uberaba,MG,C470,L27,app,conveniencia,8,1,7,18,17,nao,nao_perecivel,16,35,49,"107,68",nao,4.1,nao,,5,50,em_rota,
FM-00861,2025-03-02,Salvador,BA,C472,L57,app,hortifruti,13,1,3,25,23,nao,perecivel,35,35,32,15,nao,4.6,nao,,9,69,cancelado,
FM-00862,data_invalida,Salvador,BA,C94,L13,web,conveniencia,15,0,6,27,7,nao,perecivel,26,50,19,210.35,sim,"3,7",nao,,8,15,,
FM-00863,2025-05-17,Campinas,SP,C534,L27,app,conveniencia,15,1,4,32,22,nao,nao_perecivel,31,35,33,32.12,sim,4.4,nao,,1,14,,
FM-00864,2025-06-17,Uberaba,mg,C114,L40,app,mercearia,13,1,7,13,14,nao,nao_perecivel,23,30,12,105.52,nao,4.8,sim,produto_indisponivel,1,65,entregue,
FM-00865,2025-09-16,São Paulo,SP,C208,L60,app,limpeza,5,0,4,25,11,sim,nao_perecivel,12,40,28,200.79,nao,5,nao,,5,78,cancelado,
FM-00866,2025-09-07,Curitiba,PR,C73,L43,web,bebidas,16,0,5,24,13,nao,perecivel,26,40,56,143.03,sim,2.8,nao,,11,18,entregue,
FM-00867,2025-09-14,Uberlândia,MG,C486,L53,app,hortifruti,12,4,6,28,16,nao,perecivel,41,40,37,165.73,sim,4.5,sim,valor_frete,4,66,entregue,
FM-00868,2025-09-27,Uberlândia,MG,C218,L25,app,mercearia,13,1,3,28,10,nao,nao perecivel,24,45,45,"168,79",nao,3.1,nao,,2,9,cancelado,
FM-00869,2025-04-04,são paulo,SP,C319,L4,app,bebidas,21,0,4,4,20,sim,nao_perecivel,32,45,48,102.97,,2.9,nao,,1,18,procesado,
FM-00870,12/10/2025,Salvador,BA,C287,L14,web,conveniencia,15,2,6,0,17,nao,nao_perecivel,29,35,55,66.08,sim,"3,6",nao,,0,7,em_rota,
FM-00871,2025-06-27,Salvador,BA,C318,L13,app,mercearia,8,1,5,12,14,nao,nao_perecivel,19,35,26,91.13,,"4,4",nao,,6,70,em_rota,
FM-00872,2025-08-17,Curitiba,PR,C241,L7,web,hortifruti,19,2,6,17,18,sim,perecivel,40,50,64,94.24,,"2,4",nao,,7,87,cancelado,
FM-00873,2025-05-19,Uberlândia,MG,C130,L52,web,limpeza,21,0,5,16,14,nao,perecivel,34,30,43,175.49,,3.9,nao,,4,36,,
FM-00874,2025-02-13,Goiânia,GO,C171,L45,app,hortifruti,14,0,4,8,15,nao,nao_perecivel,25,30,20,146.37,sim,4.1,nao,,3,21,entregue,
FM-00875,2025-08-08,São Paulo,SP,C403,L24,app,limpeza,11,1,1,0,14,nao,nao_perecivel,23,30,41,113.99,sim,2.6,nao,,2,27,,
FM-00876,2025-07-12,Salvador,ba,C436,L26,web,hortifruti,11,1,5,6,14,nao,nao_perecivel,,40,16,159.3,sim,"3,9",nao,,8,11,entregue,
FM-00877,2025-04-07,Goiânia,go,C248,L6,app,mercearia,12,3,3,2,12,sim,nao_perecivel,11,30,21,156.35,,3.9,nao,,15,79,procesado,
FM-00878,2025-06-23,Campinas,SP,C130,L1,app,bebidas,18,0,1,54,9,nao,perecivel,84,45,62,"106,25",,1.4,nao,,0,56,cancelado,
FM-00879,2025-05-05,Curitiba,PR,C115,L49,app,bebidas,13,0,7,0,15,nao,nao_perecivel,9,40,56,"213,68",nao,3.7,nao,,5,76,entregue,
FM-00880,16/04/2025,Uberaba,MG,C114,L10,app,hortifruti,16,0,3,17,19,sim,perecivel,42,30,41,46.37,,"4,0",nao,,3,73,,
FM-00881,2025-09-01,Goiânia,GO,C318,L22,app,limpeza,9,0,1,32,18,sim,nao perecivel,39,50,16,142.62,nao,5,nao,,6,42,entregue,
FM-00882,2025-05-07,Goiânia,GO,C437,L1,app,conveniência,12,1,2,14,9,nao,nao_perecivel,25,50,43,"116,45",nao,4.1,sim,valor_frete,2,81,em_rota,
FM-00883,2025-06-11,Curitiba,PR,C402,L6,web,mercearia,14,1,1,7,15,nao,nao_perecivel,31,45,10,85.19,,4.5,nao,,1,72,entregue,
FM-00884,02-01-2025,Campinas,SP,C475,L43,app,limpeza,7,2,2,36,16,nao,perecivel,33,45,34,181.35,,4.3,nao,,9,82,procesado,
FM-00885,2025-04-14,Curitiba,PR,C293,L14,app,conveniencia,1,0,7,16,18,sim,perecivel,3,45,52,227.45,sim,2.8,sim,atraso,3,75,procesado,
FM-00886,06-14-2025,campinas,SP,C173,L29,app,mercearia,9,1,3,13,7,nao,nao_perecivel,23,40,18,159.58,,4.4,sim,erro_pagamento,8,14,entregue,
FM-00887,2025-04-11,Campinas,SP,C53,L14,app,hortifruti,5,1,3,41,15,nao,perecivel,39,45,41,"149,06",sim,5,nao,,6,62,em_rota,
FM-00888,22/02/2025,São Paulo,SP,C378,L31,app,bebidas,18,2,3,34,17,nao,perecivel,38,40,66,196.41,,2.8,nao,,1,56,cancelado,
FM-00889,2025-10-04,Uberaba,MG,C500,L25,app,mercearia,13,0,6,20,11,sim,nao_perecivel,39,50,65,33.79,,1,sim,erro_pagamento,9,84,,
FM-00890,06-13-2025,Campinas,SP,C331,L10,web,hortifruti,9,1,6,16,17,nao,nao_perecivel,21,30,25,15,,"3,4",nao,,3,52,cancelado,
FM-00891,2025-08-14,Goiânia,GO,C306,L3,web,limpeza,10,0,6,24,9,nao,nao_perecivel,27,30,46,236.51,,1.7,sim,atraso,8,27,,
FM-00892,2025-01-08,Goiânia,GO,C13,L36,app,hortifruti,10,0,6,30,13,nao,nao_perecivel,18,40,37,170.05,sim,3.9,nao,,7,15,entregue,
FM-00893,2025-03-14,São Paulo,SP,C260,L13,app,bebidas,22,1,6,13,13,nao,nao_perecivel,50,40,24,"95,27",sim,3.1,nao,,7,43,cancelado,
FM-00894,22/09/2025,Campinas,SP,C239,L53,app,hortifruti,15,0,7,8,12,sim,nao_perecivel,13,35,19,"120,58",nao,4.7,nao,,14,11,procesado,
FM-00895,01-16-2025,Uberlândia,MG,C25,L53,app,mercearia,1,1,2,13,13,nao,perecivel,9,40,55,34.98,sim,2.4,nao,,2,46,,
FM-00896,2025-03-08,Salvador,BA,C407,L43,app,mercearia,12,0,3,43,16,nao,nao_perecivel,43,40,32,40.77,,4.2,nao,,1,35,procesado,
FM-00897,2025-08-29,Uberaba,MG,C41,L42,app,limpeza,14,1,4,25,11,sim,nao_perecivel,19,35,29,123.1,nao,2.0,nao,,7,6,cancelado,
FM-00898,2025-07-05,Campinas,SP,C120,L14,app,conveniência,23,3,7,12,23,nao,nao_perecivel,58,30,10,28.9,nao,5,nao,,12,27,cancelado,
FM-00899,2025-08-15,Uberlândia,MG,C531,L57,app,mercearia,10,2,2,18,10,nao,nao perecivel,34,30,19,189.0,sim,3.6,nao,,4,32,cancelado,
FM-00900,30/03/2025,São Paulo,SP,C298,L15,app,bebidas,12,0,1,22,22,nao,perecivel,39,45,21,151.33,nao,"2,8",sim,cliente_desistiu,3,76,entregue,
FM-00901,2025-07-09,Curitiba,PR,C332,L16,web,hortifruti,3,2,4,10,16,nao,perecivel,9,45,61,"149,74",,2.9,nao,,11,65,procesado,
FM-00902,2025-04-14,Curitiba,pr,C123,L16,app,bebidas,29,0,5,29,19,sim,nao_perecivel,,35,87,161.26,sim,4.4,nao,,2,42,entregue,
FM-00903,2025-04-05,Salvador,BA,C276,L20,app,bebidas,5,0,7,6,17,nao,nao_perecivel,3,40,46,57.96,,3.1,nao,,0,44,,
FM-00904,2025-10-02,Uberaba,MG,C208,L55,app,bebidas,22,2,5,28,22,nao,nao perecivel,67,35,16,"88,15",,3.8,nao,,0,72,,
FM-00905,2025-02-11,Salvador,BA,C468,L36,app,mercearia,1,1,1,0,21,nao,perecivel,3,45,42,143.38,sim,3.1,nao,,10,57,cancelado,
FM-00906,2025-10-16,goiânia,GO,C310,L46,app,bebidas,10,0,2,15,12,sim,perecivel,17,40,54,66.34,,2.8,sim,erro_pagamento,3,67,cancelado,
FM-00907,2025-01-26,Salvador,BA,C27,L14,web,mercearia,11,0,4,23,17,nao,nao_perecivel,31,35,48,202.56,sim,2.6,nao,,11,89,,
FM-00908,2025-10-23,Curitiba,PR,C511,L39,web,hortifruti,10,2,4,30,10,nao,perecivel,26,50,84,101.89,,3.4,nao,,6,28,entregue,
FM-00909,data_invalida,uberaba,MG,C402,L34,web,hortifruti,17,0,2,16,13,nao,nao_perecivel,45,40,18,108.75,,4.4,nao,,8,28,em_rota,
FM-00910,04/03/2025,Uberlândia,MG,C295,L51,web,bebidas,8,2,3,0,8,nao,nao_perecivel,15,35,10,157.29,,3.3,nao,,2,72,procesado,
FM-00911,2025-01-18,Uberlândia,MG,C76,L18,app,mercearia,8,2,2,15,20,sim,nao_perecivel,26,40,58,15,,2.6,sim,atraso,2,78,procesado,
FM-00912,01-10-2025,Uberlândia,MG,C270,L28,app,limpeza,14,0,2,31,16,nao,perecivel,39,50,52,"37,58",nao,3.4,nao,,4,21,cancelado,
FM-00913,2025-08-14,Uberaba,MG,C401,L10,app,limpeza,24,1,3,34,22,nao,perecivel,70,30,24,111.48,sim,5,nao,,1,69,entregue,
FM-00914,2025-07-25,Campinas,sp,C147,L60,app,hortifruti,5,2,4,17,23,nao,perecivel,16,45,31,184.09,sim,5,nao,,5,85,entregue,
FM-00915,2025-06-02,Campinas,SP,C51,L47,web,mercearia,16,0,7,19,16,nao,nao_perecivel,16,45,63,86.85,,5,nao,,7,56,,
FM-00916,2025-02-20,São Paulo,SP,C402,L30,web,bebidas,15,1,2,34,12,sim,nao_perecivel,48,30,51,139.23,nao,4.0,nao,,2,28,procesado,
FM-00917,2025-08-16,São Paulo,SP,C137,L30,app,hortifruti,1,0,2,9,21,nao,perecivel,3,40,58,181.75,nao,3.4,nao,,4,83,,
FM-00918,2025-03-17,Uberaba,MG,C300,L20,app,conveniencia,10,1,3,3,11,sim,nao_perecivel,18,45,36,224.38,,4.8,nao,,0,14,procesado,
FM-00919,data_invalida,São Paulo,sp,C478,L39,web,mercearia,20,1,5,5,16,nao,perecivel,19,45,45,85.94,nao,5,sim,atraso,3,87,em_rota,
FM-00920,2025-10-03,Uberaba,MG,C451,L55,app,mercearia,15,0,5,14,8,nao,perecivel,25,50,46,"173,84",nao,"4,6",nao,,1,21,procesado,
FM-00921,03-22-2025,São Paulo,SP,C292,L5,web,mercearia,5,0,4,22,15,nao,perecivel,21,30,35,"184,18",nao,2.2,sim,valor_frete,4,57,,
FM-00922,08/10/2025,Uberaba,mg,C271,L56,web,bebidas,11,0,6,12,16,nao,perecivel,23,40,32,190.49,sim,2.8,nao,,2,88,procesado,
FM-00923,2025-03-12,Uberlândia,MG,C326,L30,app,mercearia,1,0,5,17,23,nao,nao_perecivel,8,30,31,203.27,sim,3.8,sim,valor_frete,8,52,,
FM-00924,2025-03-13,Salvador,BA,C76,L45,app,mercearia,3,3,1,20,18,sim,perecivel,19,30,70,196.89,sim,3.6,sim,atraso,4,87,em_rota,
FM-00925,2025-09-16,Curitiba,PR,C272,L49,app,conveniência,20,0,2,13,7,nao,nao_perecivel,34,30,76,74.01,nao,2.5,nao,,5,65,cancelado,
FM-00926,2025-09-23,Uberaba,mg,C446,L2,app,hortifruti,17,0,2,0,15,nao,nao_perecivel,21,35,18,76.62,sim,"2,6",nao,,3,38,entregue,
FM-00927,17/06/2025,Campinas,SP,C298,L3,app,limpeza,14,3,2,6,23,nao,nao_perecivel,,35,25,130.47,nao,4.7,nao,,4,4,procesado,
FM-00928,2025-03-14,Uberlândia,MG,C464,L39,app,hortifruti,10,0,1,23,9,nao,nao_perecivel,38,35,28,15,sim,2.1,sim,atraso,2,5,em_rota,
FM-00929,2025-03-16,Campinas,SP,C376,L52,app,conveniência,16,2,3,28,18,sim,perecivel,27,35,47,129.93,,2.6,sim,produto_indisponivel,0,23,,
FM-00930,2025-01-09,Uberaba,MG,C98,L23,app,conveniencia,9,3,3,24,16,nao,nao perecivel,35,50,56,"71,91",,3.4,nao,,1,66,em_rota,
FM-00931,2025-09-28,são paulo,SP,C169,L58,web,bebidas,12,0,6,33,8,nao,nao_perecivel,34,35,52,15,nao,"4,0",nao,,9,85,cancelado,
FM-00932,2025-06-22,Uberaba,MG,C467,L60,app,bebidas,20,0,6,19,15,nao,nao_perecivel,35,40,24,145.36,nao,3.1,nao,,5,45,,
FM-00933,2025-08-13,Uberlândia,MG,C237,L43,app,limpeza,1,0,1,42,21,nao,nao_perecivel,,35,37,66.95,sim,3.5,nao,,2,38,procesado,
FM-00934,2025-05-12,Uberlândia,MG,C210,L56,app,hortifruti,9,1,1,12,12,sim,perecivel,30,50,71,"109,29",,2.3,nao,,2,8,em_rota,
FM-00935,06-10-2025,Goiânia,GO,C113,L31,app,bebidas,6,2,5,28,7,nao,nao_perecivel,12,30,52,"90,98",,3.4,sim,cliente_desistiu,0,3,cancelado,
FM-00936,2025-07-31,Goiânia,GO,C439,L49,web,horti fruti,9,2,4,14,20,sim,nao_perecivel,21,50,55,194.71,sim,4.5,nao,,5,82,cancelado,
FM-00937,04/08/2025,Uberaba,MG,C529,L4,app,horti fruti,8,0,1,24,9,nao,perecivel,30,45,21,246.92,sim,4.5,sim,erro_pagamento,14,66,cancelado,
FM-00938,2025-02-13,São Paulo,SP,C54,L21,web,mercearia,16,1,1,0,18,sim,nao perecivel,19,40,25,132.47,nao,5,nao,,1,7,entregue,
FM-00939,2025-07-11,Uberlândia,MG,C188,L54,app,bebidas,16,1,4,3,21,nao,nao_perecivel,24,45,59,194.06,sim,2.9,nao,,5,28,cancelado,
FM-00940,05-21-2025,Curitiba,PR,C448,L28,app,bebidas,19,3,3,13,20,sim,perecivel,52,45,39,161.08,,5,nao,,2,40,,
FM-00941,2025-07-08,uberaba,MG,C385,L49,web,limpeza,13,0,2,34,21,nao,nao_perecivel,53,50,26,92.18,nao,"3,4",nao,,6,82,entregue,
FM-00942,2025-10-18,salvador,BA,C226,L7,app,bebidas,25,3,1,37,13,nao,perecivel,78,45,50,127.71,,3.3,nao,,8,70,procesado,
FM-00943,05-14-2025,Campinas,SP,C542,L8,app,conveniencia,28,0,3,1,13,nao,nao_perecivel,69,45,26,51.45,sim,2.6,nao,,2,34,procesado,
FM-00944,2025-09-09,Salvador,BA,C280,L46,web,mercearia,9,0,1,0,19,sim,nao_perecivel,11,50,62,"120,99",sim,4.6,nao,,7,42,procesado,
FM-00945,2025-06-26,Uberlândia,MG,C547,L54,app,horti fruti,25,0,1,20,15,nao,perecivel,64,45,81,65.49,,3.3,sim,produto_indisponivel,8,19,em_rota,
FM-00946,2025-07-09,Uberlândia,MG,C33,L58,app,horti fruti,19,0,4,10,23,nao,nao_perecivel,29,35,25,101.26,nao,3.4,nao,,2,52,,
FM-00947,2025-01-09,São Paulo,SP,C118,L49,web,bebidas,19,1,5,15,21,nao,perecivel,26,35,27,18.92,sim,3.8,nao,,5,27,cancelado,
FM-00948,2025-06-20,uberaba,mg,C262,L53,web,hortifruti,14,0,2,6,21,nao,nao_perecivel,36,40,36,139.13,nao,"3,4",nao,,9,24,em_rota,
FM-00949,2025-05-03,Campinas,SP,C54,L29,web,horti fruti,9,2,3,7,18,sim,perecivel,16,30,40,199.01,sim,2.1,nao,,11,51,em_rota,
FM-00950,2025-02-04,Uberlândia,MG,C28,L42,app,hortifruti,13,1,2,10,7,nao,nao_perecivel,36,30,33,126.11,,3.6,nao,,13,28,em_rota,
FM-00951,2025-05-27,Salvador,BA,C153,L18,app,limpeza,1,2,6,20,18,sim,perecivel,4,40,57,166.85,sim,1,sim,cliente_desistiu,5,44,procesado,
FM-00952,2025-07-30,São Paulo,SP,C539,L31,app,bebidas,5,0,4,6,18,sim,nao_perecivel,5,50,76,98.99,,2.5,nao,,4,69,cancelado,
FM-00953,2025-02-15,Goiânia,GO,C55,L5,app,hortifruti,7,2,2,9,7,nao,nao_perecivel,23,50,39,182.74,nao,4.2,nao,,0,12,cancelado,
FM-00954,2025-08-31,Uberaba,MG,C478,L56,web,conveniencia,17,1,3,13,19,sim,nao_perecivel,27,30,27,23.86,sim,3.6,nao,,6,87,procesado,
FM-00955,2025-09-04,Salvador,BA,C292,L13,app,conveniencia,20,0,5,47,7,nao,nao_perecivel,48,30,49,118.74,,2.0,nao,,6,22,entregue,
FM-00956,data_invalida,Salvador,BA,C274,L15,app,horti fruti,2,0,5,0,21,nao,perecivel,3,35,14,214.69,,1.4,nao,,2,40,procesado,
FM-00957,2025-07-09,Salvador,BA,C159,L39,web,hortifruti,7,5,4,8,16,nao,nao_perecivel,7,30,62,126.1,nao,3.7,sim,produto_indisponivel,9,90,cancelado,
FM-00958,2025-08-05,Curitiba,PR,C207,L26,app,conveniencia,2,0,4,26,9,nao,nao perecivel,11,45,81,190.15,sim,3.3,nao,,3,36,,
FM-00959,2025-04-14,Uberlândia,MG,C289,L34,app,bebidas,16,0,5,14,12,sim,nao_perecivel,23,50,51,31.56,nao,1,nao,,8,41,em_rota,
FM-00960,13/09/2025,Uberaba,MG,C160,L15,app,mercearia,20,0,1,16,18,sim,perecivel,56,35,45,"202,85",,2.9,sim,atraso,10,53,em_rota,
FM-00961,27/03/2025,Salvador,BA,C139,L34,app,mercearia,9,2,5,24,23,nao,nao_perecivel,28,40,42,153.59,,1.9,nao,,8,0,cancelado,
FM-00962,02-17-2025,Salvador,BA,C506,L3,web,mercearia,5,0,5,14,23,nao,perecivel,5,30,21,15.81,nao,3.3,nao,,0,7,procesado,
FM-00963,2025-06-21,Curitiba,PR,C476,L43,web,mercearia,17,0,3,23,15,nao,perecivel,35,35,61,"203,21",,4.4,nao,,8,89,,
FM-00964,data_invalida,Curitiba,PR,C16,L3,app,limpeza,20,0,1,35,21,nao,nao_perecivel,51,40,10,22.87,sim,4.0,nao,,0,87,entregue,
