registro_id,data_viagem,cidade,uf,regiao,latitude,longitude,modal,tempo_viagem_min,distancia_km,custo,avaliacao_usuario,usuario_id,frequencia_uso_mes,tempo_desde_ultima_viagem_dias,cupom_utilizado,cancelou_viagem,clima,hora,dia_semana,observacao
ECO-00889,2025-05-28,Campinas,SP,leste,-22.868932,-47.075923,patinete,19,"5,0",16.09,3.4,U108,25,7,sim,nao,sol,2,qui,
ECO-00890,2025-07-20,São Paulo,SP,leste,-23.524398,-46.594108,patinete,3,0.79,1.2,1.9,U85,18,2,nao,nao,nublado,15,qua,
ECO-00891,2025-01-20,Salvador,BA,centro,"-12,931731",-38.483904,publico,3,"2,99",6.19,2.6,U194,7,59,sim,sim,sol,15,seg,
ECO-00892,23/03/2025,Uberaba,MG,sul,-19.77064,-47.894326,publico,13,0.82,3.21,4.8,U338,20,54,sim,sim,sol,14,seg,
ECO-00893,2025-02-17,uberaba,MG,centro,-19.740109,-47.908002,publico,7,"5,42",11.81,1.3,U227,17,13,,sim,sol,7,dom,
ECO-00894,2025-07-09,São Paulo,SP,centro,-23.558894,-46.663231,bike,27,6.18,11.9,1.5,U156,30,53,,sim,chuva,1,dom,
ECO-00895,2025-08-24,Uberlândia,MG,sul,-18.918383,-48.279094,publico,11,"3,72",6.29,3.2,U292,22,59,sim,nao,chuva,11,sex,
ECO-00896,2025-10-03,uberaba,MG,centro,-19.750732,-47.929318,bike,20,"5,98",16.86,4.5,U195,12,49,nao,sim,sol,18,sex,
ECO-00897,17/01/2025,Uberaba,MG,oeste,-19.75183,-47.936862,bike,29,0.8,2.84,4.5,U339,10,26,,sim,sol,22,ter,
ECO-00898,data_invalida,Campinas,SP,norte,-22.907987,-47.03508,patinete,15,0.5,1.66,3.1,U397,30,37,nao,nao,nublado,1,seg,
ECO-00899,2025-01-18,Curitiba,pr,leste,-25.384983,-49.276537,patinete,23,"3,66",9.34,2.1,U309,20,27,,nao,nublado,7,sex,
ECO-00900,2025-06-16,Curitiba,PR,norte,-25.432791,-49.247713,publico,26,3.24,9.86,2.2,U94,30,40,nao,nao,chuva,18,sab,
ECO-00901,2025-06-02,Salvador,BA,sul,-12.999412,-38.538986,bike,24,0.5,1.37,2.1,U91,14,30,nao,nao,sol,3,sex,
ECO-00902,2025-08-07,Uberlândia,MG,centro,-18.963096,-48.246541,bike,3,2.29,5.72,2.6,U30,0,48,sim,sim,sol,6,seg,
ECO-00903,2025-06-27,Campinas,SP,centro,-22.86454,-47.018537,patinete,16,5.55,15.01,1.2,U253,3,44,sim,sim,nublado,6,dom,
ECO-00904,2025-03-24,Campinas,SP,centro,-22.878268,-47.07348,publico,21,0.5,1.83,4.2,U21,2,15,,sim,chuva,3,qui,
ECO-00905,2025-01-26,Salvador,BA,oeste,-13.010441,-38.453338,publico,18,4.65,14.37,1.8,U63,28,23,,sim,sol,1,dom,
ECO-00906,2025-01-11,Salvador,ba,norte,-12.950861,-38.506418,bike,31,10.1,40.27,4.7,U30,22,7,sim,nao,sol,1,sab,
ECO-00907,06-05-2025,Curitiba,pr,centro,-25.425715,-49.309264,patinete,17,5.63,12.4,2.1,U277,29,37,sim,nao,chuva,21,qui,
ECO-00908,2025-02-10,Salvador,BA,leste,-12.937402,-38.477037,carro,29,6.13,22.2,1.6,U170,10,35,nao,sim,nublado,7,sex,
ECO-00909,07/04/2025,Campinas,SP,sul,-22.950135,-47.089578,bike,16,4.1,13.43,4.8,U84,16,47,sim,nao,chuva,17,qui,
ECO-00910,02/06/2025,São Paulo,SP,sul,-23.576806,-46.628196,carro,14,10.06,35.87,1.5,U187,2,6,sim,nao,nublado,5,sab,
ECO-00911,2025-03-30,Salvador,BA,leste,-13.01267,-38.49931,carro,23,1.88,5.16,2.9,U70,28,40,sim,nao,sol,10,ter,
ECO-00912,2025-10-01,Uberaba,MG,norte,-19.797032,-47.899704,patinete,16,3.12,7.37,4.7,U226,0,44,nao,nao,chuva,2,sab,
ECO-00913,2025-04-11,Curitiba,PR,oeste,-25.420577,-49.238353,publico,24,1.11,3.99,3.8,U185,2,44,sim,nao,sol,13,seg,
ECO-00914,2025-07-10,Curitiba,PR,norte,-25.417607,-49.309665,bike,21,"0,74",2.81,2.4,U47,10,55,sim,nao,nublado,17,sab,
ECO-00915,16/09/2025,Salvador,BA,oeste,-13.002663,-38.523121,publico,18,5.96,18.96,4.2,U351,27,32,,sim,nublado,5,qui,
ECO-00916,2025-06-23,Curitiba,PR,sul,-25.409818,-49.295977,publico,17,4.41,10.25,4.7,U239,5,32,,nao,sol,18,sab,
ECO-00917,2025-01-22,Campinas,SP,sul,-22.917483,-47.067629,publico,21,8.43,14.03,3.7,U374,1,47,,sim,chuva,18,qui,
ECO-00918,2025-07-09,Salvador,BA,leste,"-12,977502",-38.45253,patinete,13,6.75,17.55,4.3,U299,4,16,,nao,sol,9,sab,
ECO-00919,2025-01-12,campinas,SP,norte,-22.893013,-47.022727,carro,21,9.16,36.26,1.6,U26,26,51,nao,sim,nublado,17,seg,
ECO-00920,06-17-2025,Uberlândia,MG,leste,-18.890496,-48.251195,publico,29,"2,63",5.57,3.7,U394,5,21,,nao,nublado,8,qua,
ECO-00921,2025-06-09,Curitiba,PR,sul,-25.386864,-49.30727,carro,17,0.5,0.8,3.9,U101,23,2,nao,sim,sol,9,seg,
ECO-00922,2025-07-22,Salvador,BA,sul,-12.963194,-38.513757,bike,26,4.47,17.62,3.3,U214,1,39,,sim,sol,12,sex,
ECO-00923,2025-08-15,Curitiba,PR,leste,-25.439378,-49.306199,bike,14,0.5,1.43,3.0,U27,17,14,sim,nao,nublado,14,seg,
ECO-00924,2025-10-07,Curitiba,PR,sul,-25.467661,"-49,310775",patinete,12,0.5,1.18,4.9,U398,6,3,,nao,chuva,9,dom,
ECO-00925,2025-05-10,Uberlândia,MG,leste,-18.93016,"-48,275671",carro,9,"5,13",17.62,4.8,U29,12,29,nao,nao,nublado,9,qua,
ECO-00926,2025-07-21,Uberaba,MG,norte,-19.70213,"-47,919906",bike,25,"5,16",9.75,4.4,U76,20,59,nao,sim,nublado,19,sab,
ECO-00927,2025-09-28,Campinas,SP,centro,-22.86677,-47.023825,patinete,21,6.34,21.38,3.5,U156,11,7,nao,sim,chuva,13,seg,
ECO-00928,2025-06-02,Curitiba,PR,oeste,-25.461211,-49.238214,publico,25,11.54,26.79,1.7,U355,6,41,nao,nao,sol,8,dom,
ECO-00929,2025-04-12,Uberaba,MG,centro,-19.725047,-47.942302,bike,11,"1,22",4.4,2.3,U30,5,51,nao,sim,sol,7,qui,
ECO-00930,data_invalida,Uberlândia,MG,leste,"-18,877913",-48.251943,bike,19,0.5,1.15,1.6,U304,20,60,sim,nao,nublado,3,dom,
ECO-00931,07-08-2025,Campinas,SP,leste,-22.902773,-47.014867,bike,22,0.65,1.43,3.9,U15,21,60,sim,sim,chuva,23,ter,
ECO-00932,2025-04-26,Uberaba,MG,norte,-19.740827,-47.908098,bike,18,5.07,19.18,4.9,U378,29,27,,sim,nublado,2,sex,
ECO-00933,2025-07-08,Uberaba,MG,oeste,-19.763812,"-47,953404",bike,21,6.08,11.17,2.1,U66,5,9,nao,nao,sol,5,seg,
ECO-00934,2025-03-18,Uberaba,mg,oeste,-19.705474,-47.956078,publico,20,4.55,8.45,3.2,U81,13,32,nao,nao,sol,18,qui,
ECO-00935,2025-02-13,Uberlândia,mg,oeste,-18.952167,-48.311472,bike,39,"4,66",13.27,2.6,U225,6,6,nao,sim,nublado,8,dom,
ECO-00936,2025-07-24,Campinas,SP,sul,-22.933823,"-47,105095",patinete,18,8.33,24.06,2.3,U291,11,42,,nao,sol,19,sex,
ECO-00937,2025-09-30,salvador,BA,centro,-12.993247,-38.461377,carro,21,3.12,6.52,4.0,U255,11,32,nao,sim,sol,4,dom,
ECO-00938,2025-01-15,São Paulo,SP,norte,-23.528566,-46.610399,bike,26,"0,5",1.43,1.4,U340,4,41,nao,sim,sol,12,qua,
ECO-00939,2025-10-10,Uberlândia,MG,norte,-18.905229,-48.274338,patinete,15,6.02,13.28,4.4,U342,2,1,nao,nao,nublado,14,qua,
ECO-00940,2025-08-02,Campinas,SP,leste,-22.923692,-47.016982,bike,15,0.5,1.08,3.7,U191,20,57,nao,sim,sol,16,dom,
ECO-00941,2025-03-09,Campinas,SP,sul,-22.915254,-47.092616,patinete,15,5.08,9.63,3.0,U101,30,10,,sim,sol,16,seg,
ECO-00942,19/04/2025,Curitiba,PR,leste,-25.450193,"-49,284886",patinete,13,1.71,3.96,4.0,U394,29,21,sim,sim,sol,21,qua,
ECO-00943,2025-10-06,Salvador,BA,centro,-13.012599,-38.528275,carro,27,0.5,1.88,4.3,U378,28,45,nao,sim,nublado,18,ter,
ECO-00944,05-14-2025,Uberlândia,MG,oeste,-18.926999,-48.282869,bike,22,6.89,21.4,3.5,U195,27,54,sim,nao,sol,3,sab,
ECO-00945,2025-07-10,Campinas,SP,sul,-22.90501,-47.051561,bike,3,3.61,14.05,1.0,U99,1,39,sim,nao,nublado,19,qui,
ECO-00946,2025-05-30,Uberlândia,MG,leste,-18.928328,-48.278249,patinete,12,"7,58",21.46,1.3,U197,5,22,nao,nao,sol,20,qui,
ECO-00947,30/03/2025,salvador,ba,norte,-13.017284,-38.516629,patinete,13,2.32,7.45,4.8,U92,22,37,nao,nao,nublado,17,qui,
ECO-00948,07-17-2025,Uberaba,MG,centro,-19.773665,-47.894279,patinete,8,12.2,44.76,2.1,U223,17,3,sim,sim,sol,12,ter,
ECO-00949,2025-03-18,São Paulo,SP,leste,-23.562993,-46.63997,patinete,5,5.74,8.63,3.2,U85,1,24,sim,sim,sol,8,dom,
ECO-00950,2025-08-11,São Paulo,SP,sul,"-23,506231",-46.655121,carro,19,5.23,9.91,2.3,U185,8,32,nao,nao,sol,13,seg,
ECO-00951,2025-06-20,Campinas,SP,oeste,-22.921847,-47.068089,patinete,12,9.84,34.57,4.3,U218,5,21,nao,sim,sol,1,sex,
ECO-00952,2025-07-26,Uberlândia,MG,centro,-18.962992,-48.263242,publico,6,2.81,5.07,3.4,U380,13,46,nao,nao,nublado,22,ter,
ECO-00953,2025-04-07,Uberaba,MG,leste,-19.708226,"-47,923471",bike,44,2.9,7.35,1.3,U122,18,23,sim,nao,sol,5,sex,
ECO-00954,2025-06-14,Uberlândia,MG,sul,-18.901048,-48.228218,publico,5,10.42,39.96,3.4,U229,2,15,sim,sim,sol,7,ter,
ECO-00955,2025-04-29,Curitiba,pr,leste,-25.400726,-49.298863,patinete,27,0.5,1.99,1.8,U48,10,10,sim,nao,chuva,14,dom,
ECO-00956,2025-03-31,Uberlândia,MG,centro,-18.949142,-48.276754,publico,20,5.09,16.48,2.7,U153,4,32,nao,sim,nublado,17,ter,
ECO-00957,2025-10-04,Campinas,SP,norte,-22.923679,-47.037137,bike,16,3.9,7.95,3.2,U154,24,9,sim,nao,nublado,3,ter,
ECO-00958,2025-06-03,Campinas,SP,leste,-22.933638,-47.040036,patinete,9,4.39,12.59,1.6,U53,22,5,sim,sim,chuva,19,qui,
ECO-00959,2025-09-07,salvador,BA,centro,-12.97583,-38.481691,publico,11,1.26,2.5,3.0,U27,9,27,sim,sim,sol,8,sex,
ECO-00960,2025-09-11,Campinas,SP,centro,-22.95537,-47.056429,carro,22,"1,88",5.35,2.0,U282,2,41,sim,nao,nublado,0,sex,
ECO-00961,data_invalida,Campinas,SP,leste,-22.895614,-47.089256,patinete,12,"2,29",4.97,4.8,U178,13,12,sim,nao,chuva,18,sex,
ECO-00962,2025-07-13,uberaba,MG,oeste,"-19,748057","-47,979853",publico,31,9.95,32.16,3.3,U361,18,44,,nao,sol,9,qui,
ECO-00963,2025-04-30,Curitiba,PR,sul,"-25,476724",-49.260126,bike,7,"5,32",15.07,3.8,U53,5,51,nao,sim,sol,4,qua,
ECO-00964,2025-07-20,Uberaba,MG,oeste,-19.703274,-47.914681,bike,12,2.23,3.87,3.3,U28,28,47,sim,nao,chuva,19,sab,
ECO-00965,2025-01-20,São Paulo,sp,norte,-23.566649,-46.604405,bike,3,1.07,1.88,2.2,U288,12,46,nao,sim,sol,3,sab,
ECO-00966,2025-03-10,Uberaba,MG,norte,-19.75785,"-47,928217",carro,3,"8,16",29.46,1.5,U29,24,5,sim,nao,sol,15,sex,
ECO-00967,2025-10-14,Campinas,sp,oeste,-22.933909,-47.044866,publico,27,0.5,1.17,2.2,U17,4,50,nao,sim,chuva,18,sab,
ECO-00968,2025-06-08,Uberaba,MG,norte,-19.79467,-47.956337,publico,3,4.6,11.93,1.6,U341,6,59,sim,nao,nublado,2,qua,
ECO-00969,2025-07-31,Campinas,SP,centro,-22.917979,"-47,051974",publico,18,3.02,5.86,2.2,U120,20,7,nao,nao,sol,17,ter,
ECO-00970,2025-02-16,Salvador,BA,oeste,-12.957527,-38.521189,publico,38,0.97,3.03,2.2,U185,10,14,,sim,chuva,9,dom,
ECO-00971,2025-03-09,Uberlândia,MG,leste,"-18,881202",-48.296588,bike,32,7.64,19.28,2.9,U67,29,11,nao,sim,chuva,2,qui,
ECO-00972,2025-04-12,Curitiba,PR,leste,-25.461383,-49.301779,patinete,18,3.39,8.96,2.4,U219,26,26,nao,nao,chuva,9,sab,
ECO-00973,2025-05-01,Uberaba,MG,sul,-19.760689,-47.924004,publico,26,"5,27",20.86,2.8,U109,11,41,,sim,nublado,2,seg,
ECO-00974,2025-07-19,Curitiba,PR,norte,-25.474376,-49.310058,bike,21,3.61,10.12,1.2,U377,0,13,sim,nao,sol,6,sex,
ECO-00975,2025-01-03,Uberlândia,mg,sul,"-18,88249",-48.276749,bike,3,2.11,3.29,3.1,U341,12,41,sim,nao,nublado,17,sex,
ECO-00976,10-06-2025,Uberlândia,MG,sul,"-18,916073",-48.289638,bike,11,4.32,6.79,1.8,U109,9,46,,nao,nublado,21,sex,
ECO-00977,03-08-2025,Uberaba,MG,centro,-19.738989,-47.89638,carro,29,0.96,2.56,4.9,U398,6,48,,nao,sol,5,dom,
ECO-00978,2025-06-27,Curitiba,PR,centro,-25.390638,-49.282724,bike,17,2.96,4.62,1.4,U47,24,36,sim,sim,sol,10,qua,
ECO-00979,2025-05-24,Curitiba,PR,norte,-25.423376,-49.283798,bike,9,6.25,13.12,2.6,U369,24,0,nao,nao,nublado,14,sab,
ECO-00980,2025-09-07,Campinas,SP,centro,-22.875833,"-47,028502",patinete,28,1.44,5.07,1.9,U24,23,2,sim,sim,sol,9,sex,
ECO-00981,2025-01-04,São Paulo,SP,centro,-23.55021,-46.643229,carro,33,"4,58",13.58,2.0,U106,1,46,sim,nao,sol,13,qui,
ECO-00982,2025-04-05,Uberaba,MG,norte,-19.775191,-47.941799,patinete,15,6.07,13.53,4.0,U1,20,6,,nao,nublado,7,sex,
ECO-00983,2025-03-03,Uberlândia,MG,sul,-18.904653,-48.308596,patinete,31,4.07,15.99,2.5,U40,15,59,nao,nao,sol,14,sex,
ECO-00984,2025-03-07,Uberaba,MG,leste,-19.756611,"-47,956933",bike,14,"6,41",23.78,3.4,U200,2,28,sim,sim,nublado,13,dom,
ECO-00985,2025-05-29,São Paulo,SP,norte,-23.501875,"-46,651749",bike,20,2.55,4.94,1.4,U333,29,32,,sim,chuva,16,ter,
ECO-00986,2025-01-07,Salvador,BA,sul,-12.982556,"-38,490768",bike,30,4.38,15.17,3.2,U126,12,24,nao,nao,chuva,15,qui,
ECO-00987,2025-03-15,São Paulo,SP,centro,-23.537419,-46.589382,publico,3,"5,4",19.14,1.8,U30,4,23,nao,sim,sol,1,qui,
ECO-00988,18/07/2025,Uberaba,MG,sul,-19.698008,-47.91067,carro,5,2.31,6.45,1.2,U107,15,0,nao,nao,nublado,9,ter,
ECO-00989,2025-05-31,São Paulo,SP,sul,-23.558098,-46.597819,publico,27,5.03,13.51,3.2,U116,11,35,,sim,nublado,5,seg,
ECO-00990,04-16-2025,uberaba,MG,leste,-19.751496,-47.946065,carro,5,"5,34",12.53,4.7,U117,10,16,,sim,nublado,20,qui,
ECO-00991,2025-06-01,Uberaba,MG,oeste,-19.720936,-47.891573,patinete,20,5.65,8.82,3.7,U271,20,37,,nao,sol,2,sex,
ECO-00992,17/10/2025,Curitiba,PR,sul,"-25,380354",-49.294302,bike,16,2.19,4.61,2.4,U191,16,48,sim,nao,nublado,6,dom,
ECO-00993,19/08/2025,Campinas,SP,oeste,"-22,91513",-47.046434,patinete,3,5.69,14.93,4.6,U256,3,54,sim,sim,nublado,6,sab,
ECO-00994,2025-07-15,Uberlândia,MG,norte,"-18,928378",-48.292864,bike,36,7.84,30.26,4.8,U257,4,59,,nao,chuva,5,qua,
ECO-00995,2025-03-09,Curitiba,PR,sul,"-25,463174",-49.253991,publico,17,"2,7",6.77,1.8,U65,12,30,sim,nao,nublado,15,qua,
ECO-00996,2025-04-05,Curitiba,PR,leste,-25.468159,-49.318752,patinete,16,8.56,22.08,1.6,U29,13,1,nao,sim,nublado,17,dom,
ECO-00997,20/10/2025,São Paulo,SP,sul,"-23,517694",-46.649371,carro,13,0.5,1.55,4.6,U223,10,11,nao,sim,sol,2,qua,
ECO-00998,2025-03-15,Uberaba,MG,centro,-19.745375,-47.898446,carro,26,2.21,3.76,4.2,U343,21,58,sim,sim,chuva,21,sex,
ECO-00999,2025-03-25,são paulo,SP,norte,"-23,515814",-46.633538,carro,24,3.77,14.16,2.4,U1,28,11,sim,sim,chuva,21,sex,
ECO-00000,2025-09-27,Uberlândia,MG,oeste,-18.927273,-48.25581,patinete,33,3.19,4.79,2.9,U374,12,34,sim,nao,sol,1,ter,
ECO-00001,02-15-2025,Uberlândia,MG,leste,"-18,935736",-48.289407,bike,12,4.45,10.14,4.7,U279,8,41,,nao,chuva,21,dom,
ECO-00002,19/09/2025,Salvador,BA,centro,-12.981363,-38.474097,patinete,8,5.74,11.1,4.2,U377,14,5,sim,sim,nublado,16,sab,
ECO-00003,2025-02-02,Curitiba,PR,leste,-25.404827,-49.275499,bike,30,2.37,6.76,2.8,U18,29,59,,sim,chuva,1,sex,
ECO-00004,2025-01-29,Curitiba,PR,norte,-25.412439,-49.244203,patinete,16,3.08,12.12,3.3,U189,16,7,nao,nao,sol,17,ter,
ECO-00005,2025-07-13,Uberaba,MG,oeste,-19.722675,-47.923988,patinete,17,7.28,18.26,5.0,U10,25,45,nao,nao,nublado,21,ter,
ECO-00006,data_invalida,Uberaba,MG,oeste,-19.704063,-47.894589,bike,13,1.47,2.21,3.9,U388,21,53,nao,nao,sol,0,qua,
ECO-00007,data_invalida,Curitiba,pr,norte,-25.440538,"-49,239972",bike,30,"6,74",25.51,4.2,U176,2,48,,nao,chuva,8,sex,
ECO-00008,2025-02-22,São Paulo,SP,sul,-23.567504,-46.656981,bike,27,0.5,1.16,2.8,U285,22,43,nao,sim,sol,7,seg,
ECO-00009,21/09/2025,São Paulo,SP,oeste,-23.59134,-46.608258,patinete,27,8.91,21.95,5.0,U159,7,21,,sim,nublado,10,dom,
ECO-00010,2025-03-14,São Paulo,SP,leste,-23.593459,-46.664558,bike,28,9.47,23.42,1.7,U193,29,13,,sim,sol,6,qui,
ECO-00011,2025-01-13,Salvador,BA,sul,-13.011067,-38.5436,publico,26,"3,24",12.45,2.4,U301,0,22,nao,sim,nublado,16,sab,
ECO-00012,2025-01-20,Uberaba,MG,centro,-19.794741,-47.903297,patinete,12,2.3,7.19,1.5,U131,8,40,sim,sim,chuva,13,sab,
ECO-00013,07/02/2025,Curitiba,PR,norte,"-25,399628",-49.300279,carro,24,0.5,1.22,2.8,U82,19,7,sim,sim,sol,7,qua,
ECO-00014,2025-05-31,Curitiba,PR,leste,-25.379549,-49.259847,bike,16,"5,71",14.84,1.0,U107,2,17,sim,nao,sol,9,dom,
ECO-00015,2025-03-26,Uberlândia,MG,centro,"-18,868629",-48.260674,patinete,30,7.67,18.99,4.3,U253,6,56,,nao,sol,16,seg,
ECO-00016,2025-04-02,Campinas,SP,norte,"-22,863231",-47.058432,publico,33,4.32,14.52,3.0,U208,30,30,,nao,sol,5,qui,
ECO-00017,24/01/2025,Uberaba,MG,norte,"-19,718422","-47,975029",carro,21,3.97,9.27,1.8,U99,9,0,nao,sim,sol,17,qui,
ECO-00018,2025-03-24,Salvador,BA,centro,-13.013327,-38.497908,bike,13,0.5,1.74,1.4,U337,15,54,,nao,nublado,10,dom,
ECO-00019,2025-06-19,Uberlândia,MG,sul,-18.958578,-48.24119,carro,19,1.82,6.39,2.4,U381,7,12,sim,nao,sol,7,dom,
