registro_id,data_atendimento,cidade,uf,especie,raca,idade_anos,peso_kg,sintomas_texto,prioridade_ia,tempo_espera_min,tempo_atendimento_min,temperatura_corporal_c,frequencia_cardiaca,exames_solicitados,diagnostico_previo,avaliacao_tutor,retorno_7d,historico_microchip,status_atendimento,observacao
FPC-00834,2025-04-28,Salvador,BA,gato,Poodle,7,19.04,vômito e apatia,monitorar,17,32,38.18,82,nenhum,suspeita_infeccao,4.7,nao,sim,cancelado,
FPC-00835,2025-07-27,Goiânia,GO,gato,Poodle,9,"9,99",letargia,monitorar,59,23,38.88,177,ultrassom,trauma,3.24,nao,,em_atendimento,
FPC-00836,01-31-2025,Curitiba,PR,gato,Poodle,3,6.86,NA,monitorar,62,6,39.33,183,ultrassom,suspeita_infeccao,2.0,sim,,cancelado,
FPC-00837,2025-08-05,Campinas,SP,gato,Siamês,2,19.11,NA,urgente,34,19,37.66,130,raio_x,,1.61,,SIM,procesado,
FPC-00838,09-20-2025,São Paulo,SP,cachorro,Poodle,5,16.42,,monitorar,46,26,36.98,134,ultrassom,suspeita_infeccao,5,,sim,finalizado,
FPC-00839,2025-06-28,Campinas,SP,cachorro,,3,3.86,letargia,urgente,12,35,38.75,98,ultrassom,trauma,4.52,,nao,cancelado,
FPC-00840,2025-05-14,Campinas,SP,cachorro,Bulldog,0,20.17,vômito e apatia,monitorar,93,28,"38,2",140,NA,alergia,4.04,NA,sim,procesado,
FPC-00841,data_invalida,Salvador,BA,cachorro,SRD,11,16.28,letargia,monitorar,17,30,"37,2",96,hemograma,suspeita_infeccao,3.72,,sim,procesado,
FPC-00842,2025-10-10,Goiânia,go,cachorro,SRD,2,17.27,ferimento na pata,monitorar,4,29,39.93,115,nenhum,trauma,3.49,sim,sim,cancelado,
FPC-00843,2025-01-24,Goiânia,GO,cachorro,Poodle,9,17.12,ferimento na pata,monitorar,14,24,41.03,104,hemograma,suspeita_infeccao,4.07,nao,SIM,procesado,
FPC-00844,2025-06-06,Uberaba,MG,cachorro,Siamês,6,20.14,vômito e apatia,urgente,11,40,36.09,140,nenhum,suspeita_infeccao,2.89,nao,SIM,procesado,
FPC-00845,03-08-2025,Uberaba,MG,gato,Labrador,8,16.13,coceira intensa,monitorar,34,8,35.47,124,NA,suspeita_infeccao,4.34,NA,sim,cancelado,
FPC-00846,2025-07-12,Curitiba,PR,gato,Bulldog,3,0.62,letargia,monitorar,58,45,41.91,109,nenhum,,2.59,nao,sim,finalizado,
FPC-00847,2025-10-08,Salvador,BA,cachorro,,0,16.13,ferimento na pata,monitorar,37,23,37.8,103,NA,,3.86,nao,,cancelado,
FPC-00848,2025-08-30,Salvador,BA,gato,Poodle,2,7.18,letargia,monitorar,7,44,40.45,126,NA,trauma,2.45,nao,sim,cancelado,
FPC-00849,2025-07-01,Uberaba,MG,cachorro,,1,11.42,coceira intensa,monitorar,63,10,39.44,103,ultrassom,,5,sim,,em_atendimento,
FPC-00850,09-07-2025,Salvador,BA,cachorro,,4,1.94,coceira intensa,urgente,25,5,39.38,170,ultrassom,trauma,3.87,sim,nao,finalizado,
FPC-00851,2025-03-16,Porto Alegre,RS,gato,Labrador,0,17.87,vômito e apatia,monitorar,28,19,39.46,108,raio_x,suspeita_infeccao,2.19,,SIM,finalizado,
FPC-00852,06-07-2025,Uberlândia,mg,cachorro,SRD,4,17.88,vômito e apatia,monitorar,39,17,38.64,146,raio_x,trauma,4.67,sim,nao,em_atendimento,
FPC-00853,2025-08-27,Goiânia,go,cachorro,Poodle,4,13.22,febre alta,monitorar,24,16,39.2,122,ultrassom,alergia,3.45,NA,SIM,finalizado,
FPC-00854,2025-07-10,Uberlândia,MG,cachorro,Labrador,7,16.53,dificuldade respiratória,critico,36,10,37.38,140,nenhum,suspeita_infeccao,3.23,sim,sim,procesado,
FPC-00855,2025-04-15,são paulo,sp,gato,Labrador,8,18.03,coceira intensa,urgente,79,19,"38,62",137,nenhum,alergia,2.28,,SIM,cancelado,
FPC-00856,2025-01-05,São Paulo,sp,cachorro,SRD,1,"8,96",letargia,monitorar,62,23,"37,87",102,ultrassom,NA,4.45,,sim,cancelado,
FPC-00857,2025-05-31,Curitiba,pr,cachorro,Poodle,6,20.32,febre alta,monitorar,50,11,37.59,127,NA,,3.26,,sim,cancelado,
FPC-00858,2025-08-18,Campinas,SP,cachorro,SRD,6,14.05,coceira intensa,monitorar,40,21,37.17,97,NA,suspeita_infeccao,5,,sim,em_atendimento,
FPC-00859,2025-02-02,Porto Alegre,RS,cachorro,Poodle,9,8.18,,critico,118,14,37.44,86,hemograma,,4.59,,SIM,procesado,
FPC-00860,2025-03-15,Curitiba,PR,gato,Bulldog,11,11.33,coceira intensa,urgente,55,7,38.59,97,NA,alergia,4.41,nao,SIM,cancelado,
FPC-00861,2025-09-24,Goiânia,GO,cachorro,SRD,3,0.5,dificuldade respiratória,urgente,23,40,"36,69",68,NA,,5,NA,sim,procesado,
FPC-00862,2025-04-24,Uberaba,MG,cachorro,Poodle,5,12.21,coceira intensa,monitorar,15,33,37.32,89,ultrassom,,5,nao,SIM,cancelado,
FPC-00863,2025-05-24,Goiânia,GO,gato,,,5.77,coceira intensa,monitorar,24,33,38.25,119,hemograma,,4.59,,,em_atendimento,
FPC-00864,2025-07-21,uberlândia,mg,cachorro,Bulldog,2,12.32,,urgente,34,30,"38,25",146,ultrassom,suspeita_infeccao,5,,sim,em_atendimento,
FPC-00865,08-30-2025,são paulo,sp,gato,Bulldog,4,11.17,,urgente,59,18,38.29,94,ultrassom,alergia,2.69,sim,SIM,em_atendimento,
FPC-00866,2025-05-01,Porto Alegre,RS,gato,SRD,7,6.78,coceira intensa,monitorar,54,15,39.28,113,NA,,4.48,,,procesado,
FPC-00867,20/07/2025,Uberaba,MG,cachorro,Siamês,8,3.65,letargia,monitorar,42,30,39.14,155,hemograma,suspeita_infeccao,4.81,nao,sim,procesado,
FPC-00868,2025-03-04,Campinas,SP,cachorro,Labrador,7,2.28,ferimento na pata,urgente,48,22,41.2,99,hemograma,trauma,4.56,nao,nao,em_atendimento,
FPC-00869,2025-04-18,Curitiba,PR,cachorro,Siamês,0,15.64,coceira intensa,monitorar,48,16,"39,51",124,hemograma,NA,4.26,,nao,procesado,
FPC-00870,2025-06-01,São Paulo,SP,cachorro,Poodle,0,17.07,,monitorar,27,35,38.76,135,ultrassom,trauma,4.45,,,em_atendimento,
FPC-00871,2025-05-04,Porto Alegre,RS,cachorro,,9,7.9,coceira intensa,monitorar,39,27,39.1,175,hemograma,alergia,3.99,sim,nao,em_atendimento,
FPC-00872,2025-01-23,Uberlândia,MG,cachorro,,4,23.09,,monitorar,20,21,39.43,95,nenhum,alergia,3.68,sim,SIM,procesado,
FPC-00873,2025-06-22,Salvador,ba,gato,Poodle,2,"0,5",ferimento na pata,monitorar,64,16,37.85,76,hemograma,,5,sim,nao,procesado,
FPC-00874,2025-04-15,Uberaba,MG,cachorro,Labrador,3,"0,5",febre alta,monitorar,3,15,39.45,102,ultrassom,,2.62,nao,,procesado,
FPC-00875,2025-10-20,Porto Alegre,RS,cachorro,,1,5.33,NA,monitorar,43,5,39.6,97,ultrassom,alergia,4.56,nao,nao,cancelado,
FPC-00876,2025-08-25,Porto Alegre,RS,cachorro,,4,3.55,coceira intensa,urgente,9,22,39.07,105,raio_x,trauma,2.22,NA,sim,finalizado,
FPC-00877,24/09/2025,Goiânia,GO,cachorro,Bulldog,7,"0,5",letargia,monitorar,31,36,41.03,108,ultrassom,suspeita_infeccao,2.82,NA,nao,cancelado,
FPC-00878,2025-01-29,Uberlândia,mg,gato,Bulldog,3,20.99,febre alta,monitorar,61,15,38.69,146,nenhum,NA,5,sim,sim,finalizado,
FPC-00879,07-28-2025,Campinas,SP,cachorro,Labrador,8,12.9,dificuldade respiratória,urgente,77,23,38.62,160,raio_x,suspeita_infeccao,5,sim,nao,cancelado,
FPC-00880,2025-05-20,Curitiba,pr,gato,Siamês,5,15.59,ferimento na pata,monitorar,65,17,41.01,121,NA,suspeita_infeccao,3.93,sim,SIM,finalizado,
FPC-00881,2025-01-11,Curitiba,PR,gato,Labrador,8,12.62,,monitorar,33,13,37.77,134,NA,trauma,3.99,nao,sim,finalizado,
FPC-00882,2025-07-22,Curitiba,PR,cachorro,Labrador,7,"8,81",dificuldade respiratória,monitorar,93,33,36.42,186,nenhum,suspeita_infeccao,4.2,,nao,cancelado,
FPC-00883,07-07-2025,Curitiba,PR,cachorro,Siamês,5,0.5,dificuldade respiratória,monitorar,0,19,"36,82",79,NA,suspeita_infeccao,4.19,,SIM,cancelado,
FPC-00884,06/02/2025,Uberlândia,MG,gato,,4,33.66,,monitorar,80,50,40.52,128,NA,suspeita_infeccao,5,,,procesado,
FPC-00885,2025-02-10,goiânia,GO,cachorro,Siamês,3,13.59,coceira intensa,monitorar,28,24,"38,1",111,ultrassom,trauma,4.5,sim,sim,em_atendimento,
FPC-00886,2025-05-19,Porto Alegre,RS,cachorro,,4,21.13,vômito e apatia,monitorar,0,23,"36,82",60,ultrassom,trauma,4.24,,sim,cancelado,
FPC-00887,2025-05-28,Campinas,SP,gato,Bulldog,7,24.0,ferimento na pata,monitorar,40,28,38.12,124,raio_x,suspeita_infeccao,2.73,,sim,em_atendimento,
FPC-00888,2025-10-06,São Paulo,SP,gato,Labrador,3,0.84,NA,monitorar,39,33,38.83,86,ultrassom,,4.67,nao,SIM,cancelado,
FPC-00889,2025-10-12,uberlândia,MG,cachorro,,,2.18,febre alta,monitorar,44,22,38.77,137,raio_x,,4.0,,,cancelado,
FPC-00890,2025-09-09,Porto Alegre,RS,cachorro,Labrador,2,11.37,NA,monitorar,43,40,37.8,87,raio_x,trauma,4.21,sim,SIM,cancelado,
FPC-00891,21/07/2025,Salvador,BA,cachorro,,8,0.71,letargia,monitorar,38,33,38.52,160,hemograma,suspeita_infeccao,4.08,,sim,cancelado,
FPC-00892,09-22-2025,Campinas,SP,cachorro,,6,0.5,febre alta,monitorar,84,19,39.19,140,NA,alergia,1.65,NA,SIM,finalizado,
FPC-00893,25/08/2025,Uberlândia,MG,gato,Siamês,2,10.95,vômito e apatia,monitorar,6,28,39.42,118,ultrassom,trauma,4.85,nao,,cancelado,
FPC-00894,2025-03-18,campinas,sp,cachorro,SRD,7,9.97,NA,critico,34,20,38.15,140,ultrassom,NA,5,,nao,procesado,
FPC-00895,2025-02-11,Campinas,SP,cachorro,,7,"16,86",,monitorar,42,31,40.45,140,hemograma,,3.17,sim,sim,finalizado,
FPC-00896,2025-09-12,Campinas,SP,gato,Siamês,6,"4,55",,critico,47,30,35.99,144,raio_x,,5,,SIM,finalizado,
FPC-00897,2025-07-27,Curitiba,PR,cachorro,Bulldog,5,5.51,coceira intensa,monitorar,39,42,38.18,153,NA,NA,4.32,sim,SIM,procesado,
FPC-00898,data_invalida,Goiânia,GO,cachorro,SRD,2,0.5,ferimento na pata,urgente,14,38,37.75,142,nenhum,trauma,3.76,,SIM,cancelado,
FPC-00899,2025-10-26,Salvador,BA,cachorro,Siamês,5,13.16,,monitorar,52,24,"37,78",107,ultrassom,,2.94,nao,nao,em_atendimento,
FPC-00900,22/02/2025,Curitiba,PR,cachorro,Bulldog,2,19.81,coceira intensa,monitorar,20,35,39.69,64,ultrassom,NA,2.4,NA,nao,procesado,
FPC-00901,10-17-2025,Campinas,SP,cachorro,Siamês,2,0.5,ferimento na pata,monitorar,18,42,40.17,143,hemograma,suspeita_infeccao,3.62,NA,,cancelado,
FPC-00902,01-12-2025,Salvador,BA,gato,SRD,5,10.14,dificuldade respiratória,monitorar,26,17,"40,84",98,ultrassom,,2.99,,sim,em_atendimento,
FPC-00903,2025-01-18,São Paulo,SP,gato,Bulldog,6,16.9,NA,critico,11,16,38.09,153,raio_x,suspeita_infeccao,5,nao,,cancelado,
FPC-00904,2025-04-01,São Paulo,SP,gato,,6,16.27,,urgente,53,22,39.43,124,raio_x,suspeita_infeccao,2.2,NA,,finalizado,
FPC-00905,2025-07-15,Uberlândia,MG,cachorro,Siamês,4,"4,4",ferimento na pata,monitorar,49,32,"38,39",106,nenhum,suspeita_infeccao,3.54,sim,sim,procesado,
FPC-00906,2025-08-13,Goiânia,GO,cachorro,Poodle,11,0.5,,monitorar,30,42,38.83,134,ultrassom,trauma,5,nao,sim,cancelado,
FPC-00907,2025-05-11,Uberaba,MG,gato,SRD,1,19.41,NA,critico,31,12,40.54,60,NA,,3.9,nao,SIM,em_atendimento,
FPC-00908,2025-04-30,Salvador,BA,gato,Siamês,2,8.77,dificuldade respiratória,monitorar,76,26,37.95,76,ultrassom,trauma,5,nao,nao,cancelado,
FPC-00909,03-13-2025,Uberlândia,mg,gato,Poodle,3,5.38,letargia,monitorar,38,34,38.42,67,ultrassom,,4.22,NA,SIM,finalizado,
FPC-00910,2025-04-11,São Paulo,SP,gato,Labrador,0,5.42,,monitorar,116,20,38.21,159,raio_x,NA,5,sim,SIM,em_atendimento,
FPC-00911,2025-02-10,Salvador,BA,gato,Poodle,,0.5,NA,monitorar,60,32,37.35,157,hemograma,suspeita_infeccao,5,sim,,procesado,
FPC-00912,2025-07-11,Uberaba,MG,cachorro,SRD,4,15.57,,urgente,37,5,"41,18",155,ultrassom,alergia,4.65,NA,SIM,cancelado,
FPC-00913,2025-09-30,Salvador,BA,cachorro,Bulldog,4,15.29,febre alta,critico,21,24,"40,02",83,hemograma,trauma,3.33,sim,nao,procesado,
FPC-00914,2025-04-30,Uberaba,mg,gato,SRD,5,"6,95",febre alta,critico,0,27,"36,25",160,nenhum,suspeita_infeccao,3.95,,sim,em_atendimento,
FPC-00915,2025-05-08,uberlândia,MG,gato,SRD,6,10.34,vômito e apatia,urgente,53,29,36.33,154,raio_x,NA,3.83,nao,nao,em_atendimento,
FPC-00916,05-22-2025,Uberlândia,MG,cachorro,Labrador,4,"0,5",letargia,monitorar,75,17,42.04,125,ultrassom,,3.64,sim,SIM,procesado,
FPC-00917,2025-01-18,goiânia,GO,cachorro,,1,8.75,NA,monitorar,19,32,39.98,101,ultrassom,suspeita_infeccao,3.63,nao,nao,cancelado,
FPC-00918,2025-09-07,São Paulo,sp,gato,Labrador,3,14.31,ferimento na pata,urgente,58,23,39.99,168,NA,trauma,3.87,NA,sim,finalizado,
FPC-00919,2025-09-24,Goiânia,GO,cachorro,Poodle,2,"17,69",letargia,monitorar,39,20,40.7,117,nenhum,alergia,5,nao,,finalizado,
FPC-00920,2025-07-01,São Paulo,SP,cachorro,Siamês,1,22.02,coceira intensa,monitorar,44,18,38.16,168,hemograma,suspeita_infeccao,3.51,,,finalizado,
FPC-00921,2025-04-22,São Paulo,SP,cachorro,Bulldog,8,25.9,letargia,monitorar,0,15,38.01,107,ultrassom,trauma,3.71,NA,sim,procesado,
FPC-00922,2025-04-10,Uberaba,MG,cachorro,Bulldog,3,10.7,ferimento na pata,monitorar,37,38,38.06,142,NA,alergia,3.1,nao,SIM,procesado,
FPC-00923,18/02/2025,Uberaba,MG,gato,SRD,12,"7,22",coceira intensa,critico,57,17,"38,12",94,NA,NA,4.77,,sim,cancelado,
FPC-00924,data_invalida,Uberaba,MG,cachorro,,9,"27,8",coceira intensa,monitorar,52,21,38.8,111,ultrassom,suspeita_infeccao,2.42,nao,nao,finalizado,
FPC-00925,2025-05-13,Porto Alegre,RS,cachorro,Siamês,4,16.24,febre alta,monitorar,17,30,37.6,116,raio_x,trauma,4.04,sim,,procesado,
FPC-00926,2025-02-05,Uberaba,MG,gato,Labrador,1,11.43,,monitorar,32,23,37.06,60,NA,alergia,4.13,sim,sim,procesado,
FPC-00927,2025-04-15,Goiânia,GO,cachorro,Siamês,5,28.9,letargia,monitorar,23,39,38.3,142,nenhum,,5,sim,nao,procesado,
FPC-00928,2025-07-16,Goiânia,GO,cachorro,,1,3.76,NA,urgente,40,27,"39,67",165,nenhum,suspeita_infeccao,3.47,sim,SIM,cancelado,
FPC-00929,06-21-2025,Curitiba,pr,cachorro,,2,0.5,ferimento na pata,monitorar,45,8,"38,18",83,NA,suspeita_infeccao,5,sim,,procesado,
FPC-00930,2025-05-13,Uberlândia,MG,gato,SRD,8,8.78,letargia,urgente,67,31,37.31,117,NA,trauma,4.27,NA,,finalizado,
FPC-00931,2025-09-18,Salvador,BA,gato,Poodle,8,8.75,febre alta,monitorar,63,22,40.21,134,ultrassom,suspeita_infeccao,4.28,sim,sim,finalizado,
FPC-00932,08-16-2025,Uberlândia,MG,gato,SRD,1,17.02,ferimento na pata,monitorar,36,26,36.36,119,raio_x,,2.8,NA,,cancelado,
FPC-00933,2025-06-29,Campinas,SP,gato,Bulldog,4,7.32,vômito e apatia,monitorar,63,18,37.81,119,ultrassom,alergia,3.94,NA,sim,finalizado,
FPC-00934,2025-09-18,Uberlândia,MG,cachorro,Bulldog,0,6.17,febre alta,monitorar,17,18,"38,11",143,hemograma,,3.64,sim,nao,finalizado,
FPC-00935,2025-06-18,Curitiba,PR,cachorro,SRD,0,13.77,,monitorar,60,35,40.45,82,hemograma,alergia,4.26,,,procesado,
FPC-00936,06-29-2025,Salvador,BA,gato,Bulldog,7,20.4,letargia,monitorar,13,25,38.94,86,NA,trauma,3.53,NA,SIM,procesado,
FPC-00937,2025-07-12,campinas,SP,gato,Siamês,0,17.26,ferimento na pata,urgente,40,12,37.81,114,NA,trauma,4.81,NA,nao,cancelado,
FPC-00938,2025-07-12,São Paulo,SP,cachorro,Poodle,4,9.2,letargia,monitorar,9,32,"38,53",113,raio_x,suspeita_infeccao,4.13,nao,,em_atendimento,
FPC-00939,2025-09-02,campinas,SP,cachorro,Bulldog,2,10.27,coceira intensa,urgente,26,19,39.67,140,nenhum,suspeita_infeccao,4.01,sim,sim,finalizado,
FPC-00940,2025-08-08,Uberaba,MG,cachorro,Siamês,1,16.77,vômito e apatia,monitorar,31,27,38.17,75,ultrassom,,2.9,NA,SIM,em_atendimento,
FPC-00941,2025-01-05,Campinas,SP,gato,Labrador,9,"6,11",coceira intensa,critico,48,32,"38,37",77,nenhum,suspeita_infeccao,5,nao,SIM,finalizado,
FPC-00942,2025-04-08,Goiânia,GO,cachorro,SRD,6,0.5,,monitorar,49,23,38.38,91,ultrassom,suspeita_infeccao,5,NA,,em_atendimento,
FPC-00943,2025-01-16,Campinas,SP,gato,SRD,6,19.38,dificuldade respiratória,monitorar,37,25,37.79,110,nenhum,alergia,4.5,NA,,procesado,
FPC-00944,10-10-2025,Curitiba,PR,cachorro,Labrador,5,9.94,coceira intensa,monitorar,20,36,"35,63",122,NA,alergia,4.31,nao,nao,em_atendimento,
FPC-00945,05-29-2025,Salvador,BA,gato,,4,"8,24",,monitorar,25,17,37.97,129,hemograma,,3.12,sim,sim,procesado,
FPC-00946,2025-07-17,Salvador,BA,cachorro,SRD,3,6.43,febre alta,urgente,39,26,37.77,94,raio_x,trauma,3.75,,SIM,cancelado,
FPC-00947,14/01/2025,Curitiba,PR,cachorro,Labrador,,14.63,,urgente,8,24,37.26,131,nenhum,,4.41,NA,nao,cancelado,
FPC-00948,2025-03-20,Porto Alegre,RS,gato,,4,2.74,,monitorar,58,28,38.15,123,raio_x,alergia,4.34,sim,sim,finalizado,
FPC-00949,2025-02-13,porto alegre,RS,cachorro,Siamês,5,"30,22",ferimento na pata,monitorar,13,18,38.1,124,nenhum,NA,3.72,NA,nao,cancelado,
FPC-00950,data_invalida,Campinas,SP,cachorro,Bulldog,3,,letargia,monitorar,28,19,39.75,141,nenhum,suspeita_infeccao,3.75,NA,SIM,procesado,
FPC-00951,2025-06-19,Curitiba,PR,gato,SRD,8,"22,78",NA,monitorar,53,27,39.51,114,hemograma,NA,3.81,,SIM,em_atendimento,
FPC-00952,2025-09-19,Campinas,SP,gato,Labrador,2,4.64,coceira intensa,urgente,29,19,37.41,125,NA,alergia,4.79,sim,,finalizado,
FPC-00953,28/05/2025,São Paulo,SP,cachorro,Bulldog,2,6.28,vômito e apatia,monitorar,0,46,37.42,160,NA,,4.25,nao,sim,procesado,
FPC-00954,2025-04-19,Porto Alegre,RS,cachorro,,10,19.18,letargia,critico,43,29,37.28,172,nenhum,alergia,4.98,,SIM,finalizado,
FPC-00955,2025-08-17,Uberlândia,MG,gato,Bulldog,4,18.11,coceira intensa,monitorar,19,19,41.51,169,hemograma,alergia,3.97,NA,SIM,finalizado,
FPC-00956,21/09/2025,Uberaba,MG,cachorro,Bulldog,6,"15,14",ferimento na pata,monitorar,0,5,39.56,136,hemograma,alergia,4.85,,,finalizado,
FPC-00957,2025-06-26,Salvador,BA,gato,Bulldog,2,8.72,dificuldade respiratória,monitorar,83,11,37.34,88,ultrassom,alergia,2.61,NA,sim,procesado,
FPC-00958,08-20-2025,Curitiba,PR,cachorro,Labrador,,"22,63",,urgente,53,19,37.46,133,NA,,3.44,NA,SIM,finalizado,
FPC-00959,2025-10-12,Salvador,BA,gato,Poodle,7,0.5,dificuldade respiratória,monitorar,27,38,38.08,108,nenhum,alergia,4.47,NA,SIM,procesado,
FPC-00960,01-23-2025,Curitiba,PR,cachorro,Labrador,,17.93,NA,monitorar,50,30,"37,8",127,NA,alergia,5,nao,,finalizado,
FPC-00961,2025-08-17,São Paulo,SP,gato,Labrador,2,16.12,dificuldade respiratória,monitorar,54,18,"38,83",112,ultrassom,,3.91,,sim,em_atendimento,
FPC-00962,2025-05-27,Goiânia,GO,cachorro,,4,18.61,,urgente,0,35,40.25,109,ultrassom,alergia,4.12,nao,nao,em_atendimento,
FPC-00963,2025-02-06,Uberaba,MG,gato,,6,9.65,,monitorar,72,31,38.56,130,hemograma,suspeita_infeccao,5,,nao,cancelado,
FPC-00964,2025-04-03,Porto Alegre,RS,cachorro,Poodle,7,10.67,dificuldade respiratória,urgente,27,18,"37,79",114,nenhum,NA,2.09,NA,,em_atendimento,
FPC-00965,data_invalida,Uberaba,MG,cachorro,Siamês,3,13.42,NA,critico,38,24,39.98,158,raio_x,trauma,5,sim,SIM,em_atendimento,
FPC-00966,2025-05-31,Uberaba,MG,cachorro,Siamês,4,0.5,vômito e apatia,monitorar,32,17,37.86,87,ultrassom,,4.95,sim,,procesado,
FPC-00967,2025-10-04,Campinas,SP,gato,Siamês,5,13.62,coceira intensa,monitorar,78,22,40.29,84,nenhum,suspeita_infeccao,3.59,sim,SIM,finalizado,
FPC-00968,02/06/2025,Salvador,BA,cachorro,Poodle,5,11.78,ferimento na pata,urgente,17,27,37.31,197,hemograma,NA,5,sim,SIM,em_atendimento,
FPC-00969,2025-01-13,Salvador,BA,cachorro,,9,14.37,,monitorar,0,20,39.53,117,ultrassom,alergia,3.22,,,procesado,
FPC-00970,2025-03-09,Salvador,BA,gato,SRD,5,25.45,letargia,monitorar,21,21,39.03,99,ultrassom,NA,1.13,,nao,finalizado,
FPC-00971,2025-07-13,Uberlândia,MG,cachorro,Siamês,6,32.82,letargia,urgente,15,21,37.55,95,nenhum,,4.92,sim,SIM,cancelado,
FPC-00972,2025-04-03,São Paulo,SP,cachorro,SRD,4,1.07,letargia,monitorar,60,35,39.47,109,raio_x,trauma,3.7,NA,SIM,cancelado,
FPC-00973,11/10/2025,Porto Alegre,rs,gato,,10,"4,63",dificuldade respiratória,urgente,37,26,"38,4",83,hemograma,trauma,4.08,nao,sim,finalizado,
FPC-00974,2025-06-06,Curitiba,pr,cachorro,SRD,2,18.34,,urgente,23,14,37.74,145,NA,alergia,4.47,sim,,em_atendimento,
FPC-00975,2025-08-19,São Paulo,SP,cachorro,SRD,2,0.5,vômito e apatia,monitorar,7,13,37.81,140,NA,suspeita_infeccao,2.77,,nao,cancelado,
FPC-00976,2025-09-22,Uberaba,MG,cachorro,Poodle,3,8.95,dificuldade respiratória,monitorar,80,30,37.52,162,raio_x,alergia,4.63,NA,SIM,finalizado,
FPC-00977,09/03/2025,São Paulo,SP,cachorro,SRD,2,,letargia,critico,15,23,39.42,163,NA,suspeita_infeccao,2.29,,,cancelado,
FPC-00978,10-25-2025,Salvador,BA,cachorro,,8,11.51,vômito e apatia,monitorar,22,31,40.32,122,ultrassom,trauma,2.48,NA,sim,em_atendimento,
FPC-00979,2025-03-06,porto alegre,RS,cachorro,Labrador,7,15.08,ferimento na pata,urgente,17,22,38.33,137,raio_x,suspeita_infeccao,3.42,nao,,finalizado,
FPC-00980,2025-06-22,São Paulo,SP,gato,Bulldog,0,"13,23",letargia,monitorar,29,27,"35,52",107,nenhum,alergia,3.39,NA,nao,finalizado,
FPC-00981,2025-02-19,São Paulo,SP,gato,Poodle,1,"24,57",ferimento na pata,monitorar,20,17,36.78,157,hemograma,,4.37,,sim,cancelado,
FPC-00982,data_invalida,Goiânia,GO,gato,Siamês,8,12.08,vômito e apatia,monitorar,67,40,"38,71",124,hemograma,trauma,5,nao,SIM,finalizado,
FPC-00983,01/05/2025,São Paulo,SP,cachorro,,7,16.34,vômito e apatia,monitorar,55,8,"39,27",103,ultrassom,trauma,2.38,NA,nao,em_atendimento,
FPC-00984,2025-09-18,Curitiba,PR,cachorro,SRD,12,"9,16",letargia,monitorar,53,27,37.27,166,ultrassom,alergia,4.27,NA,SIM,finalizado,
FPC-00985,2025-01-19,Goiânia,GO,cachorro,Bulldog,5,,vômito e apatia,urgente,6,37,36.59,85,raio_x,alergia,4.35,,SIM,cancelado,
FPC-00986,2025-06-03,São Paulo,SP,gato,Bulldog,3,"1,39",ferimento na pata,monitorar,21,23,38.96,105,NA,NA,4.62,sim,,procesado,
FPC-00987,data_invalida,Salvador,BA,gato,,3,5.24,NA,monitorar,38,26,37.38,65,raio_x,NA,5,,SIM,procesado,
FPC-00988,2025-04-04,Uberlândia,MG,cachorro,,4,,dificuldade respiratória,monitorar,0,22,"38,92",70,raio_x,alergia,4.94,,sim,procesado,
FPC-00989,2025-08-20,Uberaba,MG,cachorro,Poodle,7,"17,9",ferimento na pata,monitorar,67,42,37.25,163,nenhum,trauma,5,NA,SIM,finalizado,
FPC-00990,2025-08-10,Goiânia,GO,gato,Poodle,1,7.71,vômito e apatia,monitorar,45,25,38.35,121,raio_x,trauma,4.66,,sim,procesado,
FPC-00991,2025-07-02,Curitiba,PR,gato,SRD,7,0.5,ferimento na pata,monitorar,35,12,37.79,179,hemograma,NA,2.36,,,procesado,
FPC-00992,2025-05-11,Goiânia,go,gato,,,"13,08",vômito e apatia,critico,24,24,38.89,134,raio_x,NA,3.89,sim,nao,cancelado,
FPC-00993,2025-05-15,Salvador,BA,cachorro,Siamês,1,"9,44",febre alta,monitorar,35,36,39.44,126,NA,suspeita_infeccao,4.05,nao,SIM,finalizado,
FPC-00994,2025-05-19,Uberaba,MG,gato,Siamês,9,13.48,NA,monitorar,84,26,39.29,104,NA,suspeita_infeccao,4.6,nao,nao,cancelado,
FPC-00995,2025-05-05,Uberaba,MG,cachorro,,,"16,11",coceira intensa,urgente,69,44,"39,26",134,NA,trauma,2.82,nao,nao,procesado,
FPC-00996,2025-04-18,Goiânia,GO,gato,Poodle,4,0.5,letargia,monitorar,102,37,37.92,149,raio_x,,4.98,,,procesado,
FPC-00997,2025-05-21,Porto Alegre,RS,cachorro,Bulldog,1,,ferimento na pata,monitorar,50,33,"36,4",135,hemograma,suspeita_infeccao,4.13,sim,SIM,em_atendimento,
FPC-00998,19/07/2025,Campinas,SP,cachorro,,2,"10,9",vômito e apatia,monitorar,0,25,"40,38",113,nenhum,trauma,3.02,nao,SIM,cancelado,
FPC-00999,2025-09-25,São Paulo,sp,gato,Siamês,5,7.53,dificuldade respiratória,monitorar,31,34,40.74,171,hemograma,alergia,2.57,,sim,procesado,
FPC-00000,2025-05-30,Uberlândia,MG,cachorro,,7,14.48,letargia,critico,81,17,38.46,149,hemograma,suspeita_infeccao,3.82,sim,sim,finalizado,
